power 1 (W),time (seconds since jan 1 1975),power 2 (W),time (seconds since jan 1 1975),Sdifference
2.12E-05,1750367409,3.46E-05,1750367409,-2.40E-01
2.12E-05,1750367409,3.46E-05,1750367409,-2.40E-01
2.12E-05,1750367409,3.46E-05,1750367409,-2.40E-01
2.12E-05,1750367409,3.46E-05,1750367409,-2.40E-01
2.13E-05,1750367409,3.46E-05,1750367409,-2.38E-01
2.13E-05,1750367409,3.46E-05,1750367409,-2.38E-01
2.13E-05,1750367409,3.45E-05,1750367409,-2.37E-01
2.13E-05,1750367410,3.45E-05,1750367409,-2.37E-01
2.13E-05,1750367410,3.45E-05,1750367410,-2.37E-01
2.13E-05,1750367410,3.45E-05,1750367410,-2.37E-01
2.13E-05,1750367410,3.45E-05,1750367410,-2.37E-01
2.13E-05,1750367410,3.45E-05,1750367410,-2.37E-01
2.13E-05,1750367410,3.45E-05,1750367410,-2.37E-01
2.13E-05,1750367410,3.45E-05,1750367410,-2.37E-01
2.13E-05,1750367410,3.45E-05,1750367410,-2.37E-01
2.13E-05,1750367410,3.45E-05,1750367410,-2.37E-01
2.13E-05,1750367410,3.46E-05,1750367410,-2.38E-01
2.13E-05,1750367410,3.46E-05,1750367410,-2.38E-01
2.13E-05,1750367410,3.46E-05,1750367410,-2.38E-01
2.13E-05,1750367410,3.46E-05,1750367410,-2.38E-01
2.13E-05,1750367410,3.46E-05,1750367410,-2.38E-01
2.13E-05,1750367411,3.46E-05,1750367410,-2.38E-01
2.13E-05,1750367411,3.46E-05,1750367411,-2.38E-01
2.13E-05,1750367411,3.46E-05,1750367411,-2.38E-01
2.13E-05,1750367411,3.46E-05,1750367411,-2.38E-01
2.13E-05,1750367411,3.46E-05,1750367411,-2.38E-01
2.13E-05,1750367411,3.47E-05,1750367411,-2.39E-01
2.13E-05,1750367411,3.47E-05,1750367411,-2.39E-01
2.13E-05,1750367411,3.47E-05,1750367411,-2.39E-01
2.13E-05,1750367411,3.47E-05,1750367411,-2.39E-01
2.13E-05,1750367411,3.47E-05,1750367411,-2.39E-01
2.13E-05,1750367411,3.47E-05,1750367411,-2.39E-01
2.13E-05,1750367411,3.47E-05,1750367411,-2.39E-01
2.13E-05,1750367411,3.47E-05,1750367411,-2.39E-01
2.13E-05,1750367411,3.47E-05,1750367411,-2.39E-01
2.13E-05,1750367412,3.47E-05,1750367411,-2.39E-01
2.13E-05,1750367412,3.47E-05,1750367411,-2.39E-01
2.13E-05,1750367412,3.47E-05,1750367412,-2.39E-01
2.13E-05,1750367412,3.48E-05,1750367412,-2.41E-01
2.13E-05,1750367412,3.48E-05,1750367412,-2.41E-01
2.13E-05,1750367412,3.48E-05,1750367412,-2.41E-01
2.13E-05,1750367412,3.48E-05,1750367412,-2.41E-01
2.13E-05,1750367412,3.47E-05,1750367412,-2.39E-01
2.13E-05,1750367412,3.47E-05,1750367412,-2.39E-01
2.13E-05,1750367412,3.47E-05,1750367412,-2.39E-01
2.13E-05,1750367412,3.47E-05,1750367412,-2.39E-01
2.12E-05,1750367412,3.47E-05,1750367412,-2.42E-01
2.12E-05,1750367412,3.47E-05,1750367412,-2.42E-01
2.12E-05,1750367412,3.47E-05,1750367412,-2.42E-01
