Trial 3 power 1 (W),time (seconds since jan 1 1975),Trial 3 power 2 (W),time (seconds since jan 1 1975),Sdifference
2.11E-05,1750367030,3.49E-05,1750367030,-2.46E-01
2.10E-05,1750367030,3.49E-05,1750367030,-2.49E-01
2.10E-05,1750367030,3.49E-05,1750367030,-2.49E-01
2.11E-05,1750367030,3.49E-05,1750367030,-2.46E-01
2.10E-05,1750367030,3.49E-05,1750367030,-2.49E-01
2.11E-05,1750367030,3.50E-05,1750367030,-2.48E-01
2.11E-05,1750367030,3.50E-05,1750367030,-2.48E-01
2.11E-05,1750367030,3.50E-05,1750367030,-2.48E-01
2.11E-05,1750367030,3.49E-05,1750367030,-2.46E-01
2.11E-05,1750367030,3.49E-05,1750367030,-2.46E-01
2.12E-05,1750367030,3.49E-05,1750367030,-2.44E-01
2.12E-05,1750367030,3.48E-05,1750367030,-2.43E-01
2.12E-05,1750367031,3.48E-05,1750367031,-2.43E-01
2.12E-05,1750367031,3.48E-05,1750367031,-2.43E-01
2.11E-05,1750367031,3.48E-05,1750367031,-2.45E-01
2.11E-05,1750367031,3.48E-05,1750367031,-2.45E-01
2.11E-05,1750367031,3.48E-05,1750367031,-2.45E-01
2.11E-05,1750367031,3.47E-05,1750367031,-2.44E-01
2.11E-05,1750367031,3.47E-05,1750367031,-2.44E-01
