Time Stamp [s],Stokes 1,Stokes 2,Stokes 3,Azimuth [],Ellipticity [],Power Split Ratio,Phase Difference [],DOP [%],Power [dBm],Power [W]
4.86E+00,4.28E-01,-2.97E-01,8.54E-01,-1.74E+01,2.93E+01,7.14E-01,1.09E+02,2.98E+01,-3.11E+01,7.85E-07
4.89E+00,4.25E-01,-3.01E-01,8.54E-01,-1.77E+01,2.93E+01,7.12E-01,1.09E+02,2.98E+01,-3.10E+01,7.85E-07
4.92E+00,4.27E-01,-3.02E-01,8.52E-01,-1.76E+01,2.92E+01,7.14E-01,1.10E+02,2.98E+01,-3.11E+01,7.85E-07
4.95E+00,4.27E-01,-2.99E-01,8.54E-01,-1.75E+01,2.93E+01,7.13E-01,1.09E+02,2.98E+01,-3.11E+01,7.84E-07
4.98E+00,4.25E-01,-2.97E-01,8.55E-01,-1.75E+01,2.94E+01,7.12E-01,1.09E+02,2.98E+01,-3.11E+01,7.84E-07
5.01E+00,4.26E-01,-2.97E-01,8.54E-01,-1.74E+01,2.93E+01,7.13E-01,1.09E+02,2.99E+01,-3.11E+01,7.85E-07
5.04E+00,4.27E-01,-3.01E-01,8.53E-01,-1.76E+01,2.93E+01,7.13E-01,1.09E+02,2.99E+01,-3.11E+01,7.85E-07
5.07E+00,4.27E-01,-3.00E-01,8.53E-01,-1.76E+01,2.93E+01,7.13E-01,1.09E+02,3.00E+01,-3.11E+01,7.84E-07
5.10E+00,4.24E-01,-3.01E-01,8.54E-01,-1.77E+01,2.93E+01,7.12E-01,1.09E+02,2.99E+01,-3.11E+01,7.84E-07
5.13E+00,4.22E-01,-3.02E-01,8.55E-01,-1.78E+01,2.94E+01,7.11E-01,1.09E+02,2.99E+01,-3.11E+01,7.84E-07
5.16E+00,4.24E-01,-3.03E-01,8.54E-01,-1.78E+01,2.93E+01,7.12E-01,1.10E+02,2.99E+01,-3.11E+01,7.84E-07
5.19E+00,4.21E-01,-3.05E-01,8.54E-01,-1.80E+01,2.93E+01,7.10E-01,1.10E+02,2.98E+01,-3.11E+01,7.84E-07
5.22E+00,4.22E-01,-3.05E-01,8.54E-01,-1.79E+01,2.93E+01,7.11E-01,1.10E+02,2.98E+01,-3.11E+01,7.84E-07
5.25E+00,4.22E-01,-3.07E-01,8.53E-01,-1.80E+01,2.93E+01,7.11E-01,1.10E+02,2.97E+01,-3.11E+01,7.84E-07
5.28E+00,4.24E-01,-3.07E-01,8.52E-01,-1.79E+01,2.92E+01,7.12E-01,1.10E+02,2.97E+01,-3.11E+01,7.84E-07
5.31E+00,4.25E-01,-3.06E-01,8.52E-01,-1.79E+01,2.92E+01,7.12E-01,1.10E+02,2.97E+01,-3.11E+01,7.84E-07
5.34E+00,4.26E-01,-3.05E-01,8.52E-01,-1.78E+01,2.92E+01,7.13E-01,1.10E+02,2.97E+01,-3.11E+01,7.85E-07
5.37E+00,4.27E-01,-3.04E-01,8.52E-01,-1.77E+01,2.92E+01,7.13E-01,1.10E+02,2.97E+01,-3.10E+01,7.85E-07
5.40E+00,4.29E-01,-3.02E-01,8.51E-01,-1.76E+01,2.92E+01,7.14E-01,1.10E+02,2.99E+01,-3.10E+01,7.86E-07
5.43E+00,4.28E-01,-2.98E-01,8.53E-01,-1.74E+01,2.93E+01,7.14E-01,1.09E+02,3.00E+01,-3.11E+01,7.85E-07
5.46E+00,4.30E-01,-2.96E-01,8.53E-01,-1.73E+01,2.93E+01,7.15E-01,1.09E+02,3.02E+01,-3.11E+01,7.85E-07
5.49E+00,4.27E-01,-2.92E-01,8.56E-01,-1.72E+01,2.94E+01,7.14E-01,1.09E+02,3.02E+01,-3.11E+01,7.84E-07
5.52E+00,4.25E-01,-2.90E-01,8.58E-01,-1.71E+01,2.95E+01,7.12E-01,1.09E+02,3.03E+01,-3.11E+01,7.84E-07
5.55E+00,4.26E-01,-2.93E-01,8.56E-01,-1.72E+01,2.94E+01,7.13E-01,1.09E+02,3.04E+01,-3.11E+01,7.84E-07
5.58E+00,4.22E-01,-2.94E-01,8.58E-01,-1.74E+01,2.95E+01,7.11E-01,1.09E+02,3.04E+01,-3.11E+01,7.83E-07
5.61E+00,4.20E-01,-2.97E-01,8.58E-01,-1.76E+01,2.95E+01,7.10E-01,1.09E+02,3.03E+01,-3.11E+01,7.83E-07
5.64E+00,4.17E-01,-3.00E-01,8.58E-01,-1.79E+01,2.95E+01,7.09E-01,1.09E+02,3.02E+01,-3.11E+01,7.84E-07
5.67E+00,4.19E-01,-3.00E-01,8.57E-01,-1.78E+01,2.95E+01,7.10E-01,1.09E+02,3.01E+01,-3.11E+01,7.84E-07
5.70E+00,4.16E-01,-3.04E-01,8.57E-01,-1.81E+01,2.95E+01,7.08E-01,1.10E+02,3.00E+01,-3.11E+01,7.84E-07
5.73E+00,4.20E-01,-3.03E-01,8.55E-01,-1.79E+01,2.94E+01,7.10E-01,1.10E+02,3.01E+01,-3.11E+01,7.84E-07
5.76E+00,4.19E-01,-3.05E-01,8.55E-01,-1.80E+01,2.94E+01,7.10E-01,1.10E+02,3.00E+01,-3.11E+01,7.84E-07
5.79E+00,4.18E-01,-3.03E-01,8.56E-01,-1.80E+01,2.95E+01,7.09E-01,1.09E+02,2.99E+01,-3.11E+01,7.84E-07
5.82E+00,4.21E-01,-3.00E-01,8.56E-01,-1.77E+01,2.94E+01,7.11E-01,1.09E+02,3.00E+01,-3.11E+01,7.83E-07
5.85E+00,4.20E-01,-3.00E-01,8.56E-01,-1.78E+01,2.95E+01,7.10E-01,1.09E+02,3.00E+01,-3.11E+01,7.84E-07
5.88E+00,4.20E-01,-3.02E-01,8.55E-01,-1.79E+01,2.94E+01,7.10E-01,1.09E+02,3.00E+01,-3.11E+01,7.85E-07
5.91E+00,4.24E-01,-2.96E-01,8.56E-01,-1.75E+01,2.94E+01,7.12E-01,1.09E+02,3.00E+01,-3.11E+01,7.83E-07
5.94E+00,4.23E-01,-2.94E-01,8.57E-01,-1.74E+01,2.95E+01,7.12E-01,1.09E+02,3.02E+01,-3.11E+01,7.83E-07
5.97E+00,4.20E-01,-2.95E-01,8.58E-01,-1.75E+01,2.95E+01,7.10E-01,1.09E+02,3.01E+01,-3.11E+01,7.84E-07
6.00E+00,4.23E-01,-2.91E-01,8.58E-01,-1.73E+01,2.96E+01,7.12E-01,1.09E+02,3.02E+01,-3.11E+01,7.82E-07
6.03E+00,4.20E-01,-2.91E-01,8.60E-01,-1.74E+01,2.96E+01,7.10E-01,1.09E+02,3.03E+01,-3.11E+01,7.82E-07
6.06E+00,4.21E-01,-2.92E-01,8.59E-01,-1.74E+01,2.96E+01,7.11E-01,1.09E+02,3.04E+01,-3.11E+01,7.83E-07
6.09E+00,4.20E-01,-2.92E-01,8.59E-01,-1.74E+01,2.96E+01,7.10E-01,1.09E+02,3.05E+01,-3.11E+01,7.83E-07
6.12E+00,4.20E-01,-2.94E-01,8.58E-01,-1.75E+01,2.96E+01,7.10E-01,1.09E+02,3.05E+01,-3.11E+01,7.83E-07
6.15E+00,4.18E-01,-2.95E-01,8.59E-01,-1.76E+01,2.96E+01,7.09E-01,1.09E+02,3.05E+01,-3.11E+01,7.83E-07
6.18E+00,4.18E-01,-2.94E-01,8.59E-01,-1.76E+01,2.96E+01,7.09E-01,1.09E+02,3.05E+01,-3.11E+01,7.84E-07
6.21E+00,4.15E-01,-2.98E-01,8.60E-01,-1.78E+01,2.96E+01,7.08E-01,1.09E+02,3.04E+01,-3.11E+01,7.84E-07
6.24E+00,4.18E-01,-2.95E-01,8.59E-01,-1.76E+01,2.96E+01,7.09E-01,1.09E+02,3.04E+01,-3.11E+01,7.84E-07
6.27E+00,4.15E-01,-2.97E-01,8.60E-01,-1.78E+01,2.97E+01,7.07E-01,1.09E+02,3.04E+01,-3.11E+01,7.83E-07
6.30E+00,4.14E-01,-2.98E-01,8.60E-01,-1.79E+01,2.97E+01,7.07E-01,1.09E+02,3.03E+01,-3.11E+01,7.83E-07
6.33E+00,4.14E-01,-2.97E-01,8.61E-01,-1.78E+01,2.97E+01,7.07E-01,1.09E+02,3.03E+01,-3.11E+01,7.82E-07
6.36E+00,4.17E-01,-2.96E-01,8.59E-01,-1.77E+01,2.96E+01,7.08E-01,1.09E+02,3.03E+01,-3.11E+01,7.82E-07
6.39E+00,4.14E-01,-2.99E-01,8.60E-01,-1.80E+01,2.96E+01,7.07E-01,1.09E+02,3.03E+01,-3.11E+01,7.82E-07
6.42E+00,4.20E-01,-2.97E-01,8.58E-01,-1.76E+01,2.95E+01,7.10E-01,1.09E+02,3.03E+01,-3.11E+01,7.81E-07
6.45E+00,4.17E-01,-3.00E-01,8.58E-01,-1.79E+01,2.95E+01,7.08E-01,1.09E+02,3.03E+01,-3.11E+01,7.82E-07
6.48E+00,4.15E-01,-3.03E-01,8.58E-01,-1.81E+01,2.95E+01,7.08E-01,1.09E+02,3.02E+01,-3.11E+01,7.82E-07
6.51E+00,4.16E-01,-2.99E-01,8.59E-01,-1.79E+01,2.96E+01,7.08E-01,1.09E+02,3.02E+01,-3.11E+01,7.82E-07
6.54E+00,4.15E-01,-3.02E-01,8.58E-01,-1.80E+01,2.96E+01,7.07E-01,1.09E+02,3.02E+01,-3.11E+01,7.83E-07
6.57E+00,4.14E-01,-2.99E-01,8.60E-01,-1.79E+01,2.96E+01,7.07E-01,1.09E+02,3.02E+01,-3.11E+01,7.82E-07
6.60E+00,4.16E-01,-2.99E-01,8.59E-01,-1.78E+01,2.96E+01,7.08E-01,1.09E+02,3.02E+01,-3.11E+01,7.82E-07
6.63E+00,4.14E-01,-3.01E-01,8.59E-01,-1.80E+01,2.96E+01,7.07E-01,1.09E+02,3.01E+01,-3.11E+01,7.83E-07
6.66E+00,4.16E-01,-3.00E-01,8.58E-01,-1.79E+01,2.96E+01,7.08E-01,1.09E+02,3.02E+01,-3.11E+01,7.83E-07
6.69E+00,4.18E-01,-2.99E-01,8.58E-01,-1.78E+01,2.96E+01,7.09E-01,1.09E+02,3.02E+01,-3.11E+01,7.82E-07
6.72E+00,4.17E-01,-2.98E-01,8.59E-01,-1.78E+01,2.96E+01,7.08E-01,1.09E+02,3.02E+01,-3.11E+01,7.82E-07
6.75E+00,4.16E-01,-2.97E-01,8.59E-01,-1.77E+01,2.96E+01,7.08E-01,1.09E+02,3.03E+01,-3.11E+01,7.82E-07
6.78E+00,4.17E-01,-2.93E-01,8.60E-01,-1.75E+01,2.97E+01,7.09E-01,1.09E+02,3.03E+01,-3.11E+01,7.82E-07
6.81E+00,4.18E-01,-2.93E-01,8.60E-01,-1.75E+01,2.96E+01,7.09E-01,1.09E+02,3.03E+01,-3.11E+01,7.82E-07
6.84E+00,4.18E-01,-2.93E-01,8.60E-01,-1.75E+01,2.97E+01,7.09E-01,1.09E+02,3.03E+01,-3.11E+01,7.82E-07
6.87E+00,4.18E-01,-2.91E-01,8.61E-01,-1.74E+01,2.97E+01,7.09E-01,1.09E+02,3.04E+01,-3.11E+01,7.82E-07
6.90E+00,4.16E-01,-2.93E-01,8.61E-01,-1.76E+01,2.97E+01,7.08E-01,1.09E+02,3.04E+01,-3.11E+01,7.82E-07
6.93E+00,4.17E-01,-2.90E-01,8.61E-01,-1.74E+01,2.97E+01,7.09E-01,1.09E+02,3.05E+01,-3.11E+01,7.82E-07
6.96E+00,4.17E-01,-2.90E-01,8.61E-01,-1.74E+01,2.97E+01,7.09E-01,1.09E+02,3.05E+01,-3.11E+01,7.82E-07
6.99E+00,4.19E-01,-2.88E-01,8.61E-01,-1.73E+01,2.97E+01,7.10E-01,1.09E+02,3.06E+01,-3.11E+01,7.82E-07
7.02E+00,4.17E-01,-2.86E-01,8.63E-01,-1.72E+01,2.98E+01,7.08E-01,1.08E+02,3.07E+01,-3.11E+01,7.81E-07
7.05E+00,4.17E-01,-2.87E-01,8.62E-01,-1.73E+01,2.98E+01,7.09E-01,1.08E+02,3.07E+01,-3.11E+01,7.82E-07
7.08E+00,4.17E-01,-2.85E-01,8.63E-01,-1.72E+01,2.98E+01,7.08E-01,1.08E+02,3.08E+01,-3.11E+01,7.82E-07
7.11E+00,4.16E-01,-2.85E-01,8.64E-01,-1.72E+01,2.99E+01,7.08E-01,1.08E+02,3.09E+01,-3.11E+01,7.82E-07
7.14E+00,4.17E-01,-2.81E-01,8.64E-01,-1.70E+01,2.99E+01,7.09E-01,1.08E+02,3.10E+01,-3.11E+01,7.81E-07
7.17E+00,4.18E-01,-2.83E-01,8.63E-01,-1.71E+01,2.98E+01,7.09E-01,1.08E+02,3.09E+01,-3.11E+01,7.82E-07
7.20E+00,4.19E-01,-2.82E-01,8.63E-01,-1.70E+01,2.98E+01,7.09E-01,1.08E+02,3.09E+01,-3.11E+01,7.81E-07
7.23E+00,4.21E-01,-2.82E-01,8.62E-01,-1.69E+01,2.98E+01,7.10E-01,1.08E+02,3.09E+01,-3.11E+01,7.81E-07
7.26E+00,4.18E-01,-2.83E-01,8.63E-01,-1.71E+01,2.99E+01,7.09E-01,1.08E+02,3.09E+01,-3.11E+01,7.81E-07
7.29E+00,4.18E-01,-2.84E-01,8.63E-01,-1.71E+01,2.98E+01,7.09E-01,1.08E+02,3.09E+01,-3.11E+01,7.82E-07
7.32E+00,4.19E-01,-2.82E-01,8.63E-01,-1.70E+01,2.98E+01,7.09E-01,1.08E+02,3.10E+01,-3.11E+01,7.81E-07
7.35E+00,4.21E-01,-2.81E-01,8.63E-01,-1.69E+01,2.98E+01,7.10E-01,1.08E+02,3.09E+01,-3.11E+01,7.81E-07
7.38E+00,4.19E-01,-2.82E-01,8.63E-01,-1.70E+01,2.98E+01,7.10E-01,1.08E+02,3.09E+01,-3.11E+01,7.81E-07
7.41E+00,4.17E-01,-2.78E-01,8.65E-01,-1.68E+01,2.99E+01,7.09E-01,1.08E+02,3.09E+01,-3.11E+01,7.80E-07
7.44E+00,4.17E-01,-2.80E-01,8.65E-01,-1.69E+01,2.99E+01,7.08E-01,1.08E+02,3.09E+01,-3.11E+01,7.80E-07
7.47E+00,4.18E-01,-2.79E-01,8.64E-01,-1.69E+01,2.99E+01,7.09E-01,1.08E+02,3.10E+01,-3.11E+01,7.81E-07
7.50E+00,4.19E-01,-2.79E-01,8.64E-01,-1.68E+01,2.99E+01,7.09E-01,1.08E+02,3.10E+01,-3.11E+01,7.81E-07
7.53E+00,4.17E-01,-2.81E-01,8.64E-01,-1.70E+01,2.99E+01,7.09E-01,1.08E+02,3.09E+01,-3.11E+01,7.81E-07
7.56E+00,4.19E-01,-2.81E-01,8.63E-01,-1.70E+01,2.98E+01,7.09E-01,1.08E+02,3.10E+01,-3.11E+01,7.82E-07
7.59E+00,4.20E-01,-2.80E-01,8.63E-01,-1.69E+01,2.99E+01,7.10E-01,1.08E+02,3.10E+01,-3.11E+01,7.81E-07
7.62E+00,4.21E-01,-2.79E-01,8.63E-01,-1.68E+01,2.98E+01,7.10E-01,1.08E+02,3.10E+01,-3.11E+01,7.81E-07
7.65E+00,4.20E-01,-2.79E-01,8.63E-01,-1.68E+01,2.99E+01,7.10E-01,1.08E+02,3.10E+01,-3.11E+01,7.81E-07
7.68E+00,4.23E-01,-2.79E-01,8.62E-01,-1.67E+01,2.98E+01,7.11E-01,1.08E+02,3.10E+01,-3.11E+01,7.81E-07
7.71E+00,4.21E-01,-2.81E-01,8.63E-01,-1.69E+01,2.98E+01,7.10E-01,1.08E+02,3.10E+01,-3.11E+01,7.82E-07
7.74E+00,4.23E-01,-2.80E-01,8.62E-01,-1.68E+01,2.98E+01,7.12E-01,1.08E+02,3.10E+01,-3.11E+01,7.82E-07
7.77E+00,4.24E-01,-2.81E-01,8.61E-01,-1.67E+01,2.97E+01,7.12E-01,1.08E+02,3.09E+01,-3.11E+01,7.82E-07
7.80E+00,4.22E-01,-2.78E-01,8.63E-01,-1.67E+01,2.98E+01,7.11E-01,1.08E+02,3.08E+01,-3.11E+01,7.82E-07
7.83E+00,4.26E-01,-2.79E-01,8.61E-01,-1.66E+01,2.97E+01,7.13E-01,1.08E+02,3.07E+01,-3.11E+01,7.82E-07
7.86E+00,4.26E-01,-2.81E-01,8.60E-01,-1.67E+01,2.96E+01,7.13E-01,1.08E+02,3.06E+01,-3.11E+01,7.83E-07
7.89E+00,4.28E-01,-2.80E-01,8.59E-01,-1.66E+01,2.96E+01,7.14E-01,1.08E+02,3.05E+01,-3.11E+01,7.82E-07
7.92E+00,4.28E-01,-2.83E-01,8.58E-01,-1.67E+01,2.96E+01,7.14E-01,1.08E+02,3.04E+01,-3.11E+01,7.82E-07
7.95E+00,4.28E-01,-2.86E-01,8.58E-01,-1.69E+01,2.95E+01,7.14E-01,1.08E+02,3.03E+01,-3.11E+01,7.83E-07
7.98E+00,4.27E-01,-2.88E-01,8.57E-01,-1.70E+01,2.95E+01,7.14E-01,1.09E+02,3.01E+01,-3.11E+01,7.83E-07
8.01E+00,4.26E-01,-2.91E-01,8.56E-01,-1.72E+01,2.95E+01,7.13E-01,1.09E+02,3.00E+01,-3.11E+01,7.83E-07
8.04E+00,4.29E-01,-2.92E-01,8.54E-01,-1.71E+01,2.93E+01,7.15E-01,1.09E+02,3.00E+01,-3.11E+01,7.84E-07
8.07E+00,4.29E-01,-2.98E-01,8.53E-01,-1.74E+01,2.93E+01,7.14E-01,1.09E+02,2.98E+01,-3.11E+01,7.85E-07
8.10E+00,4.27E-01,-2.99E-01,8.53E-01,-1.75E+01,2.93E+01,7.14E-01,1.09E+02,2.97E+01,-3.11E+01,7.84E-07
8.13E+00,4.26E-01,-3.04E-01,8.52E-01,-1.77E+01,2.92E+01,7.13E-01,1.10E+02,2.97E+01,-3.11E+01,7.84E-07
8.16E+00,4.23E-01,-3.07E-01,8.53E-01,-1.80E+01,2.93E+01,7.11E-01,1.10E+02,2.95E+01,-3.11E+01,7.85E-07
8.19E+00,4.25E-01,-3.06E-01,8.52E-01,-1.79E+01,2.92E+01,7.12E-01,1.10E+02,2.95E+01,-3.11E+01,7.84E-07
8.22E+00,4.24E-01,-3.06E-01,8.52E-01,-1.79E+01,2.92E+01,7.12E-01,1.10E+02,2.95E+01,-3.11E+01,7.85E-07
8.25E+00,4.24E-01,-3.05E-01,8.53E-01,-1.79E+01,2.93E+01,7.12E-01,1.10E+02,2.94E+01,-3.11E+01,7.85E-07
8.28E+00,4.23E-01,-3.07E-01,8.53E-01,-1.80E+01,2.92E+01,7.11E-01,1.10E+02,2.95E+01,-3.10E+01,7.85E-07
8.31E+00,4.24E-01,-3.07E-01,8.52E-01,-1.79E+01,2.92E+01,7.12E-01,1.10E+02,2.95E+01,-3.10E+01,7.85E-07
8.34E+00,4.24E-01,-3.07E-01,8.52E-01,-1.79E+01,2.92E+01,7.12E-01,1.10E+02,2.96E+01,-3.10E+01,7.86E-07
8.37E+00,4.22E-01,-3.04E-01,8.54E-01,-1.79E+01,2.93E+01,7.11E-01,1.10E+02,2.96E+01,-3.10E+01,7.85E-07
8.40E+00,4.21E-01,-3.01E-01,8.56E-01,-1.78E+01,2.94E+01,7.10E-01,1.09E+02,2.96E+01,-3.11E+01,7.85E-07
8.43E+00,4.23E-01,-2.99E-01,8.56E-01,-1.76E+01,2.94E+01,7.11E-01,1.09E+02,2.97E+01,-3.11E+01,7.85E-07
8.46E+00,4.20E-01,-3.02E-01,8.56E-01,-1.79E+01,2.94E+01,7.10E-01,1.09E+02,2.97E+01,-3.10E+01,7.85E-07
8.49E+00,4.22E-01,-2.98E-01,8.56E-01,-1.76E+01,2.94E+01,7.11E-01,1.09E+02,2.99E+01,-3.11E+01,7.85E-07
8.52E+00,4.24E-01,-2.97E-01,8.55E-01,-1.75E+01,2.94E+01,7.12E-01,1.09E+02,3.00E+01,-3.11E+01,7.85E-07
8.55E+00,4.23E-01,-2.94E-01,8.57E-01,-1.74E+01,2.95E+01,7.12E-01,1.09E+02,3.01E+01,-3.11E+01,7.85E-07
8.58E+00,4.26E-01,-2.92E-01,8.56E-01,-1.72E+01,2.94E+01,7.13E-01,1.09E+02,3.01E+01,-3.11E+01,7.84E-07
8.61E+00,4.27E-01,-2.88E-01,8.57E-01,-1.70E+01,2.95E+01,7.14E-01,1.09E+02,3.02E+01,-3.11E+01,7.84E-07
8.64E+00,4.28E-01,-2.88E-01,8.57E-01,-1.70E+01,2.95E+01,7.14E-01,1.09E+02,3.02E+01,-3.11E+01,7.85E-07
8.67E+00,4.29E-01,-2.86E-01,8.57E-01,-1.69E+01,2.95E+01,7.14E-01,1.08E+02,3.02E+01,-3.11E+01,7.85E-07
8.70E+00,4.28E-01,-2.85E-01,8.58E-01,-1.68E+01,2.95E+01,7.14E-01,1.08E+02,3.02E+01,-3.11E+01,7.84E-07
8.73E+00,4.30E-01,-2.86E-01,8.57E-01,-1.68E+01,2.95E+01,7.15E-01,1.08E+02,3.03E+01,-3.11E+01,7.85E-07
8.76E+00,4.31E-01,-2.83E-01,8.57E-01,-1.67E+01,2.95E+01,7.16E-01,1.08E+02,3.02E+01,-3.11E+01,7.84E-07
8.79E+00,4.31E-01,-2.83E-01,8.57E-01,-1.66E+01,2.95E+01,7.16E-01,1.08E+02,3.02E+01,-3.11E+01,7.84E-07
8.82E+00,4.36E-01,-2.85E-01,8.54E-01,-1.66E+01,2.93E+01,7.18E-01,1.08E+02,3.02E+01,-3.11E+01,7.84E-07
8.85E+00,4.32E-01,-2.85E-01,8.56E-01,-1.67E+01,2.94E+01,7.16E-01,1.08E+02,3.01E+01,-3.11E+01,7.84E-07
8.88E+00,4.31E-01,-2.87E-01,8.55E-01,-1.68E+01,2.94E+01,7.16E-01,1.09E+02,3.01E+01,-3.11E+01,7.85E-07
8.91E+00,4.32E-01,-2.84E-01,8.56E-01,-1.66E+01,2.94E+01,7.16E-01,1.08E+02,3.01E+01,-3.11E+01,7.84E-07
8.94E+00,4.33E-01,-2.86E-01,8.55E-01,-1.67E+01,2.94E+01,7.16E-01,1.08E+02,3.01E+01,-3.11E+01,7.85E-07
8.97E+00,4.33E-01,-2.85E-01,8.55E-01,-1.67E+01,2.94E+01,7.16E-01,1.08E+02,3.01E+01,-3.11E+01,7.85E-07
9.00E+00,4.31E-01,-2.84E-01,8.57E-01,-1.67E+01,2.95E+01,7.15E-01,1.08E+02,3.01E+01,-3.11E+01,7.84E-07
9.03E+00,4.29E-01,-2.84E-01,8.58E-01,-1.68E+01,2.95E+01,7.14E-01,1.08E+02,3.02E+01,-3.11E+01,7.84E-07
9.06E+00,4.29E-01,-2.84E-01,8.57E-01,-1.67E+01,2.95E+01,7.15E-01,1.08E+02,3.03E+01,-3.11E+01,7.84E-07
9.09E+00,4.30E-01,-2.82E-01,8.58E-01,-1.66E+01,2.95E+01,7.15E-01,1.08E+02,3.06E+01,-3.11E+01,7.84E-07
9.12E+00,4.32E-01,-2.77E-01,8.58E-01,-1.63E+01,2.96E+01,7.16E-01,1.08E+02,3.07E+01,-3.11E+01,7.84E-07
9.15E+00,4.31E-01,-2.75E-01,8.59E-01,-1.62E+01,2.96E+01,7.16E-01,1.08E+02,3.08E+01,-3.11E+01,7.84E-07
9.18E+00,4.33E-01,-2.71E-01,8.60E-01,-1.60E+01,2.96E+01,7.17E-01,1.08E+02,3.09E+01,-3.11E+01,7.83E-07
9.21E+00,4.32E-01,-2.72E-01,8.60E-01,-1.61E+01,2.97E+01,7.16E-01,1.08E+02,3.11E+01,-3.11E+01,7.84E-07
9.24E+00,4.33E-01,-2.68E-01,8.60E-01,-1.59E+01,2.97E+01,7.17E-01,1.07E+02,3.11E+01,-3.11E+01,7.83E-07
9.27E+00,4.37E-01,-2.62E-01,8.60E-01,-1.54E+01,2.97E+01,7.19E-01,1.07E+02,3.12E+01,-3.11E+01,7.83E-07
9.30E+00,4.35E-01,-2.61E-01,8.62E-01,-1.55E+01,2.97E+01,7.18E-01,1.07E+02,3.12E+01,-3.11E+01,7.83E-07
9.33E+00,4.37E-01,-2.61E-01,8.61E-01,-1.54E+01,2.97E+01,7.19E-01,1.07E+02,3.13E+01,-3.11E+01,7.84E-07
9.36E+00,4.41E-01,-2.58E-01,8.59E-01,-1.52E+01,2.96E+01,7.21E-01,1.07E+02,3.13E+01,-3.11E+01,7.83E-07
9.39E+00,4.38E-01,-2.61E-01,8.60E-01,-1.54E+01,2.97E+01,7.19E-01,1.07E+02,3.12E+01,-3.11E+01,7.84E-07
9.42E+00,4.40E-01,-2.62E-01,8.59E-01,-1.54E+01,2.96E+01,7.20E-01,1.07E+02,3.12E+01,-3.11E+01,7.84E-07
9.45E+00,4.42E-01,-2.58E-01,8.59E-01,-1.52E+01,2.96E+01,7.21E-01,1.07E+02,3.12E+01,-3.11E+01,7.83E-07
9.48E+00,4.39E-01,-2.63E-01,8.59E-01,-1.55E+01,2.96E+01,7.20E-01,1.07E+02,3.12E+01,-3.11E+01,7.83E-07
9.51E+00,4.41E-01,-2.59E-01,8.60E-01,-1.52E+01,2.96E+01,7.20E-01,1.07E+02,3.12E+01,-3.11E+01,7.82E-07
9.54E+00,4.41E-01,-2.59E-01,8.60E-01,-1.52E+01,2.96E+01,7.20E-01,1.07E+02,3.12E+01,-3.11E+01,7.83E-07
9.57E+00,4.40E-01,-2.62E-01,8.59E-01,-1.54E+01,2.96E+01,7.20E-01,1.07E+02,3.12E+01,-3.11E+01,7.82E-07
9.60E+00,4.40E-01,-2.63E-01,8.59E-01,-1.54E+01,2.96E+01,7.20E-01,1.07E+02,3.12E+01,-3.11E+01,7.83E-07
9.63E+00,4.40E-01,-2.62E-01,8.59E-01,-1.54E+01,2.96E+01,7.20E-01,1.07E+02,3.12E+01,-3.11E+01,7.83E-07
9.66E+00,4.38E-01,-2.63E-01,8.59E-01,-1.55E+01,2.96E+01,7.19E-01,1.07E+02,3.12E+01,-3.11E+01,7.82E-07
9.69E+00,4.37E-01,-2.63E-01,8.60E-01,-1.55E+01,2.97E+01,7.19E-01,1.07E+02,3.11E+01,-3.11E+01,7.82E-07
9.72E+00,4.41E-01,-2.63E-01,8.58E-01,-1.54E+01,2.96E+01,7.20E-01,1.07E+02,3.11E+01,-3.11E+01,7.82E-07
9.75E+00,4.41E-01,-2.67E-01,8.57E-01,-1.56E+01,2.95E+01,7.20E-01,1.07E+02,3.11E+01,-3.11E+01,7.83E-07
9.78E+00,4.38E-01,-2.65E-01,8.59E-01,-1.56E+01,2.96E+01,7.19E-01,1.07E+02,3.11E+01,-3.11E+01,7.82E-07
9.81E+00,4.42E-01,-2.65E-01,8.57E-01,-1.55E+01,2.95E+01,7.21E-01,1.07E+02,3.12E+01,-3.11E+01,7.82E-07
9.84E+00,4.38E-01,-2.66E-01,8.59E-01,-1.56E+01,2.96E+01,7.19E-01,1.07E+02,3.11E+01,-3.11E+01,7.82E-07
9.87E+00,4.37E-01,-2.63E-01,8.60E-01,-1.56E+01,2.97E+01,7.18E-01,1.07E+02,3.12E+01,-3.11E+01,7.81E-07
9.90E+00,4.37E-01,-2.62E-01,8.60E-01,-1.55E+01,2.97E+01,7.19E-01,1.07E+02,3.12E+01,-3.11E+01,7.82E-07
9.93E+00,4.37E-01,-2.60E-01,8.61E-01,-1.53E+01,2.97E+01,7.19E-01,1.07E+02,3.12E+01,-3.11E+01,7.81E-07
9.96E+00,4.38E-01,-2.61E-01,8.60E-01,-1.54E+01,2.97E+01,7.19E-01,1.07E+02,3.13E+01,-3.11E+01,7.81E-07
9.99E+00,4.41E-01,-2.60E-01,8.59E-01,-1.53E+01,2.96E+01,7.20E-01,1.07E+02,3.14E+01,-3.11E+01,7.82E-07
1.00E+01,4.38E-01,-2.60E-01,8.61E-01,-1.53E+01,2.97E+01,7.19E-01,1.07E+02,3.14E+01,-3.11E+01,7.82E-07
