Time Stamp [s],Stokes 1,Stokes 2,Stokes 3,Azimuth [],Ellipticity [],Power Split Ratio,Phase Difference [],DOP [%],Power [dBm],Power [W]
1.00E+01,4.40E-01,-2.58E-01,8.60E-01,-1.52E+01,2.97E+01,7.20E-01,1.07E+02,3.14E+01,-3.11E+01,7.81E-07
1.01E+01,4.41E-01,-2.54E-01,8.61E-01,-1.50E+01,2.97E+01,7.21E-01,1.06E+02,3.15E+01,-3.11E+01,7.81E-07
1.01E+01,4.44E-01,-2.52E-01,8.60E-01,-1.48E+01,2.97E+01,7.22E-01,1.06E+02,3.15E+01,-3.11E+01,7.81E-07
1.01E+01,4.46E-01,-2.52E-01,8.59E-01,-1.47E+01,2.96E+01,7.23E-01,1.06E+02,3.15E+01,-3.11E+01,7.81E-07
1.02E+01,4.47E-01,-2.53E-01,8.58E-01,-1.48E+01,2.96E+01,7.23E-01,1.06E+02,3.15E+01,-3.11E+01,7.82E-07
1.02E+01,4.48E-01,-2.52E-01,8.58E-01,-1.47E+01,2.95E+01,7.24E-01,1.06E+02,3.14E+01,-3.11E+01,7.82E-07
1.02E+01,4.47E-01,-2.52E-01,8.59E-01,-1.47E+01,2.96E+01,7.23E-01,1.06E+02,3.13E+01,-3.11E+01,7.82E-07
1.03E+01,4.50E-01,-2.54E-01,8.56E-01,-1.47E+01,2.95E+01,7.25E-01,1.07E+02,3.13E+01,-3.11E+01,7.83E-07
1.03E+01,4.50E-01,-2.56E-01,8.56E-01,-1.48E+01,2.94E+01,7.25E-01,1.07E+02,3.11E+01,-3.11E+01,7.82E-07
1.03E+01,4.50E-01,-2.54E-01,8.56E-01,-1.47E+01,2.94E+01,7.25E-01,1.07E+02,3.10E+01,-3.11E+01,7.82E-07
1.03E+01,4.49E-01,-2.57E-01,8.56E-01,-1.49E+01,2.94E+01,7.25E-01,1.07E+02,3.10E+01,-3.11E+01,7.82E-07
1.04E+01,4.50E-01,-2.58E-01,8.55E-01,-1.49E+01,2.94E+01,7.25E-01,1.07E+02,3.09E+01,-3.11E+01,7.82E-07
1.04E+01,4.48E-01,-2.62E-01,8.55E-01,-1.51E+01,2.94E+01,7.24E-01,1.07E+02,3.08E+01,-3.11E+01,7.82E-07
1.04E+01,4.51E-01,-2.62E-01,8.53E-01,-1.51E+01,2.93E+01,7.25E-01,1.07E+02,3.08E+01,-3.11E+01,7.82E-07
1.05E+01,4.50E-01,-2.62E-01,8.54E-01,-1.51E+01,2.93E+01,7.25E-01,1.07E+02,3.08E+01,-3.11E+01,7.83E-07
1.05E+01,4.50E-01,-2.65E-01,8.53E-01,-1.52E+01,2.93E+01,7.25E-01,1.07E+02,3.08E+01,-3.11E+01,7.83E-07
1.05E+01,4.47E-01,-2.65E-01,8.55E-01,-1.54E+01,2.94E+01,7.23E-01,1.07E+02,3.07E+01,-3.11E+01,7.83E-07
1.06E+01,4.49E-01,-2.64E-01,8.53E-01,-1.52E+01,2.93E+01,7.25E-01,1.07E+02,3.08E+01,-3.11E+01,7.83E-07
1.06E+01,4.49E-01,-2.63E-01,8.54E-01,-1.52E+01,2.93E+01,7.25E-01,1.07E+02,3.08E+01,-3.11E+01,7.83E-07
1.06E+01,4.50E-01,-2.62E-01,8.54E-01,-1.51E+01,2.93E+01,7.25E-01,1.07E+02,3.09E+01,-3.11E+01,7.83E-07
1.06E+01,4.54E-01,-2.60E-01,8.52E-01,-1.49E+01,2.92E+01,7.27E-01,1.07E+02,3.08E+01,-3.11E+01,7.83E-07
1.07E+01,4.53E-01,-2.60E-01,8.53E-01,-1.49E+01,2.93E+01,7.26E-01,1.07E+02,3.07E+01,-3.11E+01,7.83E-07
1.07E+01,4.58E-01,-2.61E-01,8.50E-01,-1.49E+01,2.91E+01,7.29E-01,1.07E+02,3.07E+01,-3.11E+01,7.84E-07
1.07E+01,4.56E-01,-2.60E-01,8.51E-01,-1.48E+01,2.92E+01,7.28E-01,1.07E+02,3.05E+01,-3.11E+01,7.83E-07
1.08E+01,4.58E-01,-2.68E-01,8.48E-01,-1.52E+01,2.90E+01,7.29E-01,1.08E+02,3.04E+01,-3.11E+01,7.84E-07
1.08E+01,4.59E-01,-2.67E-01,8.47E-01,-1.51E+01,2.89E+01,7.30E-01,1.08E+02,3.02E+01,-3.11E+01,7.84E-07
1.08E+01,4.57E-01,-2.73E-01,8.46E-01,-1.54E+01,2.89E+01,7.29E-01,1.08E+02,3.01E+01,-3.11E+01,7.84E-07
1.09E+01,4.55E-01,-2.73E-01,8.47E-01,-1.55E+01,2.90E+01,7.28E-01,1.08E+02,3.00E+01,-3.11E+01,7.85E-07
1.09E+01,4.53E-01,-2.76E-01,8.48E-01,-1.57E+01,2.90E+01,7.26E-01,1.08E+02,2.99E+01,-3.10E+01,7.85E-07
1.09E+01,4.51E-01,-2.77E-01,8.48E-01,-1.58E+01,2.90E+01,7.26E-01,1.08E+02,3.00E+01,-3.10E+01,7.85E-07
1.09E+01,4.53E-01,-2.79E-01,8.47E-01,-1.58E+01,2.89E+01,7.27E-01,1.08E+02,3.00E+01,-3.10E+01,7.86E-07
1.10E+01,4.54E-01,-2.72E-01,8.49E-01,-1.55E+01,2.90E+01,7.27E-01,1.08E+02,3.01E+01,-3.11E+01,7.85E-07
1.10E+01,4.55E-01,-2.74E-01,8.47E-01,-1.55E+01,2.90E+01,7.28E-01,1.08E+02,3.02E+01,-3.11E+01,7.85E-07
1.10E+01,4.54E-01,-2.67E-01,8.50E-01,-1.52E+01,2.91E+01,7.27E-01,1.07E+02,3.01E+01,-3.11E+01,7.85E-07
1.11E+01,4.57E-01,-2.69E-01,8.48E-01,-1.52E+01,2.90E+01,7.29E-01,1.08E+02,3.02E+01,-3.11E+01,7.85E-07
1.11E+01,4.60E-01,-2.69E-01,8.46E-01,-1.52E+01,2.89E+01,7.30E-01,1.08E+02,3.01E+01,-3.10E+01,7.85E-07
1.11E+01,4.59E-01,-2.71E-01,8.46E-01,-1.53E+01,2.89E+01,7.29E-01,1.08E+02,3.00E+01,-3.10E+01,7.86E-07
1.12E+01,4.61E-01,-2.71E-01,8.45E-01,-1.53E+01,2.88E+01,7.30E-01,1.08E+02,2.98E+01,-3.10E+01,7.86E-07
1.12E+01,4.59E-01,-2.77E-01,8.44E-01,-1.55E+01,2.88E+01,7.30E-01,1.08E+02,2.97E+01,-3.10E+01,7.86E-07
1.12E+01,4.54E-01,-2.82E-01,8.45E-01,-1.59E+01,2.88E+01,7.27E-01,1.08E+02,2.96E+01,-3.10E+01,7.87E-07
1.12E+01,4.56E-01,-2.80E-01,8.45E-01,-1.58E+01,2.88E+01,7.28E-01,1.08E+02,2.97E+01,-3.10E+01,7.85E-07
1.13E+01,4.50E-01,-2.80E-01,8.48E-01,-1.59E+01,2.90E+01,7.25E-01,1.08E+02,2.96E+01,-3.10E+01,7.86E-07
1.13E+01,4.53E-01,-2.80E-01,8.47E-01,-1.59E+01,2.89E+01,7.26E-01,1.08E+02,2.98E+01,-3.10E+01,7.86E-07
1.13E+01,4.52E-01,-2.76E-01,8.48E-01,-1.57E+01,2.90E+01,7.26E-01,1.08E+02,2.99E+01,-3.10E+01,7.86E-07
1.14E+01,4.52E-01,-2.71E-01,8.50E-01,-1.55E+01,2.91E+01,7.26E-01,1.08E+02,3.01E+01,-3.10E+01,7.86E-07
1.14E+01,4.53E-01,-2.70E-01,8.50E-01,-1.54E+01,2.91E+01,7.27E-01,1.08E+02,3.02E+01,-3.10E+01,7.86E-07
1.14E+01,4.56E-01,-2.67E-01,8.49E-01,-1.52E+01,2.91E+01,7.28E-01,1.07E+02,3.03E+01,-3.10E+01,7.86E-07
1.15E+01,4.59E-01,-2.66E-01,8.48E-01,-1.51E+01,2.90E+01,7.29E-01,1.07E+02,3.03E+01,-3.10E+01,7.86E-07
1.15E+01,4.58E-01,-2.63E-01,8.49E-01,-1.49E+01,2.91E+01,7.29E-01,1.07E+02,3.02E+01,-3.11E+01,7.85E-07
1.15E+01,4.57E-01,-2.62E-01,8.50E-01,-1.49E+01,2.91E+01,7.28E-01,1.07E+02,3.01E+01,-3.11E+01,7.84E-07
1.15E+01,4.58E-01,-2.64E-01,8.49E-01,-1.50E+01,2.91E+01,7.29E-01,1.07E+02,3.01E+01,-3.11E+01,7.84E-07
1.16E+01,4.56E-01,-2.67E-01,8.49E-01,-1.52E+01,2.90E+01,7.28E-01,1.07E+02,3.02E+01,-3.11E+01,7.85E-07
1.16E+01,4.54E-01,-2.68E-01,8.50E-01,-1.53E+01,2.91E+01,7.27E-01,1.08E+02,3.02E+01,-3.11E+01,7.85E-07
1.16E+01,4.55E-01,-2.63E-01,8.51E-01,-1.50E+01,2.92E+01,7.27E-01,1.07E+02,3.04E+01,-3.11E+01,7.85E-07
1.17E+01,4.53E-01,-2.61E-01,8.52E-01,-1.50E+01,2.92E+01,7.26E-01,1.07E+02,3.05E+01,-3.11E+01,7.84E-07
1.17E+01,4.55E-01,-2.57E-01,8.52E-01,-1.47E+01,2.92E+01,7.28E-01,1.07E+02,3.07E+01,-3.11E+01,7.84E-07
1.17E+01,4.53E-01,-2.58E-01,8.53E-01,-1.48E+01,2.93E+01,7.27E-01,1.07E+02,3.09E+01,-3.11E+01,7.84E-07
1.18E+01,4.57E-01,-2.49E-01,8.54E-01,-1.43E+01,2.93E+01,7.28E-01,1.06E+02,3.10E+01,-3.11E+01,7.83E-07
1.18E+01,4.57E-01,-2.49E-01,8.54E-01,-1.43E+01,2.93E+01,7.28E-01,1.06E+02,3.11E+01,-3.11E+01,7.84E-07
1.18E+01,4.59E-01,-2.45E-01,8.54E-01,-1.40E+01,2.93E+01,7.29E-01,1.06E+02,3.11E+01,-3.11E+01,7.83E-07
1.18E+01,4.60E-01,-2.47E-01,8.53E-01,-1.41E+01,2.93E+01,7.30E-01,1.06E+02,3.11E+01,-3.11E+01,7.83E-07
1.19E+01,4.59E-01,-2.46E-01,8.54E-01,-1.41E+01,2.93E+01,7.30E-01,1.06E+02,3.10E+01,-3.11E+01,7.83E-07
1.19E+01,4.62E-01,-2.48E-01,8.52E-01,-1.41E+01,2.92E+01,7.31E-01,1.06E+02,3.10E+01,-3.11E+01,7.84E-07
1.19E+01,4.61E-01,-2.47E-01,8.52E-01,-1.41E+01,2.92E+01,7.31E-01,1.06E+02,3.08E+01,-3.11E+01,7.83E-07
1.20E+01,4.62E-01,-2.53E-01,8.50E-01,-1.44E+01,2.91E+01,7.31E-01,1.07E+02,3.09E+01,-3.11E+01,7.84E-07
1.20E+01,4.60E-01,-2.53E-01,8.51E-01,-1.44E+01,2.92E+01,7.30E-01,1.07E+02,3.08E+01,-3.11E+01,7.84E-07
1.20E+01,4.59E-01,-2.50E-01,8.53E-01,-1.43E+01,2.93E+01,7.29E-01,1.06E+02,3.08E+01,-3.11E+01,7.83E-07
1.21E+01,4.59E-01,-2.52E-01,8.52E-01,-1.44E+01,2.92E+01,7.29E-01,1.06E+02,3.08E+01,-3.11E+01,7.83E-07
1.21E+01,4.58E-01,-2.51E-01,8.53E-01,-1.44E+01,2.93E+01,7.29E-01,1.06E+02,3.09E+01,-3.11E+01,7.83E-07
1.21E+01,4.58E-01,-2.48E-01,8.54E-01,-1.42E+01,2.93E+01,7.29E-01,1.06E+02,3.10E+01,-3.11E+01,7.82E-07
1.21E+01,4.58E-01,-2.46E-01,8.54E-01,-1.41E+01,2.93E+01,7.29E-01,1.06E+02,3.11E+01,-3.11E+01,7.82E-07
1.22E+01,4.60E-01,-2.47E-01,8.53E-01,-1.41E+01,2.92E+01,7.30E-01,1.06E+02,3.13E+01,-3.11E+01,7.83E-07
1.22E+01,4.58E-01,-2.43E-01,8.55E-01,-1.40E+01,2.94E+01,7.29E-01,1.06E+02,3.14E+01,-3.11E+01,7.83E-07
1.22E+01,4.61E-01,-2.38E-01,8.55E-01,-1.36E+01,2.94E+01,7.30E-01,1.06E+02,3.15E+01,-3.11E+01,7.82E-07
1.23E+01,4.62E-01,-2.35E-01,8.55E-01,-1.35E+01,2.94E+01,7.31E-01,1.05E+02,3.15E+01,-3.11E+01,7.82E-07
1.23E+01,4.63E-01,-2.32E-01,8.55E-01,-1.33E+01,2.94E+01,7.32E-01,1.05E+02,3.16E+01,-3.11E+01,7.81E-07
1.23E+01,4.65E-01,-2.30E-01,8.55E-01,-1.32E+01,2.94E+01,7.32E-01,1.05E+02,3.16E+01,-3.11E+01,7.81E-07
1.24E+01,4.65E-01,-2.35E-01,8.54E-01,-1.34E+01,2.93E+01,7.32E-01,1.05E+02,3.15E+01,-3.11E+01,7.82E-07
1.24E+01,4.66E-01,-2.35E-01,8.53E-01,-1.34E+01,2.93E+01,7.33E-01,1.05E+02,3.15E+01,-3.11E+01,7.82E-07
1.24E+01,4.69E-01,-2.33E-01,8.52E-01,-1.32E+01,2.92E+01,7.35E-01,1.05E+02,3.15E+01,-3.11E+01,7.80E-07
1.24E+01,4.66E-01,-2.38E-01,8.52E-01,-1.35E+01,2.92E+01,7.33E-01,1.06E+02,3.14E+01,-3.11E+01,7.82E-07
1.25E+01,4.67E-01,-2.36E-01,8.52E-01,-1.34E+01,2.92E+01,7.34E-01,1.05E+02,3.13E+01,-3.11E+01,7.81E-07
1.25E+01,4.68E-01,-2.38E-01,8.51E-01,-1.35E+01,2.92E+01,7.34E-01,1.06E+02,3.12E+01,-3.11E+01,7.81E-07
1.25E+01,4.66E-01,-2.42E-01,8.51E-01,-1.37E+01,2.91E+01,7.33E-01,1.06E+02,3.11E+01,-3.11E+01,7.81E-07
1.26E+01,4.67E-01,-2.42E-01,8.51E-01,-1.37E+01,2.91E+01,7.33E-01,1.06E+02,3.10E+01,-3.11E+01,7.81E-07
1.26E+01,4.65E-01,-2.45E-01,8.51E-01,-1.39E+01,2.91E+01,7.33E-01,1.06E+02,3.10E+01,-3.11E+01,7.81E-07
1.26E+01,4.64E-01,-2.45E-01,8.51E-01,-1.40E+01,2.92E+01,7.32E-01,1.06E+02,3.10E+01,-3.11E+01,7.82E-07
1.27E+01,4.61E-01,-2.45E-01,8.53E-01,-1.40E+01,2.93E+01,7.30E-01,1.06E+02,3.10E+01,-3.11E+01,7.82E-07
1.27E+01,4.66E-01,-2.47E-01,8.49E-01,-1.40E+01,2.91E+01,7.33E-01,1.06E+02,3.11E+01,-3.11E+01,7.82E-07
1.27E+01,4.67E-01,-2.45E-01,8.49E-01,-1.38E+01,2.91E+01,7.34E-01,1.06E+02,3.11E+01,-3.11E+01,7.83E-07
1.27E+01,4.66E-01,-2.46E-01,8.50E-01,-1.39E+01,2.91E+01,7.33E-01,1.06E+02,3.10E+01,-3.11E+01,7.83E-07
1.28E+01,4.68E-01,-2.44E-01,8.50E-01,-1.38E+01,2.91E+01,7.34E-01,1.06E+02,3.10E+01,-3.11E+01,7.82E-07
1.28E+01,4.71E-01,-2.40E-01,8.49E-01,-1.35E+01,2.90E+01,7.35E-01,1.06E+02,3.10E+01,-3.11E+01,7.82E-07
1.28E+01,4.73E-01,-2.42E-01,8.47E-01,-1.36E+01,2.90E+01,7.36E-01,1.06E+02,3.09E+01,-3.11E+01,7.83E-07
1.29E+01,4.76E-01,-2.43E-01,8.45E-01,-1.35E+01,2.88E+01,7.38E-01,1.06E+02,3.09E+01,-3.11E+01,7.83E-07
1.29E+01,4.75E-01,-2.46E-01,8.45E-01,-1.37E+01,2.88E+01,7.38E-01,1.06E+02,3.06E+01,-3.11E+01,7.83E-07
1.29E+01,4.76E-01,-2.48E-01,8.44E-01,-1.38E+01,2.88E+01,7.38E-01,1.06E+02,3.05E+01,-3.11E+01,7.84E-07
1.30E+01,4.76E-01,-2.50E-01,8.43E-01,-1.39E+01,2.87E+01,7.38E-01,1.07E+02,3.04E+01,-3.11E+01,7.84E-07
1.30E+01,4.77E-01,-2.51E-01,8.42E-01,-1.39E+01,2.87E+01,7.38E-01,1.07E+02,3.02E+01,-3.11E+01,7.83E-07
1.30E+01,4.77E-01,-2.56E-01,8.41E-01,-1.41E+01,2.86E+01,7.39E-01,1.07E+02,3.02E+01,-3.11E+01,7.84E-07
1.30E+01,4.78E-01,-2.54E-01,8.41E-01,-1.40E+01,2.86E+01,7.39E-01,1.07E+02,3.01E+01,-3.11E+01,7.83E-07
1.31E+01,4.80E-01,-2.56E-01,8.39E-01,-1.40E+01,2.85E+01,7.40E-01,1.07E+02,3.01E+01,-3.11E+01,7.82E-07
1.31E+01,4.75E-01,-2.57E-01,8.41E-01,-1.42E+01,2.86E+01,7.38E-01,1.07E+02,3.00E+01,-3.11E+01,7.83E-07
1.31E+01,4.75E-01,-2.57E-01,8.41E-01,-1.42E+01,2.86E+01,7.38E-01,1.07E+02,3.00E+01,-3.11E+01,7.83E-07
1.32E+01,4.75E-01,-2.59E-01,8.41E-01,-1.43E+01,2.86E+01,7.37E-01,1.07E+02,3.01E+01,-3.11E+01,7.83E-07
1.32E+01,4.75E-01,-2.57E-01,8.42E-01,-1.42E+01,2.87E+01,7.37E-01,1.07E+02,3.01E+01,-3.11E+01,7.83E-07
1.32E+01,4.77E-01,-2.53E-01,8.42E-01,-1.40E+01,2.87E+01,7.38E-01,1.07E+02,3.01E+01,-3.11E+01,7.83E-07
1.33E+01,4.77E-01,-2.53E-01,8.42E-01,-1.40E+01,2.87E+01,7.39E-01,1.07E+02,3.02E+01,-3.11E+01,7.83E-07
1.33E+01,4.76E-01,-2.51E-01,8.43E-01,-1.39E+01,2.87E+01,7.38E-01,1.07E+02,3.01E+01,-3.11E+01,7.82E-07
1.33E+01,4.79E-01,-2.52E-01,8.41E-01,-1.39E+01,2.86E+01,7.39E-01,1.07E+02,3.02E+01,-3.11E+01,7.83E-07
1.33E+01,4.80E-01,-2.49E-01,8.41E-01,-1.37E+01,2.86E+01,7.40E-01,1.06E+02,3.02E+01,-3.11E+01,7.83E-07
1.34E+01,4.82E-01,-2.49E-01,8.40E-01,-1.37E+01,2.86E+01,7.41E-01,1.07E+02,3.01E+01,-3.11E+01,7.83E-07
1.34E+01,4.82E-01,-2.48E-01,8.40E-01,-1.36E+01,2.86E+01,7.41E-01,1.06E+02,3.01E+01,-3.11E+01,7.83E-07
1.34E+01,4.81E-01,-2.53E-01,8.39E-01,-1.38E+01,2.85E+01,7.41E-01,1.07E+02,3.00E+01,-3.11E+01,7.84E-07
1.35E+01,4.86E-01,-2.51E-01,8.37E-01,-1.37E+01,2.84E+01,7.43E-01,1.07E+02,3.01E+01,-3.11E+01,7.83E-07
1.35E+01,4.84E-01,-2.49E-01,8.39E-01,-1.36E+01,2.85E+01,7.42E-01,1.07E+02,2.99E+01,-3.11E+01,7.83E-07
1.35E+01,4.84E-01,-2.53E-01,8.38E-01,-1.38E+01,2.85E+01,7.42E-01,1.07E+02,2.98E+01,-3.11E+01,7.84E-07
1.36E+01,4.82E-01,-2.54E-01,8.39E-01,-1.39E+01,2.85E+01,7.41E-01,1.07E+02,2.98E+01,-3.11E+01,7.84E-07
1.36E+01,4.82E-01,-2.55E-01,8.38E-01,-1.39E+01,2.85E+01,7.41E-01,1.07E+02,2.98E+01,-3.11E+01,7.84E-07
1.36E+01,4.84E-01,-2.57E-01,8.37E-01,-1.40E+01,2.84E+01,7.42E-01,1.07E+02,2.98E+01,-3.11E+01,7.84E-07
1.36E+01,4.84E-01,-2.61E-01,8.35E-01,-1.42E+01,2.83E+01,7.42E-01,1.07E+02,2.97E+01,-3.11E+01,7.85E-07
1.37E+01,4.81E-01,-2.60E-01,8.37E-01,-1.42E+01,2.84E+01,7.41E-01,1.07E+02,2.97E+01,-3.11E+01,7.84E-07
1.37E+01,4.79E-01,-2.59E-01,8.38E-01,-1.42E+01,2.85E+01,7.40E-01,1.07E+02,2.97E+01,-3.11E+01,7.84E-07
1.37E+01,4.83E-01,-2.56E-01,8.37E-01,-1.40E+01,2.84E+01,7.42E-01,1.07E+02,2.98E+01,-3.11E+01,7.84E-07
1.38E+01,4.81E-01,-2.60E-01,8.37E-01,-1.42E+01,2.84E+01,7.41E-01,1.07E+02,2.97E+01,-3.11E+01,7.84E-07
1.38E+01,4.79E-01,-2.58E-01,8.39E-01,-1.41E+01,2.85E+01,7.39E-01,1.07E+02,2.97E+01,-3.11E+01,7.83E-07
1.38E+01,4.80E-01,-2.59E-01,8.38E-01,-1.42E+01,2.85E+01,7.40E-01,1.07E+02,2.97E+01,-3.11E+01,7.84E-07
1.39E+01,4.77E-01,-2.60E-01,8.40E-01,-1.43E+01,2.86E+01,7.38E-01,1.07E+02,2.97E+01,-3.11E+01,7.84E-07
1.39E+01,4.78E-01,-2.59E-01,8.39E-01,-1.42E+01,2.85E+01,7.39E-01,1.07E+02,2.97E+01,-3.11E+01,7.84E-07
1.39E+01,4.77E-01,-2.60E-01,8.40E-01,-1.43E+01,2.85E+01,7.39E-01,1.07E+02,2.97E+01,-3.11E+01,7.84E-07
1.39E+01,4.79E-01,-2.58E-01,8.39E-01,-1.41E+01,2.85E+01,7.40E-01,1.07E+02,2.98E+01,-3.11E+01,7.84E-07
1.40E+01,4.79E-01,-2.57E-01,8.39E-01,-1.41E+01,2.85E+01,7.39E-01,1.07E+02,2.97E+01,-3.11E+01,7.84E-07
1.40E+01,4.78E-01,-2.59E-01,8.39E-01,-1.42E+01,2.85E+01,7.39E-01,1.07E+02,2.98E+01,-3.11E+01,7.84E-07
1.40E+01,4.78E-01,-2.59E-01,8.39E-01,-1.43E+01,2.85E+01,7.39E-01,1.07E+02,2.98E+01,-3.10E+01,7.85E-07
1.41E+01,4.79E-01,-2.56E-01,8.40E-01,-1.41E+01,2.85E+01,7.40E-01,1.07E+02,2.98E+01,-3.11E+01,7.85E-07
1.41E+01,4.79E-01,-2.59E-01,8.39E-01,-1.42E+01,2.85E+01,7.40E-01,1.07E+02,2.98E+01,-3.11E+01,7.85E-07
1.41E+01,4.80E-01,-2.59E-01,8.38E-01,-1.42E+01,2.85E+01,7.40E-01,1.07E+02,2.98E+01,-3.11E+01,7.85E-07
1.42E+01,4.82E-01,-2.57E-01,8.37E-01,-1.40E+01,2.84E+01,7.41E-01,1.07E+02,2.98E+01,-3.11E+01,7.85E-07
1.42E+01,4.80E-01,-2.57E-01,8.39E-01,-1.41E+01,2.85E+01,7.40E-01,1.07E+02,2.98E+01,-3.10E+01,7.85E-07
1.42E+01,4.80E-01,-2.55E-01,8.39E-01,-1.40E+01,2.85E+01,7.40E-01,1.07E+02,2.98E+01,-3.11E+01,7.85E-07
1.42E+01,4.81E-01,-2.57E-01,8.38E-01,-1.41E+01,2.85E+01,7.41E-01,1.07E+02,2.98E+01,-3.11E+01,7.85E-07
1.43E+01,4.83E-01,-2.54E-01,8.38E-01,-1.39E+01,2.85E+01,7.42E-01,1.07E+02,2.98E+01,-3.11E+01,7.85E-07
1.43E+01,4.83E-01,-2.54E-01,8.38E-01,-1.39E+01,2.85E+01,7.42E-01,1.07E+02,2.98E+01,-3.10E+01,7.86E-07
1.43E+01,4.85E-01,-2.55E-01,8.37E-01,-1.39E+01,2.84E+01,7.42E-01,1.07E+02,2.99E+01,-3.10E+01,7.86E-07
1.44E+01,4.84E-01,-2.56E-01,8.37E-01,-1.39E+01,2.84E+01,7.42E-01,1.07E+02,2.98E+01,-3.10E+01,7.86E-07
1.44E+01,4.84E-01,-2.55E-01,8.37E-01,-1.39E+01,2.84E+01,7.42E-01,1.07E+02,2.99E+01,-3.10E+01,7.86E-07
1.44E+01,4.82E-01,-2.53E-01,8.39E-01,-1.39E+01,2.85E+01,7.41E-01,1.07E+02,2.98E+01,-3.11E+01,7.85E-07
1.45E+01,4.84E-01,-2.55E-01,8.37E-01,-1.39E+01,2.84E+01,7.42E-01,1.07E+02,2.99E+01,-3.10E+01,7.85E-07
1.45E+01,4.86E-01,-2.52E-01,8.37E-01,-1.37E+01,2.84E+01,7.43E-01,1.07E+02,2.99E+01,-3.11E+01,7.85E-07
1.45E+01,4.84E-01,-2.51E-01,8.38E-01,-1.37E+01,2.85E+01,7.42E-01,1.07E+02,2.99E+01,-3.11E+01,7.85E-07
1.45E+01,4.87E-01,-2.50E-01,8.37E-01,-1.36E+01,2.84E+01,7.44E-01,1.07E+02,2.99E+01,-3.11E+01,7.85E-07
1.46E+01,4.84E-01,-2.51E-01,8.38E-01,-1.37E+01,2.85E+01,7.42E-01,1.07E+02,2.99E+01,-3.11E+01,7.85E-07
1.46E+01,4.87E-01,-2.49E-01,8.38E-01,-1.35E+01,2.84E+01,7.43E-01,1.07E+02,3.00E+01,-3.11E+01,7.85E-07
1.46E+01,4.88E-01,-2.51E-01,8.36E-01,-1.36E+01,2.84E+01,7.44E-01,1.07E+02,3.00E+01,-3.10E+01,7.85E-07
1.47E+01,4.87E-01,-2.50E-01,8.37E-01,-1.36E+01,2.84E+01,7.44E-01,1.07E+02,3.00E+01,-3.11E+01,7.85E-07
1.47E+01,4.86E-01,-2.47E-01,8.38E-01,-1.35E+01,2.85E+01,7.43E-01,1.06E+02,3.00E+01,-3.11E+01,7.85E-07
1.47E+01,4.89E-01,-2.46E-01,8.37E-01,-1.33E+01,2.84E+01,7.45E-01,1.06E+02,3.01E+01,-3.10E+01,7.85E-07
1.48E+01,4.88E-01,-2.43E-01,8.39E-01,-1.32E+01,2.85E+01,7.44E-01,1.06E+02,3.01E+01,-3.11E+01,7.85E-07
1.48E+01,4.88E-01,-2.45E-01,8.38E-01,-1.33E+01,2.84E+01,7.44E-01,1.06E+02,3.01E+01,-3.11E+01,7.85E-07
1.48E+01,4.87E-01,-2.45E-01,8.38E-01,-1.33E+01,2.85E+01,7.44E-01,1.06E+02,3.03E+01,-3.11E+01,7.85E-07
1.48E+01,4.90E-01,-2.41E-01,8.38E-01,-1.31E+01,2.84E+01,7.45E-01,1.06E+02,3.03E+01,-3.11E+01,7.85E-07
1.49E+01,4.92E-01,-2.38E-01,8.38E-01,-1.29E+01,2.85E+01,7.46E-01,1.06E+02,3.04E+01,-3.11E+01,7.85E-07
1.49E+01,4.90E-01,-2.36E-01,8.39E-01,-1.28E+01,2.85E+01,7.45E-01,1.06E+02,3.04E+01,-3.11E+01,7.84E-07
1.49E+01,4.89E-01,-2.34E-01,8.40E-01,-1.28E+01,2.86E+01,7.44E-01,1.06E+02,3.05E+01,-3.11E+01,7.85E-07
1.50E+01,4.93E-01,-2.33E-01,8.38E-01,-1.27E+01,2.85E+01,7.46E-01,1.06E+02,3.06E+01,-3.11E+01,7.84E-07
1.50E+01,4.94E-01,-2.26E-01,8.39E-01,-1.23E+01,2.85E+01,7.47E-01,1.05E+02,3.07E+01,-3.11E+01,7.83E-07
1.50E+01,4.97E-01,-2.23E-01,8.38E-01,-1.21E+01,2.85E+01,7.49E-01,1.05E+02,3.08E+01,-3.11E+01,7.83E-07
1.51E+01,4.97E-01,-2.23E-01,8.39E-01,-1.21E+01,2.85E+01,7.48E-01,1.05E+02,3.09E+01,-3.11E+01,7.83E-07
1.51E+01,4.99E-01,-2.21E-01,8.38E-01,-1.20E+01,2.84E+01,7.50E-01,1.05E+02,3.10E+01,-3.11E+01,7.83E-07
1.51E+01,4.98E-01,-2.19E-01,8.39E-01,-1.19E+01,2.85E+01,7.49E-01,1.05E+02,3.11E+01,-3.11E+01,7.82E-07
1.51E+01,4.98E-01,-2.19E-01,8.39E-01,-1.19E+01,2.85E+01,7.49E-01,1.05E+02,3.11E+01,-3.11E+01,7.82E-07
1.52E+01,4.96E-01,-2.18E-01,8.40E-01,-1.18E+01,2.86E+01,7.48E-01,1.05E+02,3.12E+01,-3.11E+01,7.82E-07
1.52E+01,4.99E-01,-2.20E-01,8.38E-01,-1.19E+01,2.85E+01,7.49E-01,1.05E+02,3.13E+01,-3.11E+01,7.83E-07
