power 1 (W),time (seconds since jan 1 1975),power 2 (W),time (seconds since jan 1 1975),Power Difference,Sdifference
1.59E-09,1749503168,1.33E-09,1749503169,2.00E-11,6.85E-03
1.59E-09,1749503168,1.34E-09,1749503169,1.00E-11,3.41E-03
1.59E-09,1749503168,1.34E-09,1749503169,1.00E-11,3.41E-03
1.60E-09,1749503169,1.34E-09,1749503169,2.00E-11,6.80E-03
1.59E-09,1749503169,1.34E-09,1749503169,1.00E-11,3.41E-03
1.59E-09,1749503169,1.34E-09,1749503169,1.00E-11,3.41E-03
1.59E-09,1749503169,1.34E-09,1749503169,1.00E-11,3.41E-03
1.60E-09,1749503169,1.34E-09,1749503169,2.00E-11,6.80E-03
1.60E-09,1749503169,1.34E-09,1749503169,2.00E-11,6.80E-03
1.60E-09,1749503169,1.34E-09,1749503169,2.00E-11,6.80E-03
1.61E-09,1749503169,1.34E-09,1749503169,3.00E-11,1.02E-02
1.60E-09,1749503169,1.34E-09,1749503169,2.00E-11,6.80E-03
1.60E-09,1749503169,1.34E-09,1749503169,2.00E-11,6.80E-03
1.60E-09,1749503169,1.34E-09,1749503169,2.00E-11,6.80E-03
1.60E-09,1749503169,1.34E-09,1749503169,2.00E-11,6.80E-03
1.60E-09,1749503169,1.34E-09,1749503170,2.00E-11,6.80E-03
1.61E-09,1749503169,1.35E-09,1749503170,2.00E-11,6.76E-03
1.61E-09,1749503169,1.35E-09,1749503170,2.00E-11,6.76E-03
1.61E-09,1749503170,1.35E-09,1749503170,2.00E-11,6.76E-03
1.61E-09,1749503170,1.35E-09,1749503170,2.00E-11,6.76E-03
1.61E-09,1749503170,1.34E-09,1749503170,3.00E-11,1.02E-02
1.60E-09,1749503170,1.34E-09,1749503170,2.00E-11,6.80E-03
1.62E-09,1749503170,1.34E-09,1749503170,4.00E-11,1.35E-02
1.60E-09,1749503170,1.34E-09,1749503170,2.00E-11,6.80E-03
1.60E-09,1749503170,1.33E-09,1749503170,3.00E-11,1.02E-02
1.61E-09,1749503170,1.33E-09,1749503170,4.00E-11,1.36E-02
1.59E-09,1749503170,1.33E-09,1749503170,2.00E-11,6.85E-03
1.59E-09,1749503170,1.33E-09,1749503170,2.00E-11,6.85E-03
1.60E-09,1749503170,1.34E-09,1749503170,2.00E-11,6.80E-03
1.60E-09,1749503170,1.34E-09,1749503170,2.00E-11,6.80E-03
1.60E-09,1749503170,1.34E-09,1749503171,2.00E-11,6.80E-03
1.60E-09,1749503170,1.34E-09,1749503171,2.00E-11,6.80E-03
1.60E-09,1749503171,1.34E-09,1749503171,2.00E-11,6.80E-03
1.60E-09,1749503171,1.34E-09,1749503171,2.00E-11,6.80E-03
1.59E-09,1749503171,1.34E-09,1749503171,1.00E-11,3.41E-03
1.60E-09,1749503171,1.33E-09,1749503171,3.00E-11,1.02E-02
1.59E-09,1749503171,1.33E-09,1749503171,2.00E-11,6.85E-03
1.60E-09,1749503171,1.33E-09,1749503171,3.00E-11,1.02E-02
1.59E-09,1749503171,1.32E-09,1749503171,3.00E-11,1.03E-02
1.60E-09,1749503171,1.32E-09,1749503171,4.00E-11,1.37E-02
1.60E-09,1749503171,1.32E-09,1749503171,4.00E-11,1.37E-02
1.59E-09,1749503171,1.32E-09,1749503171,3.00E-11,1.03E-02
1.59E-09,1749503171,1.32E-09,1749503171,3.00E-11,1.03E-02
1.60E-09,1749503171,1.32E-09,1749503171,4.00E-11,1.37E-02
1.59E-09,1749503171,1.32E-09,1749503171,3.00E-11,1.03E-02
1.60E-09,1749503171,1.32E-09,1749503172,4.00E-11,1.37E-02
1.59E-09,1749503171,1.32E-09,1749503172,3.00E-11,1.03E-02
1.59E-09,1749503172,1.32E-09,1749503172,3.00E-11,1.03E-02
1.59E-09,1749503172,1.32E-09,1749503172,3.00E-11,1.03E-02
1.59E-09,1749503172,1.32E-09,1749503172,3.00E-11,1.03E-02
1.59E-09,1749503172,1.32E-09,1749503172,3.00E-11,1.03E-02
1.58E-09,1749503172,1.32E-09,1749503172,2.00E-11,6.90E-03
1.59E-09,1749503172,1.32E-09,1749503172,3.00E-11,1.03E-02
1.59E-09,1749503172,1.32E-09,1749503172,3.00E-11,1.03E-02
1.58E-09,1749503172,1.32E-09,1749503172,2.00E-11,6.90E-03
1.59E-09,1749503172,1.32E-09,1749503172,3.00E-11,1.03E-02
1.59E-09,1749503172,1.32E-09,1749503172,3.00E-11,1.03E-02
1.58E-09,1749503172,1.32E-09,1749503172,2.00E-11,6.90E-03
1.59E-09,1749503172,1.32E-09,1749503172,3.00E-11,1.03E-02
1.58E-09,1749503172,1.32E-09,1749503172,2.00E-11,6.90E-03
1.58E-09,1749503172,1.32E-09,1749503173,2.00E-11,6.90E-03
1.58E-09,1749503173,1.32E-09,1749503173,2.00E-11,6.90E-03
1.59E-09,1749503173,1.32E-09,1749503173,3.00E-11,1.03E-02
1.57E-09,1749503173,1.33E-09,1749503173,0.00E+00,0.00E+00
1.57E-09,1749503173,1.33E-09,1749503173,0.00E+00,0.00E+00
1.58E-09,1749503173,1.33E-09,1749503173,1.00E-11,3.44E-03
1.56E-09,1749503173,1.33E-09,1749503173,-1.00E-11,-3.46E-03
1.56E-09,1749503173,1.33E-09,1749503173,-1.00E-11,-3.46E-03
1.56E-09,1749503173,1.33E-09,1749503173,-1.00E-11,-3.46E-03
1.56E-09,1749503173,1.33E-09,1749503173,-1.00E-11,-3.46E-03
1.56E-09,1749503173,1.32E-09,1749503173,0.00E+00,0.00E+00
1.56E-09,1749503173,1.32E-09,1749503173,0.00E+00,0.00E+00
1.56E-09,1749503173,1.32E-09,1749503173,0.00E+00,0.00E+00
1.56E-09,1749503173,1.31E-09,1749503173,1.00E-11,3.48E-03
1.56E-09,1749503173,1.31E-09,1749503174,1.00E-11,3.48E-03
1.56E-09,1749503173,1.31E-09,1749503174,1.00E-11,3.48E-03
1.56E-09,1749503174,1.31E-09,1749503174,1.00E-11,3.48E-03
1.56E-09,1749503174,1.31E-09,1749503174,1.00E-11,3.48E-03
1.56E-09,1749503174,1.31E-09,1749503174,1.00E-11,3.48E-03
1.57E-09,1749503174,1.31E-09,1749503174,2.00E-11,6.94E-03
1.56E-09,1749503174,1.31E-09,1749503174,1.00E-11,3.48E-03
1.56E-09,1749503174,1.31E-09,1749503174,1.00E-11,3.48E-03
1.57E-09,1749503174,1.31E-09,1749503174,2.00E-11,6.94E-03
1.56E-09,1749503174,1.31E-09,1749503174,1.00E-11,3.48E-03
1.56E-09,1749503174,1.31E-09,1749503174,1.00E-11,3.48E-03
1.56E-09,1749503174,1.32E-09,1749503174,0.00E+00,0.00E+00
1.57E-09,1749503174,1.32E-09,1749503174,1.00E-11,3.46E-03
1.57E-09,1749503174,1.32E-09,1749503174,1.00E-11,3.46E-03
1.57E-09,1749503174,1.32E-09,1749503174,1.00E-11,3.46E-03
1.58E-09,1749503174,1.32E-09,1749503175,2.00E-11,6.90E-03
1.58E-09,1749503175,1.32E-09,1749503175,2.00E-11,6.90E-03
1.59E-09,1749503175,1.32E-09,1749503175,3.00E-11,1.03E-02
1.59E-09,1749503175,1.32E-09,1749503175,3.00E-11,1.03E-02
1.58E-09,1749503175,1.32E-09,1749503175,2.00E-11,6.90E-03
1.59E-09,1749503175,1.32E-09,1749503175,3.00E-11,1.03E-02
1.58E-09,1749503175,1.32E-09,1749503175,2.00E-11,6.90E-03
1.58E-09,1749503175,1.32E-09,1749503175,2.00E-11,6.90E-03
1.58E-09,1749503175,1.32E-09,1749503175,2.00E-11,6.90E-03
1.59E-09,1749503175,1.31E-09,1749503175,4.00E-11,1.38E-02
1.59E-09,1749503175,1.31E-09,1749503175,4.00E-11,1.38E-02
1.59E-09,1749503175,1.31E-09,1749503175,4.00E-11,1.38E-02
1.59E-09,1749503175,1.31E-09,1749503175,4.00E-11,1.38E-02
1.59E-09,1749503175,1.31E-09,1749503175,4.00E-11,1.38E-02
1.60E-09,1749503175,1.31E-09,1749503175,5.00E-11,1.72E-02
1.59E-09,1749503176,1.30E-09,1749503176,5.00E-11,1.73E-02
1.59E-09,1749503176,1.30E-09,1749503176,5.00E-11,1.73E-02
1.59E-09,1749503176,1.30E-09,1749503176,5.00E-11,1.73E-02
1.59E-09,1749503176,1.30E-09,1749503176,5.00E-11,1.73E-02
1.58E-09,1749503176,1.30E-09,1749503176,4.00E-11,1.39E-02
1.58E-09,1749503176,1.30E-09,1749503176,4.00E-11,1.39E-02
1.59E-09,1749503176,1.30E-09,1749503176,5.00E-11,1.73E-02
1.59E-09,1749503176,1.30E-09,1749503176,5.00E-11,1.73E-02
1.58E-09,1749503176,1.30E-09,1749503176,4.00E-11,1.39E-02
1.59E-09,1749503176,1.30E-09,1749503176,5.00E-11,1.73E-02
1.58E-09,1749503176,1.31E-09,1749503176,3.00E-11,1.04E-02
1.59E-09,1749503176,1.31E-09,1749503176,4.00E-11,1.38E-02
1.59E-09,1749503176,1.31E-09,1749503176,4.00E-11,1.38E-02
1.58E-09,1749503176,1.31E-09,1749503176,3.00E-11,1.04E-02
1.58E-09,1749503176,1.31E-09,1749503176,3.00E-11,1.04E-02
1.58E-09,1749503177,1.31E-09,1749503177,3.00E-11,1.04E-02
1.58E-09,1749503177,1.31E-09,1749503177,3.00E-11,1.04E-02
1.58E-09,1749503177,1.31E-09,1749503177,3.00E-11,1.04E-02
1.58E-09,1749503177,1.31E-09,1749503177,3.00E-11,1.04E-02
1.58E-09,1749503177,1.31E-09,1749503177,3.00E-11,1.04E-02
1.59E-09,1749503177,1.32E-09,1749503177,3.00E-11,1.03E-02
1.59E-09,1749503177,1.32E-09,1749503177,3.00E-11,1.03E-02
1.59E-09,1749503177,1.32E-09,1749503177,3.00E-11,1.03E-02
1.59E-09,1749503177,1.32E-09,1749503177,3.00E-11,1.03E-02
1.59E-09,1749503177,1.32E-09,1749503177,3.00E-11,1.03E-02
1.59E-09,1749503177,1.32E-09,1749503177,3.00E-11,1.03E-02
1.60E-09,1749503177,1.32E-09,1749503177,4.00E-11,1.37E-02
1.59E-09,1749503177,1.32E-09,1749503177,3.00E-11,1.03E-02
1.59E-09,1749503177,1.32E-09,1749503177,3.00E-11,1.03E-02
1.60E-09,1749503177,1.32E-09,1749503177,4.00E-11,1.37E-02
1.59E-09,1749503178,1.33E-09,1749503178,2.00E-11,6.85E-03
1.58E-09,1749503178,1.33E-09,1749503178,1.00E-11,3.44E-03
1.59E-09,1749503178,1.33E-09,1749503178,2.00E-11,6.85E-03
1.59E-09,1749503178,1.33E-09,1749503178,2.00E-11,6.85E-03
1.58E-09,1749503178,1.33E-09,1749503178,1.00E-11,3.44E-03
1.58E-09,1749503178,1.34E-09,1749503178,0.00E+00,0.00E+00
1.58E-09,1749503178,1.34E-09,1749503178,0.00E+00,0.00E+00
1.58E-09,1749503178,1.34E-09,1749503178,0.00E+00,0.00E+00
1.58E-09,1749503178,1.34E-09,1749503178,0.00E+00,0.00E+00
1.58E-09,1749503178,1.34E-09,1749503178,0.00E+00,0.00E+00
1.59E-09,1749503178,1.35E-09,1749503178,0.00E+00,0.00E+00
1.58E-09,1749503178,1.35E-09,1749503178,-1.00E-11,-3.41E-03
1.57E-09,1749503178,1.35E-09,1749503178,-2.00E-11,-6.85E-03
1.58E-09,1749503178,1.35E-09,1749503178,-1.00E-11,-3.41E-03
1.57E-09,1749503179,1.35E-09,1749503178,-2.00E-11,-6.85E-03
1.57E-09,1749503179,1.35E-09,1749503179,-2.00E-11,-6.85E-03
1.57E-09,1749503179,1.35E-09,1749503179,-2.00E-11,-6.85E-03
1.57E-09,1749503179,1.35E-09,1749503179,-2.00E-11,-6.85E-03
1.56E-09,1749503179,1.35E-09,1749503179,-3.00E-11,-1.03E-02
1.57E-09,1749503179,1.35E-09,1749503179,-2.00E-11,-6.85E-03
1.56E-09,1749503179,1.36E-09,1749503179,-4.00E-11,-1.37E-02
1.56E-09,1749503179,1.36E-09,1749503179,-4.00E-11,-1.37E-02
1.56E-09,1749503179,1.36E-09,1749503179,-4.00E-11,-1.37E-02
1.56E-09,1749503179,1.36E-09,1749503179,-4.00E-11,-1.37E-02
1.56E-09,1749503179,1.36E-09,1749503179,-4.00E-11,-1.37E-02
1.55E-09,1749503179,1.36E-09,1749503179,-5.00E-11,-1.72E-02
1.55E-09,1749503179,1.36E-09,1749503179,-5.00E-11,-1.72E-02
1.55E-09,1749503179,1.36E-09,1749503179,-5.00E-11,-1.72E-02
1.56E-09,1749503179,1.36E-09,1749503179,-4.00E-11,-1.37E-02
1.55E-09,1749503180,1.36E-09,1749503179,-5.00E-11,-1.72E-02
1.55E-09,1749503180,1.36E-09,1749503180,-5.00E-11,-1.72E-02
1.54E-09,1749503180,1.36E-09,1749503180,-6.00E-11,-2.07E-02
1.55E-09,1749503180,1.36E-09,1749503180,-5.00E-11,-1.72E-02
1.54E-09,1749503180,1.36E-09,1749503180,-6.00E-11,-2.07E-02
1.54E-09,1749503180,1.36E-09,1749503180,-6.00E-11,-2.07E-02
1.54E-09,1749503180,1.36E-09,1749503180,-6.00E-11,-2.07E-02
1.54E-09,1749503180,1.36E-09,1749503180,-6.00E-11,-2.07E-02
1.54E-09,1749503180,1.36E-09,1749503180,-6.00E-11,-2.07E-02
1.53E-09,1749503180,1.36E-09,1749503180,-7.00E-11,-2.42E-02
1.53E-09,1749503180,1.36E-09,1749503180,-7.00E-11,-2.42E-02
1.54E-09,1749503180,1.36E-09,1749503180,-6.00E-11,-2.07E-02
1.53E-09,1749503180,1.36E-09,1749503180,-7.00E-11,-2.42E-02
1.53E-09,1749503180,1.36E-09,1749503180,-7.00E-11,-2.42E-02
1.53E-09,1749503180,1.36E-09,1749503180,-7.00E-11,-2.42E-02
1.53E-09,1749503181,1.36E-09,1749503180,-7.00E-11,-2.42E-02
1.53E-09,1749503181,1.36E-09,1749503181,-7.00E-11,-2.42E-02
1.53E-09,1749503181,1.36E-09,1749503181,-7.00E-11,-2.42E-02
1.52E-09,1749503181,1.36E-09,1749503181,-8.00E-11,-2.78E-02
1.53E-09,1749503181,1.35E-09,1749503181,-6.00E-11,-2.08E-02
1.53E-09,1749503181,1.35E-09,1749503181,-6.00E-11,-2.08E-02
1.54E-09,1749503181,1.35E-09,1749503181,-5.00E-11,-1.73E-02
1.53E-09,1749503181,1.35E-09,1749503181,-6.00E-11,-2.08E-02
1.53E-09,1749503181,1.35E-09,1749503181,-6.00E-11,-2.08E-02
1.53E-09,1749503181,1.35E-09,1749503181,-6.00E-11,-2.08E-02
1.52E-09,1749503181,1.35E-09,1749503181,-7.00E-11,-2.44E-02
1.53E-09,1749503181,1.35E-09,1749503181,-6.00E-11,-2.08E-02
1.53E-09,1749503181,1.35E-09,1749503181,-6.00E-11,-2.08E-02
1.53E-09,1749503181,1.35E-09,1749503181,-6.00E-11,-2.08E-02
1.53E-09,1749503181,1.35E-09,1749503181,-6.00E-11,-2.08E-02
1.53E-09,1749503182,1.35E-09,1749503182,-6.00E-11,-2.08E-02
1.53E-09,1749503182,1.35E-09,1749503182,-6.00E-11,-2.08E-02
1.53E-09,1749503182,1.35E-09,1749503182,-6.00E-11,-2.08E-02
1.53E-09,1749503182,1.35E-09,1749503182,-6.00E-11,-2.08E-02
1.54E-09,1749503182,1.35E-09,1749503182,-5.00E-11,-1.73E-02
1.53E-09,1749503182,1.35E-09,1749503182,-6.00E-11,-2.08E-02
1.53E-09,1749503182,1.35E-09,1749503182,-6.00E-11,-2.08E-02
1.53E-09,1749503182,1.35E-09,1749503182,-6.00E-11,-2.08E-02
1.53E-09,1749503182,1.35E-09,1749503182,-6.00E-11,-2.08E-02
1.53E-09,1749503182,1.35E-09,1749503182,-6.00E-11,-2.08E-02
1.52E-09,1749503182,1.36E-09,1749503182,-8.00E-11,-2.78E-02
1.52E-09,1749503182,1.36E-09,1749503182,-8.00E-11,-2.78E-02
1.52E-09,1749503182,1.36E-09,1749503182,-8.00E-11,-2.78E-02
1.53E-09,1749503182,1.36E-09,1749503183,-7.00E-11,-2.42E-02
1.53E-09,1749503183,1.36E-09,1749503183,-7.00E-11,-2.42E-02
1.52E-09,1749503183,1.36E-09,1749503183,-8.00E-11,-2.78E-02
1.53E-09,1749503183,1.37E-09,1749503183,-8.00E-11,-2.76E-02
1.52E-09,1749503183,1.37E-09,1749503183,-9.00E-11,-3.11E-02
1.52E-09,1749503183,1.37E-09,1749503183,-9.00E-11,-3.11E-02
1.52E-09,1749503183,1.37E-09,1749503183,-9.00E-11,-3.11E-02
1.52E-09,1749503183,1.37E-09,1749503183,-9.00E-11,-3.11E-02
1.52E-09,1749503183,1.37E-09,1749503183,-9.00E-11,-3.11E-02
1.52E-09,1749503183,1.37E-09,1749503183,-9.00E-11,-3.11E-02
1.52E-09,1749503183,1.37E-09,1749503183,-9.00E-11,-3.11E-02
1.52E-09,1749503183,1.37E-09,1749503183,-9.00E-11,-3.11E-02
1.52E-09,1749503183,1.38E-09,1749503183,-1.00E-10,-3.45E-02
1.51E-09,1749503183,1.38E-09,1749503183,-1.10E-10,-3.81E-02
1.51E-09,1749503183,1.38E-09,1749503184,-1.10E-10,-3.81E-02
1.51E-09,1749503184,1.38E-09,1749503184,-1.10E-10,-3.81E-02
1.51E-09,1749503184,1.38E-09,1749503184,-1.10E-10,-3.81E-02
1.53E-09,1749503184,1.38E-09,1749503184,-9.00E-11,-3.09E-02
1.51E-09,1749503184,1.38E-09,1749503184,-1.10E-10,-3.81E-02
1.51E-09,1749503184,1.37E-09,1749503184,-1.00E-10,-3.47E-02
1.51E-09,1749503184,1.37E-09,1749503184,-1.00E-10,-3.47E-02
1.50E-09,1749503184,1.37E-09,1749503184,-1.10E-10,-3.83E-02
1.51E-09,1749503184,1.37E-09,1749503184,-1.00E-10,-3.47E-02
1.50E-09,1749503184,1.37E-09,1749503184,-1.10E-10,-3.83E-02
1.50E-09,1749503184,1.37E-09,1749503184,-1.10E-10,-3.83E-02
1.51E-09,1749503184,1.37E-09,1749503184,-1.00E-10,-3.47E-02
1.51E-09,1749503184,1.37E-09,1749503184,-1.00E-10,-3.47E-02
1.51E-09,1749503184,1.37E-09,1749503184,-1.00E-10,-3.47E-02
1.50E-09,1749503184,1.37E-09,1749503185,-1.10E-10,-3.83E-02
1.51E-09,1749503184,1.37E-09,1749503185,-1.00E-10,-3.47E-02
1.51E-09,1749503185,1.37E-09,1749503185,-1.00E-10,-3.47E-02
1.51E-09,1749503185,1.36E-09,1749503185,-9.00E-11,-3.14E-02
1.52E-09,1749503185,1.36E-09,1749503185,-8.00E-11,-2.78E-02
1.50E-09,1749503185,1.36E-09,1749503185,-1.00E-10,-3.50E-02
1.51E-09,1749503185,1.36E-09,1749503185,-9.00E-11,-3.14E-02
1.51E-09,1749503185,1.36E-09,1749503185,-9.00E-11,-3.14E-02
1.51E-09,1749503185,1.36E-09,1749503185,-9.00E-11,-3.14E-02
1.52E-09,1749503185,1.36E-09,1749503185,-8.00E-11,-2.78E-02
1.51E-09,1749503185,1.36E-09,1749503185,-9.00E-11,-3.14E-02
1.52E-09,1749503185,1.35E-09,1749503185,-7.00E-11,-2.44E-02
1.52E-09,1749503185,1.35E-09,1749503185,-7.00E-11,-2.44E-02
1.52E-09,1749503185,1.35E-09,1749503185,-7.00E-11,-2.44E-02
1.52E-09,1749503185,1.35E-09,1749503185,-7.00E-11,-2.44E-02
1.52E-09,1749503185,1.35E-09,1749503186,-7.00E-11,-2.44E-02
1.52E-09,1749503185,1.35E-09,1749503186,-7.00E-11,-2.44E-02
1.53E-09,1749503186,1.35E-09,1749503186,-6.00E-11,-2.08E-02
1.52E-09,1749503186,1.35E-09,1749503186,-7.00E-11,-2.44E-02
1.52E-09,1749503186,1.34E-09,1749503186,-6.00E-11,-2.10E-02
1.52E-09,1749503186,1.34E-09,1749503186,-6.00E-11,-2.10E-02
1.53E-09,1749503186,1.34E-09,1749503186,-5.00E-11,-1.74E-02
1.53E-09,1749503186,1.34E-09,1749503186,-5.00E-11,-1.74E-02
1.52E-09,1749503186,1.34E-09,1749503186,-6.00E-11,-2.10E-02
1.52E-09,1749503186,1.34E-09,1749503186,-6.00E-11,-2.10E-02
1.52E-09,1749503186,1.34E-09,1749503186,-6.00E-11,-2.10E-02
1.52E-09,1749503186,1.34E-09,1749503186,-6.00E-11,-2.10E-02
1.53E-09,1749503186,1.34E-09,1749503186,-5.00E-11,-1.74E-02
1.54E-09,1749503186,1.34E-09,1749503186,-4.00E-11,-1.39E-02
1.54E-09,1749503186,1.34E-09,1749503186,-4.00E-11,-1.39E-02
1.54E-09,1749503186,1.34E-09,1749503187,-4.00E-11,-1.39E-02
1.54E-09,1749503187,1.34E-09,1749503187,-4.00E-11,-1.39E-02
1.54E-09,1749503187,1.34E-09,1749503187,-4.00E-11,-1.39E-02
1.55E-09,1749503187,1.34E-09,1749503187,-3.00E-11,-1.04E-02
1.56E-09,1749503187,1.34E-09,1749503187,-2.00E-11,-6.90E-03
1.56E-09,1749503187,1.34E-09,1749503187,-2.00E-11,-6.90E-03
1.56E-09,1749503187,1.34E-09,1749503187,-2.00E-11,-6.90E-03
1.56E-09,1749503187,1.34E-09,1749503187,-2.00E-11,-6.90E-03
1.56E-09,1749503187,1.34E-09,1749503187,-2.00E-11,-6.90E-03
1.56E-09,1749503187,1.34E-09,1749503187,-2.00E-11,-6.90E-03
1.56E-09,1749503187,1.35E-09,1749503187,-3.00E-11,-1.03E-02
1.56E-09,1749503187,1.35E-09,1749503187,-3.00E-11,-1.03E-02
1.56E-09,1749503187,1.35E-09,1749503187,-3.00E-11,-1.03E-02
1.56E-09,1749503187,1.35E-09,1749503187,-3.00E-11,-1.03E-02
1.56E-09,1749503187,1.35E-09,1749503187,-3.00E-11,-1.03E-02
1.56E-09,1749503187,1.35E-09,1749503188,-3.00E-11,-1.03E-02
1.56E-09,1749503188,1.35E-09,1749503188,-3.00E-11,-1.03E-02
1.57E-09,1749503188,1.35E-09,1749503188,-2.00E-11,-6.85E-03
1.57E-09,1749503188,1.35E-09,1749503188,-2.00E-11,-6.85E-03
1.56E-09,1749503188,1.36E-09,1749503188,-4.00E-11,-1.37E-02
1.55E-09,1749503188,1.36E-09,1749503188,-5.00E-11,-1.72E-02
1.56E-09,1749503188,1.36E-09,1749503188,-4.00E-11,-1.37E-02
1.55E-09,1749503188,1.36E-09,1749503188,-5.00E-11,-1.72E-02
1.56E-09,1749503188,1.37E-09,1749503188,-5.00E-11,-1.71E-02
1.55E-09,1749503188,1.37E-09,1749503188,-6.00E-11,-2.05E-02
1.54E-09,1749503188,1.37E-09,1749503188,-7.00E-11,-2.41E-02
1.55E-09,1749503188,1.37E-09,1749503188,-6.00E-11,-2.05E-02
1.54E-09,1749503188,1.37E-09,1749503188,-7.00E-11,-2.41E-02
1.54E-09,1749503188,1.37E-09,1749503188,-7.00E-11,-2.41E-02
1.55E-09,1749503188,1.37E-09,1749503188,-6.00E-11,-2.05E-02
1.55E-09,1749503189,1.37E-09,1749503189,-6.00E-11,-2.05E-02
1.56E-09,1749503189,1.37E-09,1749503189,-5.00E-11,-1.71E-02
1.55E-09,1749503189,1.37E-09,1749503189,-6.00E-11,-2.05E-02
1.56E-09,1749503189,1.37E-09,1749503189,-5.00E-11,-1.71E-02
1.56E-09,1749503189,1.37E-09,1749503189,-5.00E-11,-1.71E-02
1.55E-09,1749503189,1.37E-09,1749503189,-6.00E-11,-2.05E-02
1.55E-09,1749503189,1.37E-09,1749503189,-6.00E-11,-2.05E-02
1.56E-09,1749503189,1.37E-09,1749503189,-5.00E-11,-1.71E-02
1.56E-09,1749503189,1.38E-09,1749503189,-6.00E-11,-2.04E-02
1.55E-09,1749503189,1.38E-09,1749503189,-7.00E-11,-2.39E-02
1.55E-09,1749503189,1.38E-09,1749503189,-7.00E-11,-2.39E-02
1.55E-09,1749503189,1.38E-09,1749503189,-7.00E-11,-2.39E-02
1.54E-09,1749503189,1.38E-09,1749503189,-8.00E-11,-2.74E-02
1.55E-09,1749503189,1.38E-09,1749503189,-7.00E-11,-2.39E-02
1.56E-09,1749503189,1.38E-09,1749503189,-6.00E-11,-2.04E-02
1.55E-09,1749503190,1.38E-09,1749503190,-7.00E-11,-2.39E-02
1.55E-09,1749503190,1.38E-09,1749503190,-7.00E-11,-2.39E-02
1.56E-09,1749503190,1.38E-09,1749503190,-6.00E-11,-2.04E-02
1.56E-09,1749503190,1.38E-09,1749503190,-6.00E-11,-2.04E-02
1.56E-09,1749503190,1.37E-09,1749503190,-5.00E-11,-1.71E-02
1.55E-09,1749503190,1.37E-09,1749503190,-6.00E-11,-2.05E-02
1.55E-09,1749503190,1.37E-09,1749503190,-6.00E-11,-2.05E-02
1.56E-09,1749503190,1.37E-09,1749503190,-5.00E-11,-1.71E-02
1.56E-09,1749503190,1.37E-09,1749503190,-5.00E-11,-1.71E-02
1.55E-09,1749503190,1.37E-09,1749503190,-6.00E-11,-2.05E-02
1.55E-09,1749503190,1.37E-09,1749503190,-6.00E-11,-2.05E-02
1.55E-09,1749503190,1.37E-09,1749503190,-6.00E-11,-2.05E-02
1.55E-09,1749503190,1.37E-09,1749503190,-6.00E-11,-2.05E-02
1.55E-09,1749503190,1.37E-09,1749503190,-6.00E-11,-2.05E-02
1.56E-09,1749503190,1.37E-09,1749503190,-5.00E-11,-1.71E-02
1.55E-09,1749503191,1.37E-09,1749503191,-6.00E-11,-2.05E-02
1.56E-09,1749503191,1.37E-09,1749503191,-5.00E-11,-1.71E-02
1.56E-09,1749503191,1.36E-09,1749503191,-4.00E-11,-1.37E-02
1.56E-09,1749503191,1.36E-09,1749503191,-4.00E-11,-1.37E-02
1.56E-09,1749503191,1.36E-09,1749503191,-4.00E-11,-1.37E-02
1.57E-09,1749503191,1.36E-09,1749503191,-3.00E-11,-1.02E-02
1.57E-09,1749503191,1.36E-09,1749503191,-3.00E-11,-1.02E-02
1.57E-09,1749503191,1.36E-09,1749503191,-3.00E-11,-1.02E-02
1.57E-09,1749503191,1.36E-09,1749503191,-3.00E-11,-1.02E-02
1.58E-09,1749503191,1.36E-09,1749503191,-2.00E-11,-6.80E-03
1.58E-09,1749503191,1.36E-09,1749503191,-2.00E-11,-6.80E-03
1.58E-09,1749503191,1.36E-09,1749503191,-2.00E-11,-6.80E-03
1.59E-09,1749503191,1.36E-09,1749503191,-1.00E-11,-3.39E-03
1.58E-09,1749503192,1.36E-09,1749503191,-2.00E-11,-6.80E-03
1.58E-09,1749503192,1.36E-09,1749503191,-2.00E-11,-6.80E-03
1.58E-09,1749503192,1.35E-09,1749503192,-1.00E-11,-3.41E-03
1.58E-09,1749503192,1.35E-09,1749503192,-1.00E-11,-3.41E-03
1.58E-09,1749503192,1.36E-09,1749503192,-2.00E-11,-6.80E-03
1.59E-09,1749503192,1.36E-09,1749503192,-1.00E-11,-3.39E-03
1.57E-09,1749503192,1.36E-09,1749503192,-3.00E-11,-1.02E-02
1.58E-09,1749503192,1.36E-09,1749503192,-2.00E-11,-6.80E-03
1.57E-09,1749503192,1.36E-09,1749503192,-3.00E-11,-1.02E-02
1.58E-09,1749503192,1.36E-09,1749503192,-2.00E-11,-6.80E-03
1.58E-09,1749503192,1.35E-09,1749503192,-1.00E-11,-3.41E-03
1.58E-09,1749503192,1.35E-09,1749503192,-1.00E-11,-3.41E-03
1.58E-09,1749503192,1.35E-09,1749503192,-1.00E-11,-3.41E-03
1.58E-09,1749503192,1.35E-09,1749503192,-1.00E-11,-3.41E-03
1.59E-09,1749503192,1.35E-09,1749503192,0.00E+00,0.00E+00
1.60E-09,1749503193,1.35E-09,1749503192,1.00E-11,3.39E-03
1.59E-09,1749503193,1.35E-09,1749503192,0.00E+00,0.00E+00
1.59E-09,1749503193,1.35E-09,1749503193,0.00E+00,0.00E+00
