Time[date hh:mm:ss], Elapsed Time [hh:mm:ss:ms], Normalized s 1 , Normalized s 2 , Normalized s 3 , S 0 [mW], S 1 [mW], S 2 [mW], S 3 [mW], Azimuth[°] , Ellipticity[°] , DOP[%] , DOCP[%] , DOLP[%] , Power[mW] , Pol Power[mW] , Unpol Power[mW] , Power[dBm] , Pol Power[dBm] , Unpol Power[dBm] , Power-Split-Ratio , Phase Difference[°] ,
48:38.1,0.00:06:53:499,-0.94,-0.14,-0.32,0.02477,-0.0143,-0.002146,-0.00493,-85.73,-9.41,61.69,19.9,58.39,0.02477,0.01528,0.009491,-16.06,-18.158,-20.227,0.03,-113.52,
48:38.2,0.00:06:53:546,-0.94,-0.14,-0.32,0.02477,-0.0143,-0.002147,-0.004927,-85.73,-9.41,61.67,19.89,58.37,0.02477,0.01528,0.009495,-16.061,-18.16,-20.225,0.03,-113.55,
48:38.2,0.00:06:53:577,-0.94,-0.14,-0.32,0.02477,-0.0143,-0.002137,-0.004926,-85.75,-9.41,61.66,19.89,58.36,0.02477,0.01527,0.009496,-16.061,-18.161,-20.225,0.03,-113.45,
48:38.2,0.00:06:53:609,-0.94,-0.14,-0.32,0.02477,-0.0143,-0.002152,-0.004927,-85.72,-9.41,61.66,19.89,58.36,0.02477,0.01527,0.009497,-16.061,-18.161,-20.224,0.03,-113.6,
48:38.3,0.00:06:53:640,-0.94,-0.14,-0.32,0.02478,-0.01431,-0.002157,-0.004927,-85.71,-9.4,61.68,19.88,58.39,0.02478,0.01529,0.009497,-16.058,-18.157,-20.224,0.03,-113.64,
48:38.3,0.00:06:53:671,-0.94,-0.14,-0.32,0.02478,-0.0143,-0.00215,-0.004922,-85.73,-9.4,61.64,19.86,58.35,0.02478,0.01527,0.009505,-16.059,-18.16,-20.221,0.03,-113.59,
48:38.3,0.00:06:53:702,-0.94,-0.14,-0.32,0.02479,-0.0143,-0.002158,-0.004922,-85.71,-9.39,61.65,19.86,58.36,0.02479,0.01528,0.009506,-16.058,-18.159,-20.22,0.03,-113.68,
48:38.4,0.00:06:53:749,-0.94,-0.14,-0.32,0.02479,-0.01431,-0.002152,-0.00492,-85.72,-9.39,61.64,19.85,58.36,0.02479,0.01528,0.00951,-16.057,-18.158,-20.218,0.03,-113.62,
48:38.4,0.00:06:53:780,-0.94,-0.14,-0.32,0.02479,-0.0143,-0.002142,-0.004917,-85.74,-9.39,61.61,19.83,58.33,0.02479,0.01528,0.009517,-16.057,-18.16,-20.215,0.03,-113.54,
48:38.4,0.00:06:53:812,-0.94,-0.14,-0.32,0.0248,-0.0143,-0.002146,-0.004914,-85.73,-9.39,61.6,19.82,58.32,0.0248,0.01527,0.009522,-16.056,-18.161,-20.213,0.03,-113.59,
48:38.5,0.00:06:53:843,-0.94,-0.14,-0.32,0.0248,-0.0143,-0.002148,-0.004915,-85.73,-9.39,61.58,19.82,58.31,0.0248,0.01527,0.009527,-16.056,-18.161,-20.211,0.03,-113.61,
48:38.5,0.00:06:53:874,-0.94,-0.14,-0.32,0.02481,-0.0143,-0.002156,-0.004914,-85.71,-9.38,61.58,19.81,58.31,0.02481,0.01528,0.009532,-16.054,-18.159,-20.208,0.03,-113.69,
48:38.5,0.00:06:53:905,-0.94,-0.14,-0.32,0.02482,-0.01431,-0.002157,-0.004909,-85.71,-9.37,61.56,19.78,58.29,0.02482,0.01528,0.009541,-16.052,-18.16,-20.204,0.03,-113.72,
48:38.6,0.00:06:53:952,-0.94,-0.14,-0.32,0.02482,-0.0143,-0.002162,-0.004912,-85.7,-9.38,61.54,19.79,58.27,0.02482,0.01528,0.009547,-16.051,-18.16,-20.201,0.03,-113.75,
48:38.6,0.00:06:53:984,-0.94,-0.14,-0.32,0.02483,-0.0143,-0.002157,-0.004907,-85.71,-9.37,61.5,19.76,58.24,0.02483,0.01527,0.009559,-16.05,-18.161,-20.196,0.03,-113.72,
48:38.6,0.00:06:54:016,-0.94,-0.14,-0.32,0.02484,-0.0143,-0.002172,-0.004905,-85.68,-9.37,61.49,19.74,58.23,0.02484,0.01528,0.009568,-16.048,-18.16,-20.192,0.03,-113.89,
48:38.7,0.00:06:54:046,-0.94,-0.14,-0.32,0.02485,-0.0143,-0.002167,-0.004902,-85.69,-9.36,61.44,19.72,58.19,0.02485,0.01527,0.009582,-16.046,-18.161,-20.185,0.03,-113.85,
48:38.7,0.00:06:54:079,-0.94,-0.14,-0.32,0.02486,-0.01429,-0.002177,-0.0049,-85.67,-9.36,61.41,19.71,58.16,0.02486,0.01527,0.009593,-16.045,-18.163,-20.18,0.03,-113.95,
48:38.7,0.00:06:54:110,-0.94,-0.14,-0.32,0.02487,-0.0143,-0.002179,-0.004893,-85.67,-9.34,61.39,19.67,58.15,0.02487,0.01527,0.009604,-16.042,-18.161,-20.175,0.03,-114,
48:38.8,0.00:06:54:141,-0.94,-0.14,-0.32,0.02489,-0.01431,-0.002173,-0.004892,-85.68,-9.34,61.39,19.66,58.16,0.02489,0.01528,0.009609,-16.04,-18.159,-20.173,0.03,-113.95,
48:38.8,0.00:06:54:188,-0.94,-0.14,-0.32,0.02489,-0.0143,-0.002191,-0.004887,-85.64,-9.33,61.33,19.63,58.11,0.02489,0.01527,0.009625,-16.039,-18.163,-20.166,0.03,-114.15,
48:38.8,0.00:06:54:219,-0.94,-0.14,-0.32,0.0249,-0.01429,-0.002194,-0.004883,-85.64,-9.33,61.3,19.61,58.08,0.0249,0.01526,0.009635,-16.038,-18.164,-20.162,0.03,-114.2,
48:38.9,0.00:06:54:251,-0.94,-0.14,-0.32,0.02491,-0.0143,-0.002191,-0.004877,-85.65,-9.31,61.3,19.58,58.09,0.02491,0.01527,0.009639,-16.036,-18.161,-20.16,0.03,-114.19,
48:38.9,0.00:06:54:282,-0.94,-0.14,-0.32,0.02492,-0.0143,-0.002196,-0.004871,-85.64,-9.3,61.27,19.55,58.07,0.02492,0.01527,0.00965,-16.035,-18.163,-20.155,0.03,-114.26,
48:38.9,0.00:06:54:313,-0.94,-0.14,-0.32,0.02493,-0.01431,-0.002207,-0.004868,-85.62,-9.29,61.28,19.53,58.08,0.02493,0.01527,0.009652,-16.034,-18.161,-20.154,0.03,-114.39,
48:39.0,0.00:06:54:344,-0.94,-0.14,-0.32,0.02493,-0.01431,-0.002192,-0.004861,-85.64,-9.28,61.25,19.5,58.06,0.02493,0.01527,0.00966,-16.033,-18.162,-20.15,0.03,-114.28,
48:39.0,0.00:06:54:391,-0.94,-0.14,-0.32,0.02493,-0.0143,-0.002212,-0.00485,-85.6,-9.26,61.21,19.45,58.04,0.02493,0.01526,0.00967,-16.033,-18.164,-20.146,0.03,-114.52,
48:39.1,0.00:06:54:422,-0.94,-0.14,-0.32,0.02494,-0.0143,-0.002211,-0.004846,-85.61,-9.26,61.19,19.43,58.03,0.02494,0.01526,0.009678,-16.031,-18.164,-20.142,0.03,-114.52,
48:39.1,0.00:06:54:454,-0.94,-0.14,-0.32,0.02493,-0.01429,-0.00221,-0.004843,-85.6,-9.26,61.17,19.42,58,0.02493,0.01525,0.009683,-16.032,-18.167,-20.14,0.03,-114.53,
48:39.1,0.00:06:54:485,-0.94,-0.14,-0.32,0.02494,-0.0143,-0.002211,-0.004835,-85.61,-9.24,61.17,19.38,58.02,0.02494,0.01526,0.009685,-16.03,-18.165,-20.139,0.03,-114.57,
48:39.2,0.00:06:54:516,-0.94,-0.15,-0.32,0.02494,-0.01429,-0.002219,-0.00483,-85.59,-9.23,61.13,19.37,57.98,0.02494,0.01525,0.009695,-16.031,-18.168,-20.135,0.03,-114.67,
48:39.2,0.00:06:54:547,-0.94,-0.15,-0.32,0.02495,-0.0143,-0.002216,-0.004818,-85.6,-9.21,61.12,19.31,57.99,0.02495,0.01525,0.009702,-16.029,-18.167,-20.131,0.03,-114.7,
48:39.2,0.00:06:54:594,-0.94,-0.15,-0.32,0.02495,-0.0143,-0.002211,-0.00481,-85.6,-9.19,61.11,19.28,57.99,0.02495,0.01525,0.009704,-16.029,-18.168,-20.13,0.03,-114.69,
48:39.3,0.00:06:54:625,-0.94,-0.15,-0.32,0.02495,-0.01429,-0.002219,-0.004806,-85.59,-9.19,61.07,19.26,57.96,0.02495,0.01523,0.00971,-16.03,-18.172,-20.128,0.03,-114.78,
48:39.3,0.00:06:54:657,-0.94,-0.15,-0.31,0.02495,-0.0143,-0.002219,-0.004798,-85.59,-9.17,61.09,19.23,57.98,0.02495,0.01524,0.009711,-16.029,-18.169,-20.128,0.03,-114.81,
48:39.3,0.00:06:54:688,-0.94,-0.15,-0.31,0.02496,-0.0143,-0.002229,-0.004786,-85.57,-9.15,61.06,19.17,57.97,0.02496,0.01524,0.009719,-16.028,-18.17,-20.124,0.03,-114.97,
48:39.3,0.00:06:54:719,-0.94,-0.15,-0.31,0.02496,-0.0143,-0.00222,-0.004779,-85.59,-9.14,61.05,19.15,57.97,0.02496,0.01524,0.009722,-16.028,-18.171,-20.122,0.03,-114.92,
48:39.4,0.00:06:54:750,-0.94,-0.15,-0.31,0.02495,-0.01429,-0.00222,-0.004775,-85.58,-9.14,61.03,19.14,57.95,0.02495,0.01523,0.009724,-16.029,-18.174,-20.122,0.03,-114.94,
48:39.4,0.00:06:54:782,-0.94,-0.15,-0.31,0.02496,-0.0143,-0.002221,-0.004768,-85.59,-9.12,61.04,19.1,57.97,0.02496,0.01524,0.009726,-16.027,-18.172,-20.121,0.03,-114.98,
48:39.5,0.00:06:54:829,-0.94,-0.15,-0.31,0.02496,-0.01429,-0.002216,-0.004764,-85.59,-9.12,61.01,19.09,57.94,0.02496,0.01522,0.009732,-16.028,-18.174,-20.118,0.03,-114.95,
48:39.5,0.00:06:54:860,-0.94,-0.15,-0.31,0.02496,-0.0143,-0.002211,-0.004752,-85.6,-9.09,61.01,19.04,57.96,0.02496,0.01523,0.009733,-16.027,-18.174,-20.117,0.03,-114.95,
48:39.5,0.00:06:54:891,-0.94,-0.15,-0.31,0.02496,-0.01428,-0.002231,-0.004746,-85.56,-9.09,60.97,19.02,57.92,0.02496,0.01522,0.009742,-16.028,-18.177,-20.113,0.03,-115.17,
48:39.6,0.00:06:54:922,-0.94,-0.15,-0.31,0.02496,-0.01428,-0.002221,-0.004736,-85.58,-9.07,60.95,18.98,57.92,0.02496,0.01521,0.009746,-16.028,-18.178,-20.112,0.03,-115.12,
48:39.6,0.00:06:54:954,-0.94,-0.15,-0.31,0.02496,-0.01428,-0.002224,-0.004731,-85.57,-9.06,60.94,18.95,57.92,0.02496,0.01521,0.009749,-16.028,-18.179,-20.11,0.03,-115.18,
48:39.6,0.00:06:54:985,-0.94,-0.15,-0.31,0.02496,-0.01428,-0.002234,-0.004722,-85.55,-9.05,60.92,18.92,57.91,0.02496,0.01521,0.009754,-16.027,-18.18,-20.108,0.03,-115.32,
48:39.7,0.00:06:55:032,-0.94,-0.15,-0.31,0.02496,-0.01427,-0.002224,-0.004719,-85.57,-9.05,60.89,18.91,57.88,0.02496,0.0152,0.009759,-16.028,-18.182,-20.106,0.03,-115.23,
48:39.7,0.00:06:55:063,-0.94,-0.15,-0.31,0.02496,-0.01428,-0.002209,-0.004711,-85.6,-9.03,60.89,18.88,57.89,0.02496,0.0152,0.009762,-16.028,-18.183,-20.105,0.03,-115.13,
48:39.7,0.00:06:55:094,-0.94,-0.15,-0.31,0.02496,-0.01428,-0.002221,-0.004709,-85.58,-9.03,60.89,18.87,57.89,0.02496,0.0152,0.009762,-16.028,-18.183,-20.105,0.03,-115.25,
48:39.8,0.00:06:55:125,-0.94,-0.15,-0.31,0.02495,-0.01427,-0.00222,-0.004705,-85.58,-9.02,60.85,18.85,57.86,0.02495,0.01518,0.009768,-16.029,-18.186,-20.102,0.03,-115.27,
48:39.8,0.00:06:55:157,-0.94,-0.15,-0.31,0.02496,-0.01428,-0.002215,-0.004699,-85.59,-9.01,60.87,18.83,57.89,0.02496,0.01519,0.009765,-16.028,-18.184,-20.103,0.03,-115.24,
48:39.8,0.00:06:55:188,-0.94,-0.15,-0.31,0.02495,-0.01427,-0.002213,-0.004694,-85.59,-9,60.84,18.81,57.86,0.02495,0.01518,0.009772,-16.029,-18.187,-20.1,0.03,-115.25,
48:39.9,0.00:06:55:235,-0.94,-0.15,-0.31,0.02495,-0.01426,-0.002212,-0.004695,-85.59,-9.01,60.83,18.82,57.84,0.02495,0.01518,0.009774,-16.029,-18.188,-20.099,0.03,-115.23,
48:39.9,0.00:06:55:266,-0.94,-0.15,-0.31,0.02496,-0.01427,-0.002221,-0.004688,-85.58,-8.99,60.83,18.78,57.86,0.02496,0.01518,0.009776,-16.028,-18.186,-20.098,0.03,-115.35,
48:39.9,0.00:06:55:297,-0.94,-0.15,-0.31,0.02496,-0.01427,-0.002211,-0.004685,-85.6,-8.99,60.82,18.77,57.85,0.02496,0.01518,0.009777,-16.028,-18.187,-20.098,0.03,-115.26,
48:40.0,0.00:06:55:328,-0.94,-0.15,-0.31,0.02495,-0.01426,-0.002208,-0.004681,-85.6,-8.99,60.81,18.76,57.84,0.02495,0.01517,0.009779,-16.029,-18.19,-20.097,0.03,-115.26,
48:40.0,0.00:06:55:360,-0.94,-0.15,-0.31,0.02495,-0.01426,-0.002204,-0.004675,-85.61,-8.97,60.81,18.74,57.85,0.02495,0.01517,0.00978,-16.029,-18.189,-20.097,0.03,-115.25,
48:40.0,0.00:06:55:391,-0.94,-0.15,-0.31,0.02495,-0.01426,-0.002201,-0.004677,-85.61,-8.98,60.79,18.75,57.83,0.02495,0.01517,0.009781,-16.03,-18.191,-20.096,0.03,-115.2,
48:40.1,0.00:06:55:438,-0.94,-0.14,-0.31,0.02495,-0.01426,-0.002197,-0.004672,-85.62,-8.97,60.79,18.73,57.84,0.02495,0.01517,0.009782,-16.03,-18.191,-20.096,0.03,-115.19,
48:40.1,0.00:06:55:469,-0.94,-0.15,-0.31,0.02495,-0.01426,-0.002204,-0.004672,-85.61,-8.97,60.78,18.73,57.83,0.02495,0.01516,0.009783,-16.03,-18.192,-20.095,0.03,-115.26,
48:40.1,0.00:06:55:500,-0.94,-0.15,-0.31,0.02495,-0.01426,-0.002199,-0.004667,-85.62,-8.97,60.77,18.71,57.82,0.02495,0.01516,0.009786,-16.03,-18.193,-20.094,0.03,-115.22,
48:40.2,0.00:06:55:532,-0.94,-0.14,-0.31,0.02494,-0.01426,-0.002198,-0.004665,-85.62,-8.96,60.78,18.71,57.83,0.02494,0.01516,0.009782,-16.031,-18.193,-20.096,0.03,-115.22,
48:40.2,0.00:06:55:563,-0.94,-0.14,-0.31,0.02494,-0.01426,-0.002191,-0.004665,-85.63,-8.96,60.77,18.7,57.82,0.02494,0.01516,0.009785,-16.03,-18.193,-20.094,0.03,-115.16,
48:40.2,0.00:06:55:594,-0.94,-0.14,-0.31,0.02493,-0.01424,-0.002192,-0.004667,-85.63,-8.97,60.75,18.72,57.79,0.02493,0.01515,0.009786,-16.032,-18.197,-20.094,0.03,-115.16,
48:40.3,0.00:06:55:625,-0.94,-0.14,-0.31,0.02494,-0.01425,-0.002193,-0.004663,-85.63,-8.96,60.78,18.7,57.83,0.02494,0.01516,0.009782,-16.031,-18.194,-20.096,0.03,-115.19,
48:40.3,0.00:06:55:672,-0.94,-0.14,-0.31,0.02494,-0.01426,-0.00219,-0.004661,-85.63,-8.95,60.79,18.69,57.84,0.02494,0.01516,0.00978,-16.031,-18.193,-20.097,0.03,-115.16,
48:40.3,0.00:06:55:703,-0.94,-0.14,-0.31,0.02494,-0.01425,-0.002185,-0.004667,-85.64,-8.97,60.79,18.72,57.83,0.02494,0.01516,0.009778,-16.032,-18.194,-20.097,0.03,-115.09,
48:40.4,0.00:06:55:735,-0.94,-0.14,-0.31,0.02494,-0.01426,-0.002192,-0.004666,-85.63,-8.96,60.79,18.71,57.84,0.02494,0.01516,0.009777,-16.031,-18.193,-20.098,0.03,-115.17,
48:40.4,0.00:06:55:766,-0.94,-0.14,-0.31,0.02493,-0.01425,-0.002188,-0.004666,-85.64,-8.97,60.78,18.72,57.82,0.02493,0.01515,0.009778,-16.033,-18.195,-20.098,0.03,-115.12,
48:40.4,0.00:06:55:797,-0.94,-0.14,-0.31,0.02493,-0.01425,-0.002182,-0.004669,-85.65,-8.97,60.79,18.73,57.83,0.02493,0.01515,0.009775,-16.033,-18.195,-20.099,0.03,-115.05,
48:40.5,0.00:06:55:844,-0.94,-0.14,-0.31,0.02493,-0.01426,-0.002183,-0.004662,-85.65,-8.96,60.8,18.7,57.85,0.02493,0.01516,0.009774,-16.032,-18.193,-20.099,0.03,-115.09,
48:40.5,0.00:06:55:875,-0.94,-0.14,-0.31,0.02493,-0.01425,-0.002181,-0.004665,-85.65,-8.96,60.79,18.71,57.84,0.02493,0.01516,0.009773,-16.033,-18.194,-20.1,0.03,-115.05,
48:40.5,0.00:06:55:906,-0.94,-0.14,-0.31,0.02493,-0.01425,-0.002186,-0.004669,-85.64,-8.97,60.8,18.73,57.85,0.02493,0.01516,0.00977,-16.033,-18.194,-20.101,0.03,-115.09,
48:40.6,0.00:06:55:938,-0.94,-0.14,-0.31,0.02493,-0.01426,-0.002178,-0.004669,-85.66,-8.97,60.82,18.73,57.87,0.02493,0.01516,0.009765,-16.034,-18.193,-20.103,0.03,-115.01,
48:40.6,0.00:06:55:969,-0.94,-0.14,-0.31,0.02492,-0.01426,-0.002166,-0.004671,-85.68,-8.97,60.82,18.74,57.86,0.02492,0.01516,0.009763,-16.035,-18.194,-20.104,0.03,-114.88,
48:40.6,0.00:06:56:000,-0.94,-0.14,-0.31,0.02492,-0.01426,-0.002185,-0.004676,-85.64,-8.98,60.85,18.76,57.88,0.02492,0.01517,0.009759,-16.034,-18.192,-20.106,0.03,-115.05,
48:40.7,0.00:06:56:031,-0.94,-0.14,-0.31,0.02492,-0.01426,-0.002177,-0.004675,-85.66,-8.98,60.86,18.76,57.89,0.02492,0.01517,0.009755,-16.034,-18.191,-20.108,0.03,-114.97,
48:40.7,0.00:06:56:078,-0.94,-0.14,-0.31,0.02491,-0.01426,-0.00217,-0.004676,-85.67,-8.98,60.85,18.77,57.89,0.02491,0.01516,0.009752,-16.036,-18.193,-20.109,0.03,-114.9,
48:40.7,0.00:06:56:119,-0.94,-0.14,-0.31,0.02491,-0.01425,-0.002174,-0.004683,-85.66,-9,60.86,18.8,57.88,0.02491,0.01516,0.009748,-16.037,-18.194,-20.111,0.03,-114.9,
48:40.8,0.00:06:56:135,-0.94,-0.14,-0.31,0.02491,-0.01426,-0.002174,-0.004681,-85.67,-8.99,60.88,18.79,57.91,0.02491,0.01517,0.009744,-16.036,-18.191,-20.113,0.03,-114.91,
48:40.8,0.00:06:56:182,-0.94,-0.14,-0.31,0.0249,-0.01425,-0.002184,-0.004685,-85.64,-9,60.87,18.81,57.89,0.0249,0.01516,0.009745,-16.037,-18.193,-20.112,0.03,-115,
48:40.8,0.00:06:56:214,-0.94,-0.14,-0.31,0.02491,-0.01426,-0.002174,-0.004685,-85.67,-9,60.89,18.81,57.91,0.02491,0.01517,0.009742,-16.036,-18.19,-20.113,0.03,-114.89,
48:40.9,0.00:06:56:247,-0.94,-0.14,-0.31,0.02491,-0.01425,-0.002161,-0.004685,-85.69,-9,60.86,18.81,57.88,0.02491,0.01516,0.009747,-16.037,-18.193,-20.111,0.03,-114.77,
48:40.9,0.00:06:56:278,-0.94,-0.14,-0.31,0.02491,-0.01426,-0.002172,-0.004686,-85.67,-9,60.89,18.81,57.91,0.02491,0.01517,0.009741,-16.037,-18.191,-20.114,0.03,-114.87,
48:40.9,0.00:06:56:309,-0.94,-0.14,-0.31,0.0249,-0.01426,-0.002167,-0.004685,-85.68,-9,60.88,18.81,57.9,0.0249,0.01516,0.009742,-16.037,-18.192,-20.113,0.03,-114.82,
48:41.0,0.00:06:56:340,-0.94,-0.14,-0.31,0.0249,-0.01424,-0.002175,-0.004687,-85.66,-9.01,60.86,18.83,57.88,0.0249,0.01515,0.009743,-16.039,-18.195,-20.113,0.03,-114.89,
48:41.0,0.00:06:56:371,-0.94,-0.14,-0.31,0.0249,-0.01425,-0.002171,-0.004686,-85.67,-9,60.88,18.82,57.9,0.0249,0.01516,0.009742,-16.038,-18.193,-20.113,0.03,-114.85,
48:41.0,0.00:06:56:403,-0.94,-0.14,-0.31,0.0249,-0.01425,-0.002174,-0.004685,-85.66,-9,60.87,18.81,57.89,0.0249,0.01516,0.009743,-16.038,-18.194,-20.113,0.03,-114.9,
48:41.1,0.00:06:56:451,-0.94,-0.14,-0.31,0.0249,-0.01425,-0.002176,-0.00468,-85.66,-8.99,60.88,18.8,57.9,0.0249,0.01516,0.009739,-16.039,-18.194,-20.115,0.03,-114.94,
48:41.1,0.00:06:56:482,-0.94,-0.14,-0.31,0.02489,-0.01424,-0.002176,-0.004685,-85.65,-9.01,60.87,18.83,57.88,0.02489,0.01515,0.009739,-16.04,-18.196,-20.115,0.03,-114.92,
48:41.1,0.00:06:56:513,-0.94,-0.14,-0.31,0.02489,-0.01425,-0.002189,-0.004681,-85.63,-8.99,60.89,18.81,57.92,0.02489,0.01516,0.009735,-16.039,-18.193,-20.117,0.03,-115.06,
48:41.2,0.00:06:56:545,-0.94,-0.14,-0.31,0.02489,-0.01425,-0.002179,-0.00468,-85.65,-8.99,60.91,18.8,57.93,0.02489,0.01516,0.00973,-16.04,-18.193,-20.119,0.03,-114.97,
48:41.2,0.00:06:56:576,-0.94,-0.14,-0.31,0.02488,-0.01424,-0.002182,-0.004676,-85.64,-8.99,60.88,18.79,57.91,0.02488,0.01515,0.009733,-16.041,-18.196,-20.118,0.03,-115.02,
48:41.2,0.00:06:56:607,-0.94,-0.14,-0.31,0.02488,-0.01424,-0.002184,-0.004678,-85.64,-8.99,60.89,18.8,57.91,0.02488,0.01515,0.009732,-16.041,-18.196,-20.118,0.03,-115.02,
48:41.3,0.00:06:56:654,-0.94,-0.14,-0.31,0.02488,-0.01424,-0.002187,-0.004673,-85.63,-8.98,60.88,18.78,57.91,0.02488,0.01515,0.009733,-16.041,-18.196,-20.118,0.03,-115.08,
48:41.3,0.00:06:56:685,-0.94,-0.14,-0.31,0.02487,-0.01423,-0.002192,-0.004675,-85.62,-8.99,60.86,18.79,57.89,0.02487,0.01514,0.009735,-16.043,-18.199,-20.117,0.03,-115.12,
48:41.4,0.00:06:56:716,-0.94,-0.15,-0.31,0.02488,-0.01424,-0.002196,-0.004669,-85.62,-8.98,60.87,18.77,57.9,0.02488,0.01514,0.009735,-16.042,-18.198,-20.116,0.03,-115.19,
48:41.4,0.00:06:56:748,-0.94,-0.14,-0.31,0.02487,-0.01423,-0.002189,-0.004664,-85.63,-8.97,60.84,18.75,57.88,0.02487,0.01513,0.009741,-16.043,-18.201,-20.114,0.03,-115.14,
48:41.4,0.00:06:56:779,-0.94,-0.14,-0.31,0.02487,-0.01423,-0.002188,-0.004663,-85.63,-8.97,60.85,18.75,57.89,0.02487,0.01514,0.009737,-16.043,-18.2,-20.116,0.03,-115.14,
48:41.4,0.00:06:56:810,-0.94,-0.15,-0.31,0.02487,-0.01423,-0.002196,-0.004663,-85.61,-8.97,60.86,18.75,57.9,0.02487,0.01514,0.009734,-16.043,-18.2,-20.117,0.03,-115.22,
48:41.5,0.00:06:56:841,-0.94,-0.14,-0.31,0.02488,-0.01424,-0.002194,-0.004659,-85.62,-8.96,60.87,18.73,57.91,0.02488,0.01514,0.009734,-16.042,-18.198,-20.117,0.03,-115.21,
48:41.5,0.00:06:56:888,-0.94,-0.14,-0.31,0.02487,-0.01424,-0.002181,-0.004659,-85.64,-8.96,60.86,18.73,57.91,0.02487,0.01514,0.009734,-16.043,-18.2,-20.117,0.03,-115.08,
48:41.5,0.00:06:56:919,-0.94,-0.14,-0.31,0.02486,-0.01423,-0.002192,-0.004662,-85.62,-8.97,60.85,18.75,57.89,0.02486,0.01513,0.009733,-16.044,-18.202,-20.117,0.03,-115.18,
48:41.6,0.00:06:56:951,-0.94,-0.14,-0.31,0.02487,-0.01424,-0.002188,-0.004659,-85.63,-8.96,60.87,18.73,57.92,0.02487,0.01514,0.009732,-16.043,-18.199,-20.118,0.03,-115.16,
48:41.6,0.00:06:56:982,-0.94,-0.14,-0.31,0.02486,-0.01423,-0.002176,-0.004664,-85.65,-8.98,60.86,18.76,57.9,0.02486,0.01513,0.009729,-16.045,-18.202,-20.119,0.03,-115.01,
48:41.6,0.00:06:57:013,-0.94,-0.14,-0.31,0.02486,-0.01423,-0.002176,-0.004663,-85.65,-8.97,60.87,18.76,57.91,0.02486,0.01513,0.009727,-16.045,-18.201,-20.12,0.03,-115.02,
48:41.7,0.00:06:57:045,-0.94,-0.14,-0.31,0.02485,-0.01423,-0.002181,-0.004665,-85.64,-8.98,60.87,18.77,57.91,0.02485,0.01513,0.009724,-16.046,-18.202,-20.121,0.03,-115.06,
48:41.7,0.00:06:57:091,-0.94,-0.14,-0.31,0.02485,-0.01423,-0.002171,-0.004667,-85.66,-8.98,60.87,18.78,57.9,0.02485,0.01513,0.009725,-16.046,-18.202,-20.121,0.03,-114.94,
48:41.8,0.00:06:57:123,-0.94,-0.14,-0.31,0.02485,-0.01422,-0.002171,-0.004669,-85.66,-8.99,60.88,18.79,57.9,0.02485,0.01513,0.009722,-16.047,-18.203,-20.123,0.03,-114.94,
48:41.8,0.00:06:57:154,-0.94,-0.14,-0.31,0.02485,-0.01423,-0.002174,-0.004673,-85.66,-8.99,60.89,18.8,57.91,0.02485,0.01513,0.00972,-16.046,-18.201,-20.123,0.03,-114.95,
48:41.8,0.00:06:57:185,-0.94,-0.14,-0.31,0.02484,-0.01422,-0.002161,-0.004672,-85.68,-9,60.88,18.81,57.9,0.02484,0.01512,0.00972,-16.048,-18.203,-20.123,0.03,-114.82,
48:41.8,0.00:06:57:216,-0.94,-0.14,-0.31,0.02485,-0.01422,-0.002164,-0.004677,-85.68,-9,60.89,18.82,57.9,0.02485,0.01513,0.009719,-16.047,-18.202,-20.124,0.03,-114.83,
48:41.9,0.00:06:57:248,-0.94,-0.14,-0.31,0.02485,-0.01423,-0.002178,-0.004682,-85.65,-9.01,60.9,18.84,57.91,0.02485,0.01513,0.009718,-16.046,-18.2,-20.124,0.03,-114.94,
48:41.9,0.00:06:57:294,-0.94,-0.14,-0.31,0.02485,-0.01422,-0.002168,-0.004684,-85.67,-9.02,60.89,18.85,57.9,0.02485,0.01513,0.00972,-16.046,-18.201,-20.123,0.03,-114.84,
48:42.0,0.00:06:57:326,-0.94,-0.14,-0.31,0.02485,-0.01422,-0.002165,-0.004686,-85.67,-9.02,60.87,18.86,57.88,0.02485,0.01513,0.009722,-16.047,-18.203,-20.122,0.03,-114.79,
48:42.0,0.00:06:57:357,-0.94,-0.14,-0.31,0.02485,-0.01422,-0.002168,-0.004689,-85.67,-9.03,60.88,18.87,57.88,0.02485,0.01513,0.009723,-16.047,-18.202,-20.122,0.03,-114.81,
48:42.0,0.00:06:57:388,-0.94,-0.14,-0.31,0.02485,-0.01422,-0.002163,-0.004697,-85.68,-9.04,60.89,18.9,57.88,0.02485,0.01513,0.00972,-16.047,-18.202,-20.123,0.03,-114.73,
48:42.1,0.00:06:57:419,-0.94,-0.14,-0.31,0.02485,-0.01422,-0.002161,-0.004697,-85.68,-9.04,60.87,18.9,57.87,0.02485,0.01513,0.009723,-16.047,-18.202,-20.122,0.03,-114.71,
48:42.1,0.00:06:57:451,-0.94,-0.14,-0.31,0.02484,-0.01421,-0.002157,-0.004702,-85.68,-9.06,60.86,18.93,57.84,0.02484,0.01512,0.009724,-16.048,-18.204,-20.122,0.03,-114.64,
48:42.1,0.00:06:57:498,-0.94,-0.14,-0.31,0.02485,-0.01421,-0.002172,-0.004705,-85.65,-9.06,60.86,18.93,57.84,0.02485,0.01512,0.009727,-16.047,-18.204,-20.12,0.03,-114.78,
