Difference,Equation,alpha(rad),beta(rad),gamma(rad),R^2,Linear?
0.0,Not linear,0.0,0.0,0.0,0.0000,False
1.1102230246251565e-16,Not linear,0.0,0.08267349088394192,0.0,0.0000,False
0.0,Not linear,0.0,0.16534698176788384,0.0,0.0000,False
0.0,Not linear,0.0,0.24802047265182575,0.0,0.0000,False
0.0,Not linear,0.0,0.3306939635357677,0.0,0.0000,False
2.220446049250313e-16,Not linear,0.0,0.4133674544197096,0.0,0.0000,False
0.0,Not linear,0.0,0.4960409453036515,0.0,0.0000,False
0.0,Not linear,0.0,0.5787144361875934,0.0,0.0000,False
2.220446049250313e-16,Not linear,0.0,0.6613879270715354,0.0,0.0000,False
0.0,Not linear,0.0,0.7440614179554773,0.0,-0.0000,False
0.0,Not linear,0.0,0.8267349088394192,0.0,0.0000,False
1.6653345369377348e-16,Not linear,0.0,0.9094083997233612,0.0,0.0000,False
-5.551115123125783e-17,Not linear,0.0,0.992081890607303,0.0,0.0000,False
1.1102230246251565e-16,Not linear,0.0,1.074755381491245,0.0,0.0000,False
1.1102230246251565e-16,Not linear,0.0,1.1574288723751869,0.0,0.0000,False
0.0,Not linear,0.0,1.2401023632591288,0.0,0.0000,False
0.0,Not linear,0.0,1.3227758541430708,0.0,0.0000,False
0.0,Not linear,0.0,1.4054493450270127,0.0,0.0000,False
1.1102230246251565e-16,Not linear,0.0,1.4881228359109546,0.0,0.0000,False
0.0,Not linear,0.0,1.5707963267948966,0.0,0.0000,False
1.1102230246251565e-16,Not linear,0.0,0.0,0.08267349088394192,0.0000,False
0.0012656177101064703,Not linear,0.0,0.08267349088394192,0.08267349088394192,0.9381,False
0.002496712668300649,Not linear,0.0,0.16534698176788384,0.08267349088394192,0.9381,False
0.003659703813347459,Not linear,0.0,0.24802047265182575,0.08267349088394192,0.9381,False
0.00472286777850206,Not linear,0.0,0.3306939635357677,0.08267349088394192,0.9381,False
0.005657204222256573,Not linear,0.0,0.4133674544197096,0.08267349088394192,0.9381,False
0.006437226882059055,Not linear,0.0,0.4960409453036515,0.08267349088394192,0.9381,False
0.007041658773116466,Not linear,0.0,0.5787144361875934,0.08267349088394192,0.9381,False
0.007454012569078003,Not linear,0.0,0.6613879270715354,0.08267349088394192,0.9381,False
-0.007663040333315649,Not linear,0.0,0.7440614179554773,0.08267349088394192,0.9381,False
-0.007663040333315441,Not linear,0.0,0.8267349088394192,0.08267349088394192,0.9381,False
-0.007454012569077795,Not linear,0.0,0.9094083997233612,0.08267349088394192,0.9381,False
-0.007041658773116577,Not linear,0.0,0.992081890607303,0.08267349088394192,0.9381,False
-0.006437226882058944,Not linear,0.0,1.074755381491245,0.08267349088394192,0.9381,False
-0.005657204222256684,Not linear,0.0,1.1574288723751869,0.08267349088394192,0.9381,False
-0.004722867778502171,Not linear,0.0,1.2401023632591288,0.08267349088394192,0.9381,False
-0.003659703813347459,Not linear,0.0,1.3227758541430708,0.08267349088394192,0.9381,False
-0.002496712668300427,Not linear,0.0,1.4054493450270127,0.08267349088394192,0.9381,False
-0.0012656177101064703,Not linear,0.0,1.4881228359109546,0.08267349088394192,0.9381,False
1.1102230246251565e-16,Not linear,0.0,1.5707963267948966,0.08267349088394192,0.0000,False
0.0,Not linear,0.0,0.0,0.16534698176788384,0.0000,False
0.002496712668300649,Not linear,0.0,0.08267349088394192,0.16534698176788384,0.9381,False
0.004925321523453929,Not linear,0.0,0.16534698176788384,0.16534698176788384,0.9381,False
0.007219580446802598,Not linear,0.0,0.24802047265182575,0.16534698176788384,0.9381,False
0.009316908035604143,Not linear,0.0,0.3306939635357677,0.16534698176788384,0.9381,False
0.011160094660560893,Not linear,0.0,0.4133674544197096,0.16534698176788384,0.9381,False
0.012698862995372984,Not linear,0.0,0.4960409453036515,0.16534698176788384,0.9381,False
0.013891239451136697,Not linear,0.0,0.5787144361875934,0.16534698176788384,0.9381,False
-0.014704699106432143,Not linear,0.0,0.6613879270715354,0.16534698176788384,0.9381,False
-0.015117052902393652,Not linear,0.0,0.7440614179554773,0.16534698176788384,0.9381,False
-0.015117052902393568,Not linear,0.0,0.8267349088394192,0.16534698176788384,0.9381,False
-0.014704699106431685,Not linear,0.0,0.9094083997233612,0.16534698176788384,0.9381,False
-0.013891239451136683,Not linear,0.0,0.992081890607303,0.16534698176788384,0.9381,False
-0.012698862995372928,Not linear,0.0,1.074755381491245,0.16534698176788384,0.9381,False
-0.011160094660560782,Not linear,0.0,1.1574288723751869,0.16534698176788384,0.9381,False
-0.009316908035604143,Not linear,0.0,1.2401023632591288,0.16534698176788384,0.9381,False
-0.007219580446802487,Not linear,0.0,1.3227758541430708,0.16534698176788384,0.9381,False
-0.004925321523453929,Not linear,0.0,1.4054493450270127,0.16534698176788384,0.9381,False
-0.002496712668300427,Not linear,0.0,1.4881228359109546,0.16534698176788384,0.9381,False
0.0,Not linear,0.0,1.5707963267948966,0.16534698176788384,0.0000,False
0.0,Not linear,0.0,0.0,0.24802047265182575,0.0000,False
0.003659703813347348,Not linear,0.0,0.08267349088394192,0.24802047265182575,0.9381,False
0.007219580446802598,Not linear,0.0,0.16534698176788384,0.24802047265182575,0.9381,False
0.010582525745710836,Not linear,0.0,0.24802047265182575,0.24802047265182575,0.9381,False
0.013656807328861209,Not linear,0.0,0.3306939635357677,0.24802047265182575,0.9381,False
0.01635856680872058,Not linear,0.0,0.4133674544197096,0.24802047265182575,0.9381,False
0.018614107229638716,Not linear,0.0,0.4960409453036515,0.24802047265182575,0.9381,False
-0.020361903328688466,Not linear,0.0,0.5787144361875934,0.24802047265182575,0.9381,False
-0.021554279784451957,Not linear,0.0,0.6613879270715354,0.24802047265182575,0.9381,False
-0.022158711675509646,Not linear,0.0,0.7440614179554773,0.24802047265182575,0.9381,False
-0.02215871167550998,Not linear,0.0,0.8267349088394192,0.24802047265182575,0.9381,False
-0.021554279784452124,Not linear,0.0,0.9094083997233612,0.24802047265182575,0.9381,False
-0.02036190332868859,Not linear,0.0,0.992081890607303,0.24802047265182575,0.9381,False
