power 1 (W),time (seconds since jan 1 1975),power 2 (W),time (seconds since jan 1 1975),,,
2.11E-05,1750367228,3.49E-05,1750367228,-2.46E-01,,
2.11E-05,1750367228,3.49E-05,1750367228,-2.46E-01,,
2.11E-05,1750367228,3.49E-05,1750367229,-2.46E-01,,
2.11E-05,1750367228,3.49E-05,1750367229,-2.46E-01,,
2.11E-05,1750367228,3.50E-05,1750367229,-2.48E-01,,
2.11E-05,1750367228,3.50E-05,1750367229,-2.48E-01,,
2.11E-05,1750367228,3.50E-05,1750367229,-2.48E-01,,
2.11E-05,1750367229,3.49E-05,1750367229,-2.46E-01,,
2.11E-05,1750367229,3.49E-05,1750367229,-2.46E-01,,
2.11E-05,1750367229,3.49E-05,1750367229,-2.46E-01,,
2.11E-05,1750367229,3.49E-05,1750367229,-2.46E-01,,
2.11E-05,1750367229,3.49E-05,1750367229,-2.46E-01,,
2.11E-05,1750367229,3.48E-05,1750367229,-2.45E-01,,
2.11E-05,1750367229,3.48E-05,1750367229,-2.45E-01,,
2.11E-05,1750367229,3.48E-05,1750367229,-2.45E-01,,
2.11E-05,1750367229,3.48E-05,1750367229,-2.45E-01,,
2.11E-05,1750367229,3.47E-05,1750367229,-2.44E-01,,
2.11E-05,1750367229,3.47E-05,1750367230,-2.44E-01,,
2.11E-05,1750367229,3.47E-05,1750367230,-2.44E-01,,
2.11E-05,1750367229,3.47E-05,1750367230,-2.44E-01,,
2.11E-05,1750367229,3.47E-05,1750367230,-2.44E-01,,
2.11E-05,1750367229,3.47E-05,1750367230,-2.44E-01,,
2.11E-05,1750367230,3.47E-05,1750367230,-2.44E-01,,
2.11E-05,1750367230,3.47E-05,1750367230,-2.44E-01,,
2.11E-05,1750367230,3.47E-05,1750367230,-2.44E-01,,
2.11E-05,1750367230,3.47E-05,1750367230,-2.44E-01,,
2.11E-05,1750367230,3.48E-05,1750367230,-2.45E-01,,
2.11E-05,1750367230,3.48E-05,1750367230,-2.45E-01,,
2.11E-05,1750367230,3.48E-05,1750367230,-2.45E-01,,
2.11E-05,1750367230,3.48E-05,1750367230,-2.45E-01,,
2.11E-05,1750367230,3.49E-05,1750367230,-2.46E-01,,
2.11E-05,1750367230,3.49E-05,1750367231,-2.46E-01,,
2.11E-05,1750367230,3.49E-05,1750367231,-2.46E-01,,
2.11E-05,1750367230,3.49E-05,1750367231,-2.46E-01,,
2.11E-05,1750367230,3.49E-05,1750367231,-2.46E-01,,
2.11E-05,1750367230,3.49E-05,1750367231,-2.46E-01,,
2.11E-05,1750367230,3.49E-05,1750367231,-2.46E-01,,
2.11E-05,1750367231,3.49E-05,1750367231,-2.46E-01,,
2.11E-05,1750367231,3.49E-05,1750367231,-2.46E-01,,
2.11E-05,1750367231,3.49E-05,1750367231,-2.46E-01,,
2.11E-05,1750367231,3.49E-05,1750367231,-2.46E-01,,
2.11E-05,1750367231,3.49E-05,1750367231,-2.46E-01,,
2.11E-05,1750367231,3.49E-05,1750367231,-2.46E-01,,
2.11E-05,1750367231,3.49E-05,1750367231,-2.46E-01,,
2.11E-05,1750367231,3.49E-05,1750367231,-2.46E-01,,
2.11E-05,1750367231,3.49E-05,1750367231,-2.46E-01,,
2.11E-05,1750367231,3.49E-05,1750367232,-2.46E-01,,
2.12E-05,1750367231,3.49E-05,1750367232,-2.44E-01,,
2.12E-05,1750367231,3.49E-05,1750367232,-2.44E-01,,
2.12E-05,1750367231,3.49E-05,1750367232,-2.44E-01,,
2.12E-05,1750367231,3.49E-05,1750367232,-2.44E-01,,
2.12E-05,1750367232,3.49E-05,1750367232,-2.44E-01,,
2.12E-05,1750367232,3.48E-05,1750367232,-2.43E-01,,
2.11E-05,1750367232,3.48E-05,1750367232,-2.45E-01,,
2.11E-05,1750367232,3.48E-05,1750367232,-2.45E-01,,
2.11E-05,1750367232,3.48E-05,1750367232,-2.45E-01,,
2.11E-05,1750367232,3.48E-05,1750367232,-2.45E-01,,
2.11E-05,1750367232,3.48E-05,1750367232,-2.45E-01,,
2.12E-05,1750367232,3.48E-05,1750367232,-2.43E-01,,
2.12E-05,1750367232,3.47E-05,1750367232,-2.42E-01,,
2.12E-05,1750367232,3.47E-05,1750367232,-2.42E-01,,
2.12E-05,1750367232,3.47E-05,1750367233,-2.42E-01,,
2.12E-05,1750367232,3.47E-05,1750367233,-2.42E-01,,
2.12E-05,1750367232,3.47E-05,1750367233,-2.42E-01,,
2.12E-05,1750367232,3.47E-05,1750367233,-2.42E-01,,
2.12E-05,1750367232,3.47E-05,1750367233,-2.42E-01,,
2.12E-05,1750367233,3.47E-05,1750367233,-2.42E-01,,
2.12E-05,1750367233,3.47E-05,1750367233,-2.42E-01,,
2.12E-05,1750367233,3.47E-05,1750367233,-2.42E-01,,
2.13E-05,1750367233,3.47E-05,1750367233,-2.39E-01,,
2.13E-05,1750367233,3.47E-05,1750367233,-2.39E-01,,
2.12E-05,1750367233,3.47E-05,1750367233,-2.42E-01,,
2.12E-05,1750367233,3.47E-05,1750367233,-2.42E-01,,
2.12E-05,1750367233,3.47E-05,1750367233,-2.42E-01,,
2.12E-05,1750367233,3.47E-05,1750367233,-2.42E-01,,
2.12E-05,1750367233,3.47E-05,1750367233,-2.42E-01,,
2.12E-05,1750367233,3.47E-05,1750367234,-2.42E-01,,
2.12E-05,1750367233,3.47E-05,1750367234,-2.42E-01,,
2.12E-05,1750367233,3.48E-05,1750367234,-2.43E-01,,
2.12E-05,1750367233,3.48E-05,1750367234,-2.43E-01,,
2.12E-05,1750367233,3.48E-05,1750367234,-2.43E-01,,
2.12E-05,1750367234,3.48E-05,1750367234,-2.43E-01,,
2.11E-05,1750367234,3.48E-05,1750367234,-2.45E-01,,
2.11E-05,1750367234,3.48E-05,1750367234,-2.45E-01,,
2.11E-05,1750367234,3.48E-05,1750367234,-2.45E-01,,
2.11E-05,1750367234,3.48E-05,1750367234,-2.45E-01,,
2.11E-05,1750367234,3.48E-05,1750367234,-2.45E-01,,
2.11E-05,1750367234,3.48E-05,1750367234,-2.45E-01,,
2.11E-05,1750367234,3.48E-05,1750367234,-2.45E-01,,
2.11E-05,1750367234,3.48E-05,1750367234,-2.45E-01,,
2.11E-05,1750367234,3.48E-05,1750367234,-2.45E-01,,
2.11E-05,1750367234,3.48E-05,1750367235,-2.45E-01,,
2.11E-05,1750367234,3.48E-05,1750367235,-2.45E-01,,
2.11E-05,1750367234,3.48E-05,1750367235,-2.45E-01,,
2.11E-05,1750367234,3.48E-05,1750367235,-2.45E-01,,
2.11E-05,1750367234,3.48E-05,1750367235,-2.45E-01,,
2.11E-05,1750367235,3.48E-05,1750367235,-2.45E-01,,
2.11E-05,1750367235,3.48E-05,1750367235,-2.45E-01,,
2.11E-05,1750367235,3.48E-05,1750367235,-2.45E-01,,
2.12E-05,1750367235,3.48E-05,1750367235,-2.43E-01,,
2.12E-05,1750367235,3.48E-05,1750367235,-2.43E-01,,
2.12E-05,1750367235,3.48E-05,1750367235,-2.43E-01,,
2.12E-05,1750367235,3.48E-05,1750367235,-2.43E-01,,
2.12E-05,1750367235,3.48E-05,1750367235,-2.43E-01,,
2.12E-05,1750367235,3.48E-05,1750367235,-2.43E-01,,
2.12E-05,1750367235,3.48E-05,1750367235,-2.43E-01,,
2.11E-05,1750367235,3.48E-05,1750367236,-2.45E-01,,
2.11E-05,1750367235,3.49E-05,1750367236,-2.46E-01,,
2.11E-05,1750367235,3.48E-05,1750367236,-2.45E-01,,
2.11E-05,1750367235,3.49E-05,1750367236,-2.46E-01,,
2.11E-05,1750367235,3.49E-05,1750367236,-2.46E-01,,
2.11E-05,1750367236,3.49E-05,1750367236,-2.46E-01,,
2.11E-05,1750367236,3.49E-05,1750367236,-2.46E-01,,
2.11E-05,1750367236,3.49E-05,1750367236,-2.46E-01,,
2.11E-05,1750367236,3.49E-05,1750367236,-2.46E-01,,
2.11E-05,1750367236,3.48E-05,1750367236,-2.45E-01,,
2.11E-05,1750367236,3.48E-05,1750367236,-2.45E-01,,
2.11E-05,1750367236,3.48E-05,1750367236,-2.45E-01,,
2.12E-05,1750367236,3.49E-05,1750367236,-2.44E-01,,
2.12E-05,1750367236,3.49E-05,1750367236,-2.44E-01,,
2.12E-05,1750367236,3.49E-05,1750367237,-2.44E-01,,
2.12E-05,1750367236,3.49E-05,1750367237,-2.44E-01,,
2.12E-05,1750367236,3.49E-05,1750367237,-2.44E-01,,
2.12E-05,1750367236,3.49E-05,1750367237,-2.44E-01,,
2.12E-05,1750367236,3.48E-05,1750367237,-2.43E-01,,
2.12E-05,1750367236,3.48E-05,1750367237,-2.43E-01,,
2.12E-05,1750367237,3.48E-05,1750367237,-2.43E-01,,
2.12E-05,1750367237,3.48E-05,1750367237,-2.43E-01,,
2.12E-05,1750367237,3.48E-05,1750367237,-2.43E-01,,
2.12E-05,1750367237,3.48E-05,1750367237,-2.43E-01,,
2.12E-05,1750367237,3.48E-05,1750367237,-2.43E-01,,
2.12E-05,1750367237,3.48E-05,1750367237,-2.43E-01,,
2.12E-05,1750367237,3.48E-05,1750367237,-2.43E-01,,
2.12E-05,1750367237,3.48E-05,1750367237,-2.43E-01,,
2.12E-05,1750367237,3.48E-05,1750367238,-2.43E-01,,
2.12E-05,1750367237,3.48E-05,1750367238,-2.43E-01,,
2.12E-05,1750367237,3.48E-05,1750367238,-2.43E-01,,
2.12E-05,1750367237,3.48E-05,1750367238,-2.43E-01,,
2.12E-05,1750367237,3.48E-05,1750367238,-2.43E-01,,
2.12E-05,1750367237,3.47E-05,1750367238,-2.42E-01,,
2.12E-05,1750367237,3.47E-05,1750367238,-2.42E-01,,
2.11E-05,1750367238,3.47E-05,1750367238,-2.44E-01,,
2.11E-05,1750367238,3.47E-05,1750367238,-2.44E-01,,
2.11E-05,1750367238,3.47E-05,1750367238,-2.44E-01,,
2.11E-05,1750367238,3.47E-05,1750367238,-2.44E-01,,
2.11E-05,1750367238,3.47E-05,1750367238,-2.44E-01,,
2.11E-05,1750367238,3.48E-05,1750367238,-2.45E-01,,
2.11E-05,1750367238,3.48E-05,1750367238,-2.45E-01,,
2.11E-05,1750367238,3.48E-05,1750367238,-2.45E-01,,
2.11E-05,1750367238,3.48E-05,1750367239,-2.45E-01,,
2.11E-05,1750367238,3.49E-05,1750367239,-2.46E-01,,
2.11E-05,1750367238,3.49E-05,1750367239,-2.46E-01,,
2.10E-05,1750367238,3.49E-05,1750367239,-2.49E-01,,
2.10E-05,1750367238,3.49E-05,1750367239,-2.49E-01,,
2.10E-05,1750367238,3.49E-05,1750367239,-2.49E-01,,
2.10E-05,1750367239,3.49E-05,1750367239,-2.49E-01,,
2.10E-05,1750367239,3.50E-05,1750367239,-2.50E-01,,
2.10E-05,1750367239,3.50E-05,1750367239,-2.50E-01,,
2.10E-05,1750367239,3.50E-05,1750367239,-2.50E-01,,
2.10E-05,1750367239,3.50E-05,1750367239,-2.50E-01,,
2.10E-05,1750367239,3.50E-05,1750367239,-2.50E-01,,
2.10E-05,1750367239,3.50E-05,1750367239,-2.50E-01,,
2.10E-05,1750367239,3.50E-05,1750367239,-2.50E-01,,
2.10E-05,1750367239,3.50E-05,1750367239,-2.50E-01,,
2.11E-05,1750367239,3.50E-05,1750367240,-2.48E-01,,
2.11E-05,1750367239,3.49E-05,1750367240,-2.46E-01,,
2.11E-05,1750367239,3.49E-05,1750367240,-2.46E-01,,
2.11E-05,1750367239,3.49E-05,1750367240,-2.46E-01,,
2.10E-05,1750367239,3.49E-05,1750367240,-2.49E-01,,
2.11E-05,1750367240,3.49E-05,1750367240,-2.46E-01,,
2.10E-05,1750367240,3.49E-05,1750367240,-2.49E-01,,
2.10E-05,1750367240,3.49E-05,1750367240,-2.49E-01,,
2.10E-05,1750367240,3.48E-05,1750367240,-2.47E-01,,
2.10E-05,1750367240,3.48E-05,1750367240,-2.47E-01,,
2.10E-05,1750367240,3.48E-05,1750367240,-2.47E-01,,
2.10E-05,1750367240,3.48E-05,1750367240,-2.47E-01,,
2.10E-05,1750367240,3.48E-05,1750367240,-2.47E-01,,
2.10E-05,1750367240,3.48E-05,1750367240,-2.47E-01,,
2.11E-05,1750367240,3.48E-05,1750367241,-2.45E-01,,
2.11E-05,1750367240,3.48E-05,1750367241,-2.45E-01,,
2.11E-05,1750367240,3.48E-05,1750367241,-2.45E-01,,
2.11E-05,1750367240,3.48E-05,1750367241,-2.45E-01,,
2.10E-05,1750367240,3.48E-05,1750367241,-2.47E-01,,
2.10E-05,1750367241,3.48E-05,1750367241,-2.47E-01,,
2.10E-05,1750367241,3.48E-05,1750367241,-2.47E-01,,
2.10E-05,1750367241,3.48E-05,1750367241,-2.47E-01,,
2.10E-05,1750367241,3.49E-05,1750367241,-2.49E-01,,
2.10E-05,1750367241,3.49E-05,1750367241,-2.49E-01,,
2.10E-05,1750367241,3.49E-05,1750367241,-2.49E-01,,
2.10E-05,1750367241,3.49E-05,1750367241,-2.49E-01,,
2.10E-05,1750367241,3.49E-05,1750367241,-2.49E-01,,
2.10E-05,1750367241,3.49E-05,1750367241,-2.49E-01,,
2.10E-05,1750367241,3.49E-05,1750367241,-2.49E-01,,
2.10E-05,1750367241,3.49E-05,1750367242,-2.49E-01,,
2.10E-05,1750367241,3.49E-05,1750367242,-2.49E-01,,
2.10E-05,1750367241,3.49E-05,1750367242,-2.49E-01,,
2.10E-05,1750367241,3.49E-05,1750367242,-2.49E-01,,
2.10E-05,1750367241,3.49E-05,1750367242,-2.49E-01,,
2.10E-05,1750367242,3.49E-05,1750367242,-2.49E-01,,
2.10E-05,1750367242,3.49E-05,1750367242,-2.49E-01,,
2.10E-05,1750367242,3.49E-05,1750367242,-2.49E-01,,
2.10E-05,1750367242,3.49E-05,1750367242,-2.49E-01,,
2.10E-05,1750367242,3.49E-05,1750367242,-2.49E-01,,
2.10E-05,1750367242,3.49E-05,1750367242,-2.49E-01,,
2.10E-05,1750367242,3.49E-05,1750367242,-2.49E-01,,
2.10E-05,1750367242,3.49E-05,1750367242,-2.49E-01,,
2.10E-05,1750367242,3.49E-05,1750367242,-2.49E-01,,
2.10E-05,1750367242,3.49E-05,1750367242,-2.49E-01,,
2.10E-05,1750367242,3.49E-05,1750367243,-2.49E-01,,
2.10E-05,1750367242,3.49E-05,1750367243,-2.49E-01,,
2.10E-05,1750367242,3.49E-05,1750367243,-2.49E-01,,
2.10E-05,1750367243,3.49E-05,1750367243,-2.49E-01,,
2.10E-05,1750367243,3.49E-05,1750367243,-2.49E-01,,
2.10E-05,1750367243,3.49E-05,1750367243,-2.49E-01,,
2.10E-05,1750367243,3.49E-05,1750367243,-2.49E-01,,
2.10E-05,1750367243,3.49E-05,1750367243,-2.49E-01,,
2.10E-05,1750367243,3.49E-05,1750367243,-2.49E-01,,
2.11E-05,1750367243,3.49E-05,1750367243,-2.46E-01,,
2.11E-05,1750367243,3.49E-05,1750367243,-2.46E-01,,
2.11E-05,1750367243,3.48E-05,1750367243,-2.45E-01,,
2.11E-05,1750367243,3.48E-05,1750367243,-2.45E-01,,
2.11E-05,1750367243,3.48E-05,1750367243,-2.45E-01,,
2.11E-05,1750367243,3.48E-05,1750367243,-2.45E-01,,
2.11E-05,1750367243,3.48E-05,1750367244,-2.45E-01,,
2.11E-05,1750367243,3.48E-05,1750367244,-2.45E-01,,
2.11E-05,1750367243,3.49E-05,1750367244,-2.46E-01,,
2.11E-05,1750367244,3.48E-05,1750367244,-2.45E-01,,
2.11E-05,1750367244,3.48E-05,1750367244,-2.45E-01,,
2.11E-05,1750367244,3.48E-05,1750367244,-2.45E-01,,
2.11E-05,1750367244,3.48E-05,1750367244,-2.45E-01,,
2.11E-05,1750367244,3.48E-05,1750367244,-2.45E-01,,
2.11E-05,1750367244,3.48E-05,1750367244,-2.45E-01,,
2.10E-05,1750367244,3.48E-05,1750367244,-2.47E-01,,
2.11E-05,1750367244,3.49E-05,1750367244,-2.46E-01,,
2.10E-05,1750367244,3.49E-05,1750367244,-2.49E-01,,
2.10E-05,1750367244,3.49E-05,1750367244,-2.49E-01,,
2.10E-05,1750367244,3.49E-05,1750367244,-2.49E-01,,
2.10E-05,1750367244,3.49E-05,1750367244,-2.49E-01,,
2.10E-05,1750367244,3.49E-05,1750367245,-2.49E-01,,
2.10E-05,1750367244,3.49E-05,1750367245,-2.49E-01,,
2.10E-05,1750367244,3.49E-05,1750367245,-2.49E-01,,
2.10E-05,1750367245,3.49E-05,1750367245,-2.49E-01,,
2.10E-05,1750367245,3.49E-05,1750367245,-2.49E-01,,
2.10E-05,1750367245,3.49E-05,1750367245,-2.49E-01,,
2.10E-05,1750367245,3.49E-05,1750367245,-2.49E-01,,
2.10E-05,1750367245,3.49E-05,1750367245,-2.49E-01,,
2.10E-05,1750367245,3.49E-05,1750367245,-2.49E-01,,
2.10E-05,1750367245,3.49E-05,1750367245,-2.49E-01,,
2.10E-05,1750367245,3.50E-05,1750367245,-2.50E-01,,
2.10E-05,1750367245,3.50E-05,1750367245,-2.50E-01,,
2.10E-05,1750367245,3.50E-05,1750367245,-2.50E-01,,
2.10E-05,1750367245,3.50E-05,1750367245,-2.50E-01,,
2.10E-05,1750367245,3.50E-05,1750367245,-2.50E-01,,
2.09E-05,1750367245,3.51E-05,1750367246,-2.54E-01,,
2.09E-05,1750367245,3.51E-05,1750367246,-2.54E-01,,
2.09E-05,1750367245,3.51E-05,1750367246,-2.54E-01,,
2.09E-05,1750367246,3.51E-05,1750367246,-2.54E-01,,
2.09E-05,1750367246,3.51E-05,1750367246,-2.54E-01,,
2.09E-05,1750367246,3.50E-05,1750367246,-2.52E-01,,
2.09E-05,1750367246,3.50E-05,1750367246,-2.52E-01,,
2.09E-05,1750367246,3.50E-05,1750367246,-2.52E-01,,
2.09E-05,1750367246,3.50E-05,1750367246,-2.52E-01,,
2.09E-05,1750367246,3.50E-05,1750367246,-2.52E-01,,
2.09E-05,1750367246,3.50E-05,1750367246,-2.52E-01,,
2.09E-05,1750367246,3.50E-05,1750367246,-2.52E-01,,
2.09E-05,1750367246,3.50E-05,1750367246,-2.52E-01,,
2.09E-05,1750367246,3.50E-05,1750367246,-2.52E-01,,
2.09E-05,1750367246,3.50E-05,1750367246,-2.52E-01,,
2.09E-05,1750367246,3.50E-05,1750367247,-2.52E-01,,
2.09E-05,1750367246,3.49E-05,1750367247,-2.51E-01,,
2.09E-05,1750367246,3.49E-05,1750367247,-2.51E-01,,
2.09E-05,1750367247,3.49E-05,1750367247,-2.51E-01,,
2.09E-05,1750367247,3.49E-05,1750367247,-2.51E-01,,
2.09E-05,1750367247,3.49E-05,1750367247,-2.51E-01,,
2.09E-05,1750367247,3.50E-05,1750367247,-2.52E-01,,
2.09E-05,1750367247,3.50E-05,1750367247,-2.52E-01,,
2.09E-05,1750367247,3.50E-05,1750367247,-2.52E-01,,
2.09E-05,1750367247,3.50E-05,1750367247,-2.52E-01,,
2.09E-05,1750367247,3.50E-05,1750367247,-2.52E-01,,
2.09E-05,1750367247,3.50E-05,1750367247,-2.52E-01,,
2.09E-05,1750367247,3.50E-05,1750367247,-2.52E-01,,
2.09E-05,1750367247,3.50E-05,1750367247,-2.52E-01,,
2.08E-05,1750367247,3.51E-05,1750367247,-2.56E-01,,
2.08E-05,1750367247,3.51E-05,1750367248,-2.56E-01,,
2.08E-05,1750367247,3.51E-05,1750367248,-2.56E-01,,
2.08E-05,1750367248,3.51E-05,1750367248,-2.56E-01,,
2.08E-05,1750367248,3.51E-05,1750367248,-2.56E-01,,
2.08E-05,1750367248,3.51E-05,1750367248,-2.56E-01,,
2.08E-05,1750367248,3.51E-05,1750367248,-2.56E-01,,
2.08E-05,1750367248,3.51E-05,1750367248,-2.56E-01,,
2.08E-05,1750367248,3.51E-05,1750367248,-2.56E-01,,
2.08E-05,1750367248,3.51E-05,1750367248,-2.56E-01,,
2.08E-05,1750367248,3.51E-05,1750367248,-2.56E-01,,
2.08E-05,1750367248,3.51E-05,1750367248,-2.56E-01,,
2.08E-05,1750367248,3.51E-05,1750367248,-2.56E-01,,
2.08E-05,1750367248,3.51E-05,1750367248,-2.56E-01,,
2.08E-05,1750367248,3.51E-05,1750367248,-2.56E-01,,
2.08E-05,1750367248,3.51E-05,1750367248,-2.56E-01,,
2.08E-05,1750367248,3.51E-05,1750367249,-2.56E-01,,
2.08E-05,1750367248,3.51E-05,1750367249,-2.56E-01,,
2.08E-05,1750367249,3.51E-05,1750367249,-2.56E-01,,
2.08E-05,1750367249,3.51E-05,1750367249,-2.56E-01,,
2.08E-05,1750367249,3.51E-05,1750367249,-2.56E-01,,
2.08E-05,1750367249,3.51E-05,1750367249,-2.56E-01,,
2.08E-05,1750367249,3.51E-05,1750367249,-2.56E-01,,
2.08E-05,1750367249,3.51E-05,1750367249,-2.56E-01,,
2.08E-05,1750367249,3.51E-05,1750367249,-2.56E-01,,
2.08E-05,1750367249,3.51E-05,1750367249,-2.56E-01,,
2.08E-05,1750367249,3.51E-05,1750367249,-2.56E-01,,
2.08E-05,1750367249,3.51E-05,1750367249,-2.56E-01,,
2.08E-05,1750367249,3.51E-05,1750367249,-2.56E-01,,
2.08E-05,1750367249,3.51E-05,1750367249,-2.56E-01,,
2.08E-05,1750367249,3.51E-05,1750367249,-2.56E-01,,
2.08E-05,1750367249,3.51E-05,1750367250,-2.56E-01,,
2.08E-05,1750367249,3.51E-05,1750367250,-2.56E-01,,
2.08E-05,1750367250,3.51E-05,1750367250,-2.56E-01,,
2.08E-05,1750367250,3.51E-05,1750367250,-2.56E-01,,
2.08E-05,1750367250,3.51E-05,1750367250,-2.56E-01,,
2.08E-05,1750367250,3.51E-05,1750367250,-2.56E-01,,
2.08E-05,1750367250,3.51E-05,1750367250,-2.56E-01,,
2.08E-05,1750367250,3.51E-05,1750367250,-2.56E-01,,
2.08E-05,1750367250,3.51E-05,1750367250,-2.56E-01,,
2.08E-05,1750367250,3.51E-05,1750367250,-2.56E-01,,
2.08E-05,1750367250,3.51E-05,1750367250,-2.56E-01,,
2.08E-05,1750367250,3.51E-05,1750367250,-2.56E-01,,
2.08E-05,1750367250,3.51E-05,1750367250,-2.56E-01,,
2.08E-05,1750367250,3.51E-05,1750367250,-2.56E-01,,
2.08E-05,1750367250,3.51E-05,1750367250,-2.56E-01,,
2.08E-05,1750367250,3.51E-05,1750367251,-2.56E-01,,
2.08E-05,1750367250,3.51E-05,1750367251,-2.56E-01,,
2.08E-05,1750367251,3.51E-05,1750367251,-2.56E-01,,
2.08E-05,1750367251,3.51E-05,1750367251,-2.56E-01,,
2.08E-05,1750367251,3.51E-05,1750367251,-2.56E-01,,
2.08E-05,1750367251,3.51E-05,1750367251,-2.56E-01,,
2.08E-05,1750367251,3.51E-05,1750367251,-2.56E-01,,
2.08E-05,1750367251,3.51E-05,1750367251,-2.56E-01,,
2.08E-05,1750367251,3.51E-05,1750367251,-2.56E-01,,
2.08E-05,1750367251,3.51E-05,1750367251,-2.56E-01,,
2.08E-05,1750367251,3.51E-05,1750367251,-2.56E-01,,
2.08E-05,1750367251,3.51E-05,1750367251,-2.56E-01,,
2.08E-05,1750367251,3.51E-05,1750367251,-2.56E-01,,
2.08E-05,1750367251,3.51E-05,1750367251,-2.56E-01,,
2.08E-05,1750367251,3.51E-05,1750367251,-2.56E-01,,
2.08E-05,1750367251,3.51E-05,1750367252,-2.56E-01,,
2.08E-05,1750367251,3.51E-05,1750367252,-2.56E-01,,
2.08E-05,1750367252,3.51E-05,1750367252,-2.56E-01,,
2.08E-05,1750367252,3.51E-05,1750367252,-2.56E-01,,
2.08E-05,1750367252,3.51E-05,1750367252,-2.56E-01,,
2.08E-05,1750367252,3.51E-05,1750367252,-2.56E-01,,
2.08E-05,1750367252,3.51E-05,1750367252,-2.56E-01,,
2.08E-05,1750367252,3.51E-05,1750367252,-2.56E-01,,
2.08E-05,1750367252,3.51E-05,1750367252,-2.56E-01,,
2.09E-05,1750367252,3.51E-05,1750367252,-2.54E-01,,
2.09E-05,1750367252,3.51E-05,1750367252,-2.54E-01,,
2.09E-05,1750367252,3.51E-05,1750367252,-2.54E-01,,
2.09E-05,1750367252,3.50E-05,1750367252,-2.52E-01,,
2.09E-05,1750367252,3.50E-05,1750367252,-2.52E-01,,
2.09E-05,1750367252,3.50E-05,1750367252,-2.52E-01,,
2.09E-05,1750367252,3.50E-05,1750367253,-2.52E-01,,
2.09E-05,1750367252,3.50E-05,1750367253,-2.52E-01,,
2.09E-05,1750367253,3.50E-05,1750367253,-2.52E-01,,
2.09E-05,1750367253,3.50E-05,1750367253,-2.52E-01,,
2.09E-05,1750367253,3.50E-05,1750367253,-2.52E-01,,
2.09E-05,1750367253,3.50E-05,1750367253,-2.52E-01,,
2.09E-05,1750367253,3.51E-05,1750367253,-2.54E-01,,
2.09E-05,1750367253,3.51E-05,1750367253,-2.54E-01,,
2.09E-05,1750367253,3.51E-05,1750367253,-2.54E-01,,
2.08E-05,1750367253,3.51E-05,1750367253,-2.56E-01,,
2.08E-05,1750367253,3.51E-05,1750367253,-2.56E-01,,
2.08E-05,1750367253,3.51E-05,1750367253,-2.56E-01,,
2.08E-05,1750367253,3.51E-05,1750367253,-2.56E-01,,
2.08E-05,1750367253,3.51E-05,1750367253,-2.56E-01,,
2.08E-05,1750367253,3.51E-05,1750367253,-2.56E-01,,
2.08E-05,1750367253,3.51E-05,1750367254,-2.56E-01,,
2.08E-05,1750367253,3.51E-05,1750367254,-2.56E-01,,
2.08E-05,1750367254,3.51E-05,1750367254,-2.56E-01,,
2.08E-05,1750367254,3.51E-05,1750367254,-2.56E-01,,
2.08E-05,1750367254,3.51E-05,1750367254,-2.56E-01,,
2.08E-05,1750367254,3.51E-05,1750367254,-2.56E-01,,
2.08E-05,1750367254,3.51E-05,1750367254,-2.56E-01,,
2.08E-05,1750367254,3.51E-05,1750367254,-2.56E-01,,
2.08E-05,1750367254,3.51E-05,1750367254,-2.56E-01,,
2.08E-05,1750367254,3.51E-05,1750367254,-2.56E-01,,
2.08E-05,1750367254,3.51E-05,1750367254,-2.56E-01,,
2.08E-05,1750367254,3.51E-05,1750367254,-2.56E-01,,
2.08E-05,1750367254,3.51E-05,1750367254,-2.56E-01,,
2.08E-05,1750367254,3.51E-05,1750367254,-2.56E-01,,
2.08E-05,1750367254,3.50E-05,1750367255,-2.54E-01,,
2.08E-05,1750367254,3.50E-05,1750367255,-2.54E-01,,
2.08E-05,1750367254,3.50E-05,1750367255,-2.54E-01,,
2.08E-05,1750367255,3.50E-05,1750367255,-2.54E-01,,
2.09E-05,1750367255,3.50E-05,1750367255,-2.52E-01,,
2.09E-05,1750367255,3.50E-05,1750367255,-2.52E-01,,
2.08E-05,1750367255,3.50E-05,1750367255,-2.54E-01,,
2.09E-05,1750367255,3.50E-05,1750367255,-2.52E-01,,
2.09E-05,1750367255,3.50E-05,1750367255,-2.52E-01,,
2.09E-05,1750367255,3.50E-05,1750367255,-2.52E-01,,
2.09E-05,1750367255,3.50E-05,1750367255,-2.52E-01,,
2.09E-05,1750367255,3.50E-05,1750367255,-2.52E-01,,
2.09E-05,1750367255,3.50E-05,1750367255,-2.52E-01,,
2.09E-05,1750367255,3.50E-05,1750367255,-2.52E-01,,
2.09E-05,1750367255,3.50E-05,1750367256,-2.52E-01,,
2.09E-05,1750367255,3.50E-05,1750367256,-2.52E-01,,
2.09E-05,1750367255,3.51E-05,1750367256,-2.54E-01,,
2.09E-05,1750367255,3.51E-05,1750367256,-2.54E-01,,
2.09E-05,1750367256,3.51E-05,1750367256,-2.54E-01,,
2.09E-05,1750367256,3.51E-05,1750367256,-2.54E-01,,
2.09E-05,1750367256,3.51E-05,1750367256,-2.54E-01,,
2.09E-05,1750367256,3.51E-05,1750367256,-2.54E-01,,
2.09E-05,1750367256,3.51E-05,1750367256,-2.54E-01,,
