Trial 2power 1 (W),time (seconds since jan 1 1975),Trial 2power 2 (W),time (seconds since jan 1 1975),Sdifference
2.10E-05,1750366836,3.48E-05,1750366836,-2.47E-01
2.10E-05,1750366836,3.48E-05,1750366836,-2.47E-01
2.10E-05,1750366836,3.48E-05,1750366836,-2.47E-01
2.10E-05,1750366836,3.48E-05,1750366836,-2.47E-01
2.10E-05,1750366836,3.48E-05,1750366836,-2.47E-01
2.09E-05,1750366836,3.48E-05,1750366836,-2.50E-01
2.09E-05,1750366836,3.49E-05,1750366836,-2.51E-01
2.09E-05,1750366836,3.49E-05,1750366836,-2.51E-01
2.09E-05,1750366836,3.49E-05,1750366836,-2.51E-01
2.09E-05,1750366836,3.49E-05,1750366836,-2.51E-01
2.09E-05,1750366836,3.49E-05,1750366836,-2.51E-01
2.10E-05,1750366836,3.48E-05,1750366836,-2.47E-01
2.10E-05,1750366836,3.48E-05,1750366836,-2.47E-01
2.10E-05,1750366836,3.48E-05,1750366836,-2.47E-01
2.10E-05,1750366837,3.48E-05,1750366837,-2.47E-01
2.10E-05,1750366837,3.48E-05,1750366837,-2.47E-01
2.10E-05,1750366837,3.49E-05,1750366837,-2.49E-01
2.10E-05,1750366837,3.49E-05,1750366837,-2.49E-01
2.10E-05,1750366837,3.49E-05,1750366837,-2.49E-01
2.10E-05,1750366837,3.49E-05,1750366837,-2.49E-01
2.10E-05,1750366837,3.49E-05,1750366837,-2.49E-01
2.10E-05,1750366837,3.49E-05,1750366837,-2.49E-01
2.10E-05,1750366837,3.49E-05,1750366837,-2.49E-01
2.10E-05,1750366837,3.49E-05,1750366837,-2.49E-01
2.10E-05,1750366837,3.49E-05,1750366837,-2.49E-01
2.10E-05,1750366837,3.49E-05,1750366837,-2.49E-01
2.10E-05,1750366837,3.49E-05,1750366837,-2.49E-01
2.10E-05,1750366837,3.49E-05,1750366837,-2.49E-01
2.10E-05,1750366837,3.49E-05,1750366837,-2.49E-01
2.11E-05,1750366838,3.49E-05,1750366838,-2.46E-01
2.11E-05,1750366838,3.49E-05,1750366838,-2.46E-01
2.11E-05,1750366838,3.49E-05,1750366838,-2.46E-01
2.11E-05,1750366838,3.49E-05,1750366838,-2.46E-01
2.11E-05,1750366838,3.49E-05,1750366838,-2.46E-01
2.11E-05,1750366838,3.49E-05,1750366838,-2.46E-01
2.11E-05,1750366838,3.49E-05,1750366838,-2.46E-01
2.11E-05,1750366838,3.49E-05,1750366838,-2.46E-01
2.11E-05,1750366838,3.49E-05,1750366838,-2.46E-01
2.11E-05,1750366838,3.49E-05,1750366838,-2.46E-01
2.11E-05,1750366838,3.49E-05,1750366838,-2.46E-01
2.11E-05,1750366838,3.48E-05,1750366838,-2.45E-01
2.11E-05,1750366838,3.48E-05,1750366838,-2.45E-01
2.11E-05,1750366838,3.48E-05,1750366838,-2.45E-01
2.11E-05,1750366838,3.48E-05,1750366838,-2.45E-01
2.11E-05,1750366839,3.48E-05,1750366839,-2.45E-01
2.12E-05,1750366839,3.47E-05,1750366839,-2.42E-01
2.12E-05,1750366839,3.47E-05,1750366839,-2.42E-01
2.12E-05,1750366839,3.47E-05,1750366839,-2.42E-01
2.12E-05,1750366839,3.47E-05,1750366839,-2.42E-01
2.12E-05,1750366839,3.47E-05,1750366839,-2.42E-01
2.12E-05,1750366839,3.47E-05,1750366839,-2.42E-01
2.12E-05,1750366839,3.47E-05,1750366839,-2.42E-01
2.12E-05,1750366839,3.47E-05,1750366839,-2.42E-01
2.12E-05,1750366839,3.47E-05,1750366839,-2.42E-01
2.12E-05,1750366839,3.47E-05,1750366839,-2.42E-01
2.13E-05,1750366839,3.47E-05,1750366839,-2.39E-01
2.13E-05,1750366839,3.47E-05,1750366839,-2.39E-01
2.13E-05,1750366839,3.47E-05,1750366839,-2.39E-01
2.12E-05,1750366839,3.47E-05,1750366839,-2.42E-01
2.12E-05,1750366840,3.47E-05,1750366840,-2.42E-01
2.12E-05,1750366840,3.47E-05,1750366840,-2.42E-01
2.12E-05,1750366840,3.47E-05,1750366840,-2.42E-01
2.12E-05,1750366840,3.48E-05,1750366840,-2.43E-01
2.11E-05,1750366840,3.48E-05,1750366840,-2.45E-01
2.11E-05,1750366840,3.48E-05,1750366840,-2.45E-01
2.11E-05,1750366840,3.48E-05,1750366840,-2.45E-01
2.11E-05,1750366840,3.48E-05,1750366840,-2.45E-01
2.11E-05,1750366840,3.48E-05,1750366840,-2.45E-01
2.11E-05,1750366840,3.48E-05,1750366840,-2.45E-01
2.11E-05,1750366840,3.48E-05,1750366840,-2.45E-01
2.11E-05,1750366840,3.48E-05,1750366840,-2.45E-01
2.11E-05,1750366840,3.48E-05,1750366840,-2.45E-01
2.11E-05,1750366840,3.48E-05,1750366840,-2.45E-01
2.11E-05,1750366840,3.48E-05,1750366840,-2.45E-01
2.11E-05,1750366841,3.48E-05,1750366841,-2.45E-01
2.11E-05,1750366841,3.48E-05,1750366841,-2.45E-01
2.11E-05,1750366841,3.48E-05,1750366841,-2.45E-01
2.11E-05,1750366841,3.48E-05,1750366841,-2.45E-01
2.11E-05,1750366841,3.48E-05,1750366841,-2.45E-01
2.11E-05,1750366841,3.48E-05,1750366841,-2.45E-01
2.11E-05,1750366841,3.48E-05,1750366841,-2.45E-01
2.11E-05,1750366841,3.48E-05,1750366841,-2.45E-01
2.11E-05,1750366841,3.48E-05,1750366841,-2.45E-01
2.11E-05,1750366841,3.48E-05,1750366841,-2.45E-01
2.11E-05,1750366841,3.48E-05,1750366841,-2.45E-01
2.11E-05,1750366841,3.48E-05,1750366841,-2.45E-01
2.11E-05,1750366841,3.48E-05,1750366841,-2.45E-01
2.11E-05,1750366841,3.48E-05,1750366841,-2.45E-01
2.11E-05,1750366841,3.48E-05,1750366841,-2.45E-01
2.11E-05,1750366842,3.48E-05,1750366842,-2.45E-01
2.11E-05,1750366842,3.48E-05,1750366842,-2.45E-01
2.11E-05,1750366842,3.48E-05,1750366842,-2.45E-01
2.11E-05,1750366842,3.48E-05,1750366842,-2.45E-01
2.11E-05,1750366842,3.48E-05,1750366842,-2.45E-01
2.11E-05,1750366842,3.48E-05,1750366842,-2.45E-01
2.11E-05,1750366842,3.48E-05,1750366842,-2.45E-01
2.11E-05,1750366842,3.48E-05,1750366842,-2.45E-01
2.11E-05,1750366842,3.48E-05,1750366842,-2.45E-01
2.11E-05,1750366842,3.49E-05,1750366842,-2.46E-01
2.11E-05,1750366842,3.49E-05,1750366842,-2.46E-01
2.11E-05,1750366842,3.49E-05,1750366842,-2.46E-01
2.11E-05,1750366842,3.49E-05,1750366842,-2.46E-01
2.11E-05,1750366842,3.49E-05,1750366842,-2.46E-01
2.11E-05,1750366842,3.49E-05,1750366842,-2.46E-01
2.11E-05,1750366843,3.49E-05,1750366843,-2.46E-01
2.11E-05,1750366843,3.49E-05,1750366843,-2.46E-01
2.11E-05,1750366843,3.49E-05,1750366843,-2.46E-01
2.11E-05,1750366843,3.49E-05,1750366843,-2.46E-01
2.11E-05,1750366843,3.50E-05,1750366843,-2.48E-01
2.11E-05,1750366843,3.50E-05,1750366843,-2.48E-01
2.11E-05,1750366843,3.50E-05,1750366843,-2.48E-01
2.11E-05,1750366843,3.50E-05,1750366843,-2.48E-01
2.11E-05,1750366843,3.50E-05,1750366843,-2.48E-01
2.10E-05,1750366843,3.50E-05,1750366843,-2.50E-01
2.10E-05,1750366843,3.50E-05,1750366843,-2.50E-01
2.10E-05,1750366843,3.50E-05,1750366843,-2.50E-01
2.10E-05,1750366843,3.49E-05,1750366843,-2.49E-01
2.10E-05,1750366843,3.49E-05,1750366843,-2.49E-01
2.10E-05,1750366843,3.49E-05,1750366843,-2.49E-01
2.10E-05,1750366844,3.49E-05,1750366844,-2.49E-01
2.10E-05,1750366844,3.49E-05,1750366844,-2.49E-01
2.10E-05,1750366844,3.49E-05,1750366844,-2.49E-01
2.10E-05,1750366844,3.49E-05,1750366844,-2.49E-01
2.10E-05,1750366844,3.49E-05,1750366844,-2.49E-01
2.10E-05,1750366844,3.49E-05,1750366844,-2.49E-01
2.10E-05,1750366844,3.49E-05,1750366844,-2.49E-01
2.10E-05,1750366844,3.49E-05,1750366844,-2.49E-01
2.10E-05,1750366844,3.49E-05,1750366844,-2.49E-01
2.09E-05,1750366844,3.49E-05,1750366844,-2.51E-01
2.09E-05,1750366844,3.49E-05,1750366844,-2.51E-01
2.09E-05,1750366844,3.49E-05,1750366844,-2.51E-01
2.09E-05,1750366844,3.49E-05,1750366844,-2.51E-01
2.09E-05,1750366844,3.49E-05,1750366844,-2.51E-01
2.10E-05,1750366845,3.49E-05,1750366844,-2.49E-01
2.10E-05,1750366845,3.48E-05,1750366845,-2.47E-01
2.10E-05,1750366845,3.48E-05,1750366845,-2.47E-01
2.10E-05,1750366845,3.48E-05,1750366845,-2.47E-01
2.10E-05,1750366845,3.48E-05,1750366845,-2.47E-01
2.10E-05,1750366845,3.48E-05,1750366845,-2.47E-01
2.10E-05,1750366845,3.48E-05,1750366845,-2.47E-01
2.10E-05,1750366845,3.48E-05,1750366845,-2.47E-01
2.10E-05,1750366845,3.48E-05,1750366845,-2.47E-01
2.10E-05,1750366845,3.48E-05,1750366845,-2.47E-01
2.11E-05,1750366845,3.48E-05,1750366845,-2.45E-01
2.11E-05,1750366845,3.49E-05,1750366845,-2.46E-01
2.11E-05,1750366845,3.49E-05,1750366845,-2.46E-01
2.11E-05,1750366845,3.49E-05,1750366845,-2.46E-01
2.10E-05,1750366846,3.49E-05,1750366845,-2.49E-01
2.10E-05,1750366846,3.49E-05,1750366845,-2.49E-01
2.10E-05,1750366846,3.49E-05,1750366846,-2.49E-01
2.10E-05,1750366846,3.50E-05,1750366846,-2.50E-01
2.10E-05,1750366846,3.50E-05,1750366846,-2.50E-01
2.10E-05,1750366846,3.50E-05,1750366846,-2.50E-01
2.10E-05,1750366846,3.50E-05,1750366846,-2.50E-01
2.10E-05,1750366846,3.50E-05,1750366846,-2.50E-01
2.10E-05,1750366846,3.50E-05,1750366846,-2.50E-01
2.10E-05,1750366846,3.49E-05,1750366846,-2.49E-01
2.10E-05,1750366846,3.49E-05,1750366846,-2.49E-01
2.10E-05,1750366846,3.49E-05,1750366846,-2.49E-01
2.10E-05,1750366846,3.49E-05,1750366846,-2.49E-01
2.10E-05,1750366846,3.48E-05,1750366846,-2.47E-01
2.10E-05,1750366846,3.48E-05,1750366846,-2.47E-01
2.11E-05,1750366847,3.47E-05,1750366846,-2.44E-01
2.11E-05,1750366847,3.47E-05,1750366847,-2.44E-01
2.11E-05,1750366847,3.47E-05,1750366847,-2.44E-01
2.11E-05,1750366847,3.46E-05,1750366847,-2.42E-01
2.11E-05,1750366847,3.46E-05,1750366847,-2.42E-01
2.11E-05,1750366847,3.46E-05,1750366847,-2.42E-01
2.11E-05,1750366847,3.46E-05,1750366847,-2.42E-01
2.11E-05,1750366847,3.46E-05,1750366847,-2.42E-01
2.11E-05,1750366847,3.46E-05,1750366847,-2.42E-01
2.11E-05,1750366847,3.47E-05,1750366847,-2.44E-01
2.11E-05,1750366847,3.47E-05,1750366847,-2.44E-01
2.11E-05,1750366847,3.47E-05,1750366847,-2.44E-01
2.10E-05,1750366847,3.47E-05,1750366847,-2.46E-01
2.10E-05,1750366847,3.47E-05,1750366847,-2.46E-01
2.11E-05,1750366847,3.47E-05,1750366847,-2.44E-01
2.11E-05,1750366848,3.47E-05,1750366847,-2.44E-01
2.11E-05,1750366848,3.47E-05,1750366848,-2.44E-01
2.11E-05,1750366848,3.47E-05,1750366848,-2.44E-01
2.11E-05,1750366848,3.47E-05,1750366848,-2.44E-01
2.11E-05,1750366848,3.47E-05,1750366848,-2.44E-01
2.11E-05,1750366848,3.47E-05,1750366848,-2.44E-01
2.11E-05,1750366848,3.47E-05,1750366848,-2.44E-01
2.11E-05,1750366848,3.47E-05,1750366848,-2.44E-01
2.11E-05,1750366848,3.47E-05,1750366848,-2.44E-01
2.11E-05,1750366848,3.47E-05,1750366848,-2.44E-01
2.11E-05,1750366848,3.47E-05,1750366848,-2.44E-01
2.11E-05,1750366848,3.48E-05,1750366848,-2.45E-01
2.11E-05,1750366848,3.48E-05,1750366848,-2.45E-01
2.11E-05,1750366848,3.48E-05,1750366848,-2.45E-01
2.11E-05,1750366848,3.48E-05,1750366848,-2.45E-01
2.11E-05,1750366849,3.48E-05,1750366848,-2.45E-01
2.11E-05,1750366849,3.48E-05,1750366849,-2.45E-01
2.11E-05,1750366849,3.48E-05,1750366849,-2.45E-01
2.11E-05,1750366849,3.48E-05,1750366849,-2.45E-01
2.11E-05,1750366849,3.48E-05,1750366849,-2.45E-01
2.11E-05,1750366849,3.48E-05,1750366849,-2.45E-01
2.11E-05,1750366849,3.48E-05,1750366849,-2.45E-01
2.11E-05,1750366849,3.48E-05,1750366849,-2.45E-01
2.11E-05,1750366849,3.48E-05,1750366849,-2.45E-01
2.11E-05,1750366849,3.48E-05,1750366849,-2.45E-01
2.11E-05,1750366849,3.48E-05,1750366849,-2.45E-01
2.11E-05,1750366849,3.48E-05,1750366849,-2.45E-01
2.11E-05,1750366849,3.48E-05,1750366849,-2.45E-01
2.11E-05,1750366849,3.49E-05,1750366849,-2.46E-01
2.11E-05,1750366849,3.49E-05,1750366849,-2.46E-01
2.11E-05,1750366850,3.48E-05,1750366849,-2.45E-01
2.11E-05,1750366850,3.48E-05,1750366850,-2.45E-01
2.11E-05,1750366850,3.48E-05,1750366850,-2.45E-01
2.11E-05,1750366850,3.48E-05,1750366850,-2.45E-01
2.11E-05,1750366850,3.48E-05,1750366850,-2.45E-01
2.11E-05,1750366850,3.48E-05,1750366850,-2.45E-01
2.11E-05,1750366850,3.48E-05,1750366850,-2.45E-01
2.11E-05,1750366850,3.49E-05,1750366850,-2.46E-01
2.11E-05,1750366850,3.48E-05,1750366850,-2.45E-01
2.11E-05,1750366850,3.48E-05,1750366850,-2.45E-01
2.11E-05,1750366850,3.48E-05,1750366850,-2.45E-01
2.10E-05,1750366850,3.48E-05,1750366850,-2.47E-01
2.10E-05,1750366850,3.48E-05,1750366850,-2.47E-01
2.10E-05,1750366850,3.48E-05,1750366850,-2.47E-01
2.10E-05,1750366850,3.48E-05,1750366850,-2.47E-01
2.10E-05,1750366851,3.48E-05,1750366850,-2.47E-01
2.10E-05,1750366851,3.48E-05,1750366851,-2.47E-01
2.10E-05,1750366851,3.48E-05,1750366851,-2.47E-01
2.10E-05,1750366851,3.48E-05,1750366851,-2.47E-01
2.10E-05,1750366851,3.48E-05,1750366851,-2.47E-01
2.10E-05,1750366851,3.48E-05,1750366851,-2.47E-01
2.10E-05,1750366851,3.48E-05,1750366851,-2.47E-01
2.10E-05,1750366851,3.48E-05,1750366851,-2.47E-01
2.10E-05,1750366851,3.49E-05,1750366851,-2.49E-01
2.09E-05,1750366851,3.49E-05,1750366851,-2.51E-01
2.09E-05,1750366851,3.49E-05,1750366851,-2.51E-01
2.09E-05,1750366851,3.49E-05,1750366851,-2.51E-01
2.09E-05,1750366851,3.49E-05,1750366851,-2.51E-01
2.09E-05,1750366851,3.50E-05,1750366851,-2.52E-01
2.09E-05,1750366851,3.50E-05,1750366851,-2.52E-01
2.09E-05,1750366852,3.50E-05,1750366851,-2.52E-01
2.09E-05,1750366852,3.50E-05,1750366852,-2.52E-01
2.09E-05,1750366852,3.50E-05,1750366852,-2.52E-01
2.09E-05,1750366852,3.50E-05,1750366852,-2.52E-01
2.09E-05,1750366852,3.50E-05,1750366852,-2.52E-01
2.09E-05,1750366852,3.50E-05,1750366852,-2.52E-01
2.09E-05,1750366852,3.50E-05,1750366852,-2.52E-01
2.09E-05,1750366852,3.50E-05,1750366852,-2.52E-01
2.08E-05,1750366852,3.50E-05,1750366852,-2.54E-01
2.08E-05,1750366852,3.50E-05,1750366852,-2.54E-01
2.08E-05,1750366852,3.50E-05,1750366852,-2.54E-01
2.09E-05,1750366852,3.50E-05,1750366852,-2.52E-01
2.09E-05,1750366852,3.50E-05,1750366852,-2.52E-01
2.09E-05,1750366852,3.50E-05,1750366852,-2.52E-01
2.09E-05,1750366853,3.50E-05,1750366852,-2.52E-01
2.09E-05,1750366853,3.50E-05,1750366852,-2.52E-01
2.09E-05,1750366853,3.50E-05,1750366853,-2.52E-01
2.09E-05,1750366853,3.50E-05,1750366853,-2.52E-01
2.09E-05,1750366853,3.49E-05,1750366853,-2.51E-01
2.09E-05,1750366853,3.49E-05,1750366853,-2.51E-01
2.09E-05,1750366853,3.49E-05,1750366853,-2.51E-01
2.09E-05,1750366853,3.49E-05,1750366853,-2.51E-01
2.10E-05,1750366853,3.49E-05,1750366853,-2.49E-01
2.10E-05,1750366853,3.49E-05,1750366853,-2.49E-01
2.09E-05,1750366853,3.49E-05,1750366853,-2.51E-01
2.09E-05,1750366853,3.49E-05,1750366853,-2.51E-01
2.09E-05,1750366853,3.49E-05,1750366853,-2.51E-01
2.09E-05,1750366853,3.49E-05,1750366853,-2.51E-01
2.09E-05,1750366853,3.49E-05,1750366853,-2.51E-01
2.09E-05,1750366854,3.49E-05,1750366853,-2.51E-01
2.09E-05,1750366854,3.49E-05,1750366853,-2.51E-01
2.09E-05,1750366854,3.49E-05,1750366854,-2.51E-01
2.09E-05,1750366854,3.49E-05,1750366854,-2.51E-01
2.09E-05,1750366854,3.49E-05,1750366854,-2.51E-01
2.10E-05,1750366854,3.49E-05,1750366854,-2.49E-01
2.10E-05,1750366854,3.49E-05,1750366854,-2.49E-01
2.10E-05,1750366854,3.49E-05,1750366854,-2.49E-01
2.10E-05,1750366854,3.49E-05,1750366854,-2.49E-01
2.10E-05,1750366854,3.49E-05,1750366854,-2.49E-01
2.10E-05,1750366854,3.49E-05,1750366854,-2.49E-01
2.10E-05,1750366854,3.49E-05,1750366854,-2.49E-01
2.10E-05,1750366854,3.49E-05,1750366854,-2.49E-01
2.10E-05,1750366854,3.49E-05,1750366854,-2.49E-01
2.10E-05,1750366855,3.49E-05,1750366854,-2.49E-01
2.10E-05,1750366855,3.49E-05,1750366854,-2.49E-01
2.10E-05,1750366855,3.49E-05,1750366854,-2.49E-01
2.10E-05,1750366855,3.49E-05,1750366855,-2.49E-01
2.10E-05,1750366855,3.49E-05,1750366855,-2.49E-01
2.10E-05,1750366855,3.49E-05,1750366855,-2.49E-01
2.10E-05,1750366855,3.49E-05,1750366855,-2.49E-01
2.10E-05,1750366855,3.49E-05,1750366855,-2.49E-01
2.10E-05,1750366855,3.49E-05,1750366855,-2.49E-01
2.10E-05,1750366855,3.50E-05,1750366855,-2.50E-01
2.10E-05,1750366855,3.49E-05,1750366855,-2.49E-01
2.10E-05,1750366855,3.49E-05,1750366855,-2.49E-01
2.10E-05,1750366855,3.49E-05,1750366855,-2.49E-01
2.10E-05,1750366855,3.49E-05,1750366855,-2.49E-01
2.10E-05,1750366855,3.49E-05,1750366855,-2.49E-01
2.10E-05,1750366856,3.49E-05,1750366855,-2.49E-01
2.10E-05,1750366856,3.49E-05,1750366855,-2.49E-01
2.10E-05,1750366856,3.50E-05,1750366855,-2.50E-01
2.10E-05,1750366856,3.49E-05,1750366856,-2.49E-01
2.10E-05,1750366856,3.50E-05,1750366856,-2.50E-01
2.10E-05,1750366856,3.49E-05,1750366856,-2.49E-01
2.10E-05,1750366856,3.50E-05,1750366856,-2.50E-01
2.10E-05,1750366856,3.50E-05,1750366856,-2.50E-01
2.09E-05,1750366856,3.49E-05,1750366856,-2.51E-01
2.09E-05,1750366856,3.50E-05,1750366856,-2.52E-01
2.09E-05,1750366856,3.50E-05,1750366856,-2.52E-01
2.09E-05,1750366856,3.50E-05,1750366856,-2.52E-01
2.09E-05,1750366856,3.50E-05,1750366856,-2.52E-01
2.09E-05,1750366856,3.50E-05,1750366856,-2.52E-01
2.09E-05,1750366857,3.50E-05,1750366856,-2.52E-01
2.09E-05,1750366857,3.50E-05,1750366856,-2.52E-01
2.09E-05,1750366857,3.50E-05,1750366856,-2.52E-01
2.09E-05,1750366857,3.50E-05,1750366856,-2.52E-01
2.09E-05,1750366857,3.50E-05,1750366857,-2.52E-01
2.08E-05,1750366857,3.50E-05,1750366857,-2.54E-01
2.08E-05,1750366857,3.50E-05,1750366857,-2.54E-01
2.08E-05,1750366857,3.51E-05,1750366857,-2.56E-01
2.08E-05,1750366857,3.51E-05,1750366857,-2.56E-01
2.08E-05,1750366857,3.51E-05,1750366857,-2.56E-01
2.08E-05,1750366857,3.51E-05,1750366857,-2.56E-01
2.08E-05,1750366857,3.51E-05,1750366857,-2.56E-01
2.08E-05,1750366857,3.51E-05,1750366857,-2.56E-01
2.08E-05,1750366857,3.51E-05,1750366857,-2.56E-01
2.08E-05,1750366858,3.51E-05,1750366857,-2.56E-01
2.09E-05,1750366858,3.51E-05,1750366857,-2.54E-01
2.09E-05,1750366858,3.51E-05,1750366857,-2.54E-01
2.09E-05,1750366858,3.51E-05,1750366857,-2.54E-01
2.08E-05,1750366858,3.51E-05,1750366857,-2.56E-01
2.08E-05,1750366858,3.51E-05,1750366858,-2.56E-01
2.08E-05,1750366858,3.51E-05,1750366858,-2.56E-01
2.08E-05,1750366858,3.51E-05,1750366858,-2.56E-01
2.08E-05,1750366858,3.51E-05,1750366858,-2.56E-01
2.08E-05,1750366858,3.51E-05,1750366858,-2.56E-01
2.08E-05,1750366858,3.51E-05,1750366858,-2.56E-01
2.08E-05,1750366858,3.51E-05,1750366858,-2.56E-01
2.08E-05,1750366858,3.51E-05,1750366858,-2.56E-01
2.08E-05,1750366858,3.51E-05,1750366858,-2.56E-01
2.08E-05,1750366858,3.51E-05,1750366858,-2.56E-01
2.08E-05,1750366859,3.51E-05,1750366858,-2.56E-01
2.08E-05,1750366859,3.51E-05,1750366858,-2.56E-01
2.08E-05,1750366859,3.51E-05,1750366858,-2.56E-01
2.08E-05,1750366859,3.51E-05,1750366858,-2.56E-01
2.08E-05,1750366859,3.51E-05,1750366858,-2.56E-01
2.08E-05,1750366859,3.51E-05,1750366859,-2.56E-01
2.08E-05,1750366859,3.51E-05,1750366859,-2.56E-01
2.08E-05,1750366859,3.51E-05,1750366859,-2.56E-01
2.08E-05,1750366859,3.51E-05,1750366859,-2.56E-01
2.08E-05,1750366859,3.51E-05,1750366859,-2.56E-01
2.08E-05,1750366859,3.51E-05,1750366859,-2.56E-01
2.09E-05,1750366859,3.51E-05,1750366859,-2.54E-01
2.09E-05,1750366859,3.51E-05,1750366859,-2.54E-01
2.09E-05,1750366859,3.51E-05,1750366859,-2.54E-01
2.09E-05,1750366859,3.51E-05,1750366859,-2.54E-01
2.10E-05,1750366860,3.51E-05,1750366859,-2.51E-01
2.10E-05,1750366860,3.50E-05,1750366859,-2.50E-01
2.10E-05,1750366860,3.50E-05,1750366859,-2.50E-01
2.10E-05,1750366860,3.50E-05,1750366859,-2.50E-01
2.10E-05,1750366860,3.50E-05,1750366859,-2.50E-01
2.09E-05,1750366860,3.50E-05,1750366860,-2.52E-01
2.09E-05,1750366860,3.49E-05,1750366860,-2.51E-01
2.09E-05,1750366860,3.49E-05,1750366860,-2.51E-01
2.09E-05,1750366860,3.49E-05,1750366860,-2.51E-01
2.09E-05,1750366860,3.49E-05,1750366860,-2.51E-01
2.09E-05,1750366860,3.50E-05,1750366860,-2.52E-01
2.09E-05,1750366860,3.50E-05,1750366860,-2.52E-01
2.09E-05,1750366860,3.50E-05,1750366860,-2.52E-01
2.09E-05,1750366860,3.50E-05,1750366860,-2.52E-01
2.09E-05,1750366860,3.50E-05,1750366860,-2.52E-01
2.09E-05,1750366861,3.50E-05,1750366860,-2.52E-01
2.09E-05,1750366861,3.50E-05,1750366860,-2.52E-01
2.09E-05,1750366861,3.50E-05,1750366860,-2.52E-01
2.09E-05,1750366861,3.49E-05,1750366860,-2.51E-01
2.09E-05,1750366861,3.49E-05,1750366860,-2.51E-01
2.10E-05,1750366861,3.49E-05,1750366861,-2.49E-01
2.10E-05,1750366861,3.49E-05,1750366861,-2.49E-01
2.10E-05,1750366861,3.49E-05,1750366861,-2.49E-01
2.10E-05,1750366861,3.49E-05,1750366861,-2.49E-01
2.10E-05,1750366861,3.49E-05,1750366861,-2.49E-01
2.10E-05,1750366861,3.49E-05,1750366861,-2.49E-01
2.10E-05,1750366861,3.49E-05,1750366861,-2.49E-01
2.10E-05,1750366861,3.49E-05,1750366861,-2.49E-01
2.10E-05,1750366861,3.49E-05,1750366861,-2.49E-01
2.10E-05,1750366861,3.49E-05,1750366861,-2.49E-01
2.09E-05,1750366862,3.49E-05,1750366861,-2.51E-01
2.09E-05,1750366862,3.49E-05,1750366861,-2.51E-01
2.09E-05,1750366862,3.49E-05,1750366861,-2.51E-01
2.09E-05,1750366862,3.49E-05,1750366861,-2.51E-01
2.09E-05,1750366862,3.49E-05,1750366862,-2.51E-01
2.09E-05,1750366862,3.49E-05,1750366862,-2.51E-01
2.09E-05,1750366862,3.50E-05,1750366862,-2.52E-01
2.10E-05,1750366862,3.50E-05,1750366862,-2.50E-01
2.10E-05,1750366862,3.49E-05,1750366862,-2.49E-01
2.10E-05,1750366862,3.49E-05,1750366862,-2.49E-01
2.10E-05,1750366862,3.49E-05,1750366862,-2.49E-01
2.10E-05,1750366862,3.49E-05,1750366862,-2.49E-01
2.10E-05,1750366862,3.49E-05,1750366862,-2.49E-01
2.10E-05,1750366862,3.49E-05,1750366862,-2.49E-01
2.10E-05,1750366862,3.49E-05,1750366862,-2.49E-01
2.10E-05,1750366863,3.49E-05,1750366862,-2.49E-01
2.10E-05,1750366863,3.49E-05,1750366862,-2.49E-01
2.10E-05,1750366863,3.49E-05,1750366862,-2.49E-01
2.10E-05,1750366863,3.49E-05,1750366862,-2.49E-01
2.10E-05,1750366863,3.49E-05,1750366863,-2.49E-01
2.10E-05,1750366863,3.49E-05,1750366863,-2.49E-01
2.10E-05,1750366863,3.49E-05,1750366863,-2.49E-01
2.10E-05,1750366863,3.49E-05,1750366863,-2.49E-01
2.10E-05,1750366863,3.49E-05,1750366863,-2.49E-01
2.10E-05,1750366863,3.49E-05,1750366863,-2.49E-01
2.10E-05,1750366863,3.49E-05,1750366863,-2.49E-01
2.10E-05,1750366863,3.49E-05,1750366863,-2.49E-01
2.10E-05,1750366863,3.49E-05,1750366863,-2.49E-01
2.10E-05,1750366863,3.49E-05,1750366863,-2.49E-01
2.10E-05,1750366863,3.49E-05,1750366863,-2.49E-01
2.10E-05,1750366864,3.48E-05,1750366863,-2.47E-01
2.10E-05,1750366864,3.48E-05,1750366863,-2.47E-01
2.10E-05,1750366864,3.48E-05,1750366863,-2.47E-01
2.10E-05,1750366864,3.48E-05,1750366863,-2.47E-01
2.11E-05,1750366864,3.48E-05,1750366864,-2.45E-01
2.11E-05,1750366864,3.48E-05,1750366864,-2.45E-01
2.10E-05,1750366864,3.48E-05,1750366864,-2.47E-01
2.11E-05,1750366864,3.48E-05,1750366864,-2.45E-01
2.11E-05,1750366864,3.48E-05,1750366864,-2.45E-01
2.10E-05,1750366864,3.48E-05,1750366864,-2.47E-01
2.10E-05,1750366864,3.48E-05,1750366864,-2.47E-01
2.10E-05,1750366864,3.49E-05,1750366864,-2.49E-01
2.10E-05,1750366864,3.49E-05,1750366864,-2.49E-01
2.10E-05,1750366864,3.49E-05,1750366864,-2.49E-01
2.10E-05,1750366864,3.49E-05,1750366864,-2.49E-01
2.10E-05,1750366865,3.49E-05,1750366864,-2.49E-01
2.10E-05,1750366865,3.49E-05,1750366864,-2.49E-01
2.10E-05,1750366865,3.49E-05,1750366864,-2.49E-01
2.09E-05,1750366865,3.50E-05,1750366864,-2.52E-01
2.09E-05,1750366865,3.50E-05,1750366865,-2.52E-01
2.09E-05,1750366865,3.50E-05,1750366865,-2.52E-01
2.09E-05,1750366865,3.50E-05,1750366865,-2.52E-01
