Equation,alpha(rad),beta(rad),gamma(rad)
F = 1296.62*Sdiff + 27.1952,0.7525820841468585,5.342457701996013,2.170236707772336
F = 8458.68*Sdiff + -38.2517,0.7525820841468585,10.943068560763331,2.3627577060424625
F = 2986.35*Sdiff + 4.74584,0.7525820841468585,7.67021159017118,2.3802596149761106
F = 2007.07*Sdiff + 14.6794,0.7525820841468585,5.990028332540984,2.3977615239097583
F = 1385.68*Sdiff + 23.3284,0.7525820841468585,8.930349033393828,2.4502672507107017
F = 3451.02*Sdiff + 56.2903,0.7525820841468585,7.0926485953608,2.9578226097864904
F = 2986.35*Sdiff + 4.74584,0.7525820841468585,8.615314672588164,3.3253626973930954
F = 1423.08*Sdiff + 32.7168,0.7525820841468585,6.777614234555138,3.8329180564688836
F = 2176.23*Sdiff + 43.3162,0.7525820841468585,9.71793493540798,3.8854237832698275
F = 3451.02*Sdiff + 56.2903,0.7525820841468585,8.037751677777784,3.902925692203475
F = 1301.73*Sdiff + 28.5805,0.7525820841468585,10.365505565952953,4.112948599407249
F = 1423.08*Sdiff + 32.7168,0.7525820841468585,7.162656231095392,4.217960053009137
F = 2007.07*Sdiff + 14.6794,0.7525820841468585,8.597812763654517,5.005545955023291
F = 1296.62*Sdiff + 27.1952,0.7525820841468585,8.825337579791938,5.653116585568262
F = 14661.2*Sdiff + -53.0965,0.7700839930805063,10.207988385550122,0.01750190893364787
F = 9224.65*Sdiff + -16.1154,0.7700839930805063,8.632816581521812,0.05250572680094361
F = 1860.78*Sdiff + 62.8334,0.7700839930805063,6.882625688157026,0.6300687216113233
F = 14661.2*Sdiff + -53.0965,0.7700839930805063,10.978072378630626,0.7875859020141542
F = 3293.53*Sdiff + 87.0541,0.7700839930805063,7.110150504294448,1.2776393521562945
F = 1939.23*Sdiff + 54.9096,0.7700839930805063,8.545307036853574,2.0652252541704486
F = 1843.26*Sdiff + 60.7086,0.7700839930805063,5.342457701996013,2.170236707772336
F = 9224.65*Sdiff + -16.1154,0.7700839930805063,10.943068560763331,2.3627577060424625
F = 3879.17*Sdiff + 29.6172,0.7700839930805063,7.67021159017118,2.3802596149761106
F = 2710.38*Sdiff + 42.6335,0.7700839930805063,5.990028332540984,2.3977615239097583
F = 1939.23*Sdiff + 54.9096,0.7700839930805063,8.930349033393828,2.4502672507107017
F = 5496.05*Sdiff + 111.321,0.7700839930805063,7.0926485953608,2.9578226097864904
F = 3879.17*Sdiff + 29.6172,0.7700839930805063,8.615314672588164,3.3253626973930954
F = 2067.64*Sdiff + 69.3275,0.7700839930805063,6.777614234555138,3.8329180564688836
F = 3293.53*Sdiff + 87.0541,0.7700839930805063,9.71793493540798,3.8854237832698275
F = 5496.05*Sdiff + 111.321,0.7700839930805063,8.037751677777784,3.902925692203475
F = 1860.78*Sdiff + 62.8334,0.7700839930805063,10.365505565952953,4.112948599407249
F = 2067.64*Sdiff + 69.3275,0.7700839930805063,7.162656231095392,4.217960053009137
F = 2710.38*Sdiff + 42.6335,0.7700839930805063,8.597812763654517,5.005545955023291
F = 1843.26*Sdiff + 60.7086,0.7700839930805063,8.825337579791938,5.653116585568262
F = 12840.1*Sdiff + -18.9847,0.7875859020141542,10.207988385550122,0.01750190893364787
F = 10238.4*Sdiff + 11.3941,0.7875859020141542,8.632816581521812,0.05250572680094361
F = 12840.1*Sdiff + -18.9847,0.7875859020141542,10.978072378630626,0.7875859020141542
F = 10238.4*Sdiff + 11.3941,0.7875859020141542,10.943068560763331,2.3627577060424625
F = 5868.63*Sdiff + 73.6397,0.7875859020141542,7.67021159017118,2.3802596149761106
F = 4489.68*Sdiff + 100.147,0.7875859020141542,5.990028332540984,2.3977615239097583
F = 5868.63*Sdiff + 73.6397,0.7875859020141542,8.615314672588164,3.3253626973930954
F = 4489.68*Sdiff + 100.147,0.7875859020141542,8.597812763654517,5.005545955023291
F = 16913.9*Sdiff + -60.2632,0.7875859020141542,4.729890889318337,5.495599405165431
F = 16913.9*Sdiff + -60.2632,0.7875859020141542,5.499974882398844,6.265683398245938
F = 11204.1*Sdiff + 13.2964,0.805087810947802,10.207988385550122,0.01750190893364787
F = 11523.4*Sdiff + 48.1337,0.805087810947802,8.632816581521812,0.05250572680094361
F = 11204.1*Sdiff + 13.2964,0.805087810947802,10.978072378630626,0.7875859020141542
F = 11523.4*Sdiff + 48.1337,0.805087810947802,10.943068560763331,2.3627577060424625
F = 10516.4*Sdiff + -41.2308,0.805087810947802,4.764894707185634,3.9204276011371233
F = 10863.5*Sdiff + -16.6934,0.805087810947802,4.729890889318337,5.495599405165431
F = 10516.4*Sdiff + -41.2308,0.805087810947802,7.075146686427152,6.230679580378642
F = 10863.5*Sdiff + -16.6934,0.805087810947802,5.499974882398844,6.265683398245938
F = 9847*Sdiff + 41.2827,0.8225897198814499,10.207988385550122,0.01750190893364787
F = 13026.4*Sdiff + 99.7386,0.8225897198814499,8.632816581521812,0.05250572680094361
F = 9847*Sdiff + 41.2827,0.8225897198814499,10.978072378630626,0.7875859020141542
F = 3312.42*Sdiff + -60.0193,0.8225897198814499,7.110150504294448,1.2776393521562945
F = 13026.4*Sdiff + 99.7386,0.8225897198814499,10.943068560763331,2.3627577060424625
F = 4143.2*Sdiff + -45.9652,0.8225897198814499,7.0926485953608,2.9578226097864904
F = 2747.86*Sdiff + -75.3166,0.8225897198814499,6.777614234555138,3.8329180564688836
F = 3312.42*Sdiff + -60.0193,0.8225897198814499,9.71793493540798,3.8854237832698275
F = 4143.2*Sdiff + -45.9652,0.8225897198814499,8.037751677777784,3.902925692203475
F = 6555.48*Sdiff + -10.4315,0.8225897198814499,4.764894707185634,3.9204276011371233
F = 2747.86*Sdiff + -75.3166,0.8225897198814499,7.162656231095392,4.217960053009137
F = 7868.11*Sdiff + 9.14339,0.8225897198814499,4.729890889318337,5.495599405165431
F = 6555.48*Sdiff + -10.4315,0.8225897198814499,7.075146686427152,6.230679580378642
F = 7868.11*Sdiff + 9.14339,0.8225897198814499,5.499974882398844,6.265683398245938
F = 8778.13*Sdiff + 64.3115,0.8400916288150978,10.207988385550122,0.01750190893364787
F = 1568.87*Sdiff + -53.3641,0.8400916288150978,6.882625688157026,0.6300687216113233
F = 8778.13*Sdiff + 64.3115,0.8400916288150978,10.978072378630626,0.7875859020141542
F = 2018.31*Sdiff + -37.0315,0.8400916288150978,7.110150504294448,1.2776393521562945
F = 1879.89*Sdiff + -61.8948,0.8400916288150978,8.545307036853574,2.0652252541704486
F = 1609.58*Sdiff + -55.4228,0.8400916288150978,5.342457701996013,2.170236707772336
F = 3451.4*Sdiff + -80.8696,0.8400916288150978,5.990028332540984,2.3977615239097583
F = 1879.89*Sdiff + -61.8948,0.8400916288150978,8.930349033393828,2.4502672507107017
F = 2653.22*Sdiff + -26.6015,0.8400916288150978,7.0926485953608,2.9578226097864904
F = 1579.89*Sdiff + -47.8924,0.8400916288150978,6.777614234555138,3.8329180564688836
F = 2018.31*Sdiff + -37.0315,0.8400916288150978,9.71793493540798,3.8854237832698275
F = 2653.22*Sdiff + -26.6015,0.8400916288150978,8.037751677777784,3.902925692203475
F = 4786.29*Sdiff + 3.77364,0.8400916288150978,4.764894707185634,3.9204276011371233
F = 1568.87*Sdiff + -53.3641,0.8400916288150978,10.365505565952953,4.112948599407249
F = 1579.89*Sdiff + -47.8924,0.8400916288150978,7.162656231095392,4.217960053009137
F = 3451.4*Sdiff + -80.8696,0.8400916288150978,8.597812763654517,5.005545955023291
F = 6195.47*Sdiff + 23.9696,0.8400916288150978,4.729890889318337,5.495599405165431
F = 1609.58*Sdiff + -55.4228,0.8400916288150978,8.825337579791938,5.653116585568262
F = 4786.29*Sdiff + 3.77364,0.8400916288150978,7.075146686427152,6.230679580378642
F = 6195.47*Sdiff + 23.9696,0.8400916288150978,5.499974882398844,6.265683398245938
F = 7968.04*Sdiff + 82.6882,0.8575935377487457,10.207988385550122,0.01750190893364787
F = 1110.55*Sdiff + -44.2927,0.8575935377487457,6.882625688157026,0.6300687216113233
F = 7968.04*Sdiff + 82.6882,0.8575935377487457,10.978072378630626,0.7875859020141542
F = 1483.08*Sdiff + -30.0708,0.8575935377487457,7.110150504294448,1.2776393521562945
F = 1305.09*Sdiff + -51.4054,0.8575935377487457,8.545307036853574,2.0652252541704486
F = 1134.03*Sdiff + -46.0272,0.8575935377487457,5.342457701996013,2.170236707772336
F = 2293.21*Sdiff + -66.7119,0.8575935377487457,5.990028332540984,2.3977615239097583
F = 1305.09*Sdiff + -51.4054,0.8575935377487457,8.930349033393828,2.4502672507107017
F = 1993.65*Sdiff + -20.6234,0.8575935377487457,7.0926485953608,2.9578226097864904
F = 1132.46*Sdiff + -39.6213,0.8575935377487457,6.777614234555138,3.8329180564688836
F = 1483.08*Sdiff + -30.0708,0.8575935377487457,9.71793493540798,3.8854237832698275
F = 1993.65*Sdiff + -20.6234,0.8575935377487457,8.037751677777784,3.902925692203475
F = 3839.57*Sdiff + 9.39963,0.8575935377487457,4.764894707185634,3.9204276011371233
F = 1110.55*Sdiff + -44.2927,0.8575935377487457,10.365505565952953,4.112948599407249
F = 1132.46*Sdiff + -39.6213,0.8575935377487457,7.162656231095392,4.217960053009137
F = 2293.21*Sdiff + -66.7119,0.8575935377487457,8.597812763654517,5.005545955023291
F = 5188.5*Sdiff + 31.7473,0.8575935377487457,4.729890889318337,5.495599405165431
F = 1134.03*Sdiff + -46.0272,0.8575935377487457,8.825337579791938,5.653116585568262
F = 3839.57*Sdiff + 9.39963,0.8575935377487457,7.075146686427152,6.230679580378642
F = 5188.5*Sdiff + 31.7473,0.8575935377487457,5.499974882398844,6.265683398245938
F = 7377.45*Sdiff + 97.0808,0.8750954466823936,10.207988385550122,0.01750190893364787
F = 886.665*Sdiff + -44.619,0.8750954466823936,6.882625688157026,0.6300687216113233
F = 7377.45*Sdiff + 97.0808,0.8750954466823936,10.978072378630626,0.7875859020141542
F = 1207.99*Sdiff + -31.0418,0.8750954466823936,7.110150504294448,1.2776393521562945
F = 1031.47*Sdiff + -51.1957,0.8750954466823936,8.545307036853574,2.0652252541704486
F = 903.177*Sdiff + -46.2356,0.8750954466823936,5.342457701996013,2.170236707772336
F = 1772.21*Sdiff + -64.9311,0.8750954466823936,5.990028332540984,2.3977615239097583
F = 1031.47*Sdiff + -51.1957,0.8750954466823936,8.930349033393828,2.4502672507107017
F = 1643.96*Sdiff + -21.7826,0.8750954466823936,7.0926485953608,2.9578226097864904
F = 910.168*Sdiff + -40.2221,0.8750954466823936,6.777614234555138,3.8329180564688836
F = 1207.99*Sdiff + -31.0418,0.8750954466823936,9.71793493540798,3.8854237832698275
F = 1643.96*Sdiff + -21.7826,0.8750954466823936,8.037751677777784,3.902925692203475
F = 3288.11*Sdiff + 9.42553,0.8750954466823936,4.764894707185634,3.9204276011371233
F = 886.665*Sdiff + -44.619,0.8750954466823936,10.365505565952953,4.112948599407249
F = 910.168*Sdiff + -40.2221,0.8750954466823936,7.162656231095392,4.217960053009137
F = 1772.21*Sdiff + -64.9311,0.8750954466823936,8.597812763654517,5.005545955023291
F = 4561.92*Sdiff + 34.4682,0.8750954466823936,4.729890889318337,5.495599405165431
F = 903.177*Sdiff + -46.2356,0.8750954466823936,8.825337579791938,5.653116585568262
F = 3288.11*Sdiff + 9.42553,0.8750954466823936,7.075146686427152,6.230679580378642
F = 4561.92*Sdiff + 34.4682,0.8750954466823936,5.499974882398844,6.265683398245938
F = 6970.19*Sdiff + 108.215,0.8925973556160414,10.207988385550122,0.01750190893364787
F = 763.635*Sdiff + -50.6857,0.8925973556160414,6.882625688157026,0.6300687216113233
F = 6970.19*Sdiff + 108.215,0.8925973556160414,10.978072378630626,0.7875859020141542
F = 1053.52*Sdiff + -37.2843,0.8925973556160414,7.110150504294448,1.2776393521562945
F = 882.728*Sdiff + -56.9995,0.8925973556160414,8.545307036853574,2.0652252541704486
F = 776.656*Sdiff + -52.2486,0.8925973556160414,5.342457701996013,2.170236707772336
F = 1495.61*Sdiff + -69.8161,0.8925973556160414,5.990028332540984,2.3977615239097583
F = 882.728*Sdiff + -56.9995,0.8925973556160414,8.930349033393828,2.4502672507107017
F = 1444.94*Sdiff + -27.932,0.8925973556160414,7.0926485953608,2.9578226097864904
F = 787.14*Sdiff + -46.3984,0.8925973556160414,6.777614234555138,3.8329180564688836
F = 1053.52*Sdiff + -37.2843,0.8925973556160414,9.71793493540798,3.8854237832698275
F = 1444.94*Sdiff + -27.932,0.8925973556160414,8.037751677777784,3.902925692203475
F = 2960.51*Sdiff + 5.09547,0.8925973556160414,4.764894707185634,3.9204276011371233
F = 763.635*Sdiff + -50.6857,0.8925973556160414,10.365505565952953,4.112948599407249
F = 787.14*Sdiff + -46.3984,0.8925973556160414,7.162656231095392,4.217960053009137
F = 1495.61*Sdiff + -69.8161,0.8925973556160414,8.597812763654517,5.005545955023291
F = 4176.98*Sdiff + 33.1525,0.8925973556160414,4.729890889318337,5.495599405165431
F = 776.656*Sdiff + -52.2486,0.8925973556160414,8.825337579791938,5.653116585568262
F = 2960.51*Sdiff + 5.09547,0.8925973556160414,7.075146686427152,6.230679580378642
F = 4176.98*Sdiff + 33.1525,0.8925973556160414,5.499974882398844,6.265683398245938
F = 6717.24*Sdiff + 116.759,0.9100992645496893,10.207988385550122,0.01750190893364787
F = 693.821*Sdiff + -60.7402,0.9100992645496893,6.882625688157026,0.6300687216113233
F = 6717.24*Sdiff + 116.759,0.9100992645496893,10.978072378630626,0.7875859020141542
F = 966.117*Sdiff + -47.5287,0.9100992645496893,7.110150504294448,1.2776393521562945
F = 798.231*Sdiff + -66.7723,0.9100992645496893,8.545307036853574,2.0652252541704486
F = 704.84*Sdiff + -62.2455,0.9100992645496893,5.342457701996013,2.170236707772336
F = 798.231*Sdiff + -66.7723,0.9100992645496893,8.930349033393828,2.4502672507107017
F = 1332.57*Sdiff + -38.0522,0.9100992645496893,7.0926485953608,2.9578226097864904
F = 717.387*Sdiff + -56.5711,0.9100992645496893,6.777614234555138,3.8329180564688836
F = 966.117*Sdiff + -47.5287,0.9100992645496893,9.71793493540798,3.8854237832698275
F = 1332.57*Sdiff + -38.0522,0.9100992645496893,8.037751677777784,3.902925692203475
F = 2776.81*Sdiff + -3.01137,0.9100992645496893,4.764894707185634,3.9204276011371233
F = 693.821*Sdiff + -60.7402,0.9100992645496893,10.365505565952953,4.112948599407249
F = 717.387*Sdiff + -56.5711,0.9100992645496893,7.162656231095392,4.217960053009137
F = 3961.09*Sdiff + 28.3283,0.9100992645496893,4.729890889318337,5.495599405165431
F = 704.84*Sdiff + -62.2455,0.9100992645496893,8.825337579791938,5.653116585568262
F = 2776.81*Sdiff + -3.01137,0.9100992645496893,7.075146686427152,6.230679580378642
F = 3961.09*Sdiff + 28.3283,0.9100992645496893,5.499974882398844,6.265683398245938
F = 6598.49*Sdiff + 123.166,0.9276011734833371,10.207988385550122,0.01750190893364787
F = 6598.49*Sdiff + 123.166,0.9276011734833371,10.978072378630626,0.7875859020141542
F = 920.447*Sdiff + -60.5722,0.9276011734833371,7.110150504294448,1.2776393521562945
F = 1275.94*Sdiff + -51.2155,0.9276011734833371,7.0926485953608,2.9578226097864904
F = 920.447*Sdiff + -60.5722,0.9276011734833371,9.71793493540798,3.8854237832698275
F = 1275.94*Sdiff + -51.2155,0.9276011734833371,8.037751677777784,3.902925692203475
F = 2695.89*Sdiff + -14.5137,0.9276011734833371,4.764894707185634,3.9204276011371233
F = 3874.86*Sdiff + 20.2867,0.9276011734833371,4.729890889318337,5.495599405165431
F = 2695.89*Sdiff + -14.5137,0.9276011734833371,7.075146686427152,6.230679580378642
F = 3874.86*Sdiff + 20.2867,0.9276011734833371,5.499974882398844,6.265683398245938
F = 6605.43*Sdiff + 127.408,0.945103082416985,10.207988385550122,0.01750190893364787
F = 6605.43*Sdiff + 127.408,0.945103082416985,10.978072378630626,0.7875859020141542
F = 2694.16*Sdiff + -28.8442,0.945103082416985,4.764894707185634,3.9204276011371233
F = 3896.73*Sdiff + 9.27617,0.945103082416985,4.729890889318337,5.495599405165431
F = 2694.16*Sdiff + -28.8442,0.945103082416985,7.075146686427152,6.230679580378642
F = 3896.73*Sdiff + 9.27617,0.945103082416985,5.499974882398844,6.265683398245938
F = 6732.37*Sdiff + 129.644,0.9626049913506329,10.207988385550122,0.01750190893364787
F = 6732.37*Sdiff + 129.644,0.9626049913506329,10.978072378630626,0.7875859020141542
F = 2753.63*Sdiff + -44.6621,0.9626049913506329,4.764894707185634,3.9204276011371233
F = 4013.96*Sdiff + -4.24976,0.9626049913506329,4.729890889318337,5.495599405165431
F = 2753.63*Sdiff + -44.6621,0.9626049913506329,7.075146686427152,6.230679580378642
F = 4013.96*Sdiff + -4.24976,0.9626049913506329,5.499974882398844,6.265683398245938
F = 6976.21*Sdiff + 130.123,0.9801069002842808,10.207988385550122,0.01750190893364787
F = 6976.21*Sdiff + 130.123,0.9801069002842808,10.978072378630626,0.7875859020141542
F = 4214.43*Sdiff + -19.1966,0.9801069002842808,4.729890889318337,5.495599405165431
F = 4214.43*Sdiff + -19.1966,0.9801069002842808,5.499974882398844,6.265683398245938
F = 4339.41*Sdiff + -26.495,2.1527347988386882,10.207988385550122,0.01750190893364787
F = 4339.41*Sdiff + -26.495,2.1527347988386882,10.978072378630626,0.7875859020141542
F = 7141.69*Sdiff + 129.78,2.1527347988386882,4.729890889318337,5.495599405165431
F = 7141.69*Sdiff + 129.78,2.1527347988386882,5.499974882398844,6.265683398245938
F = 4104.81*Sdiff + -11.6578,2.170236707772336,10.207988385550122,0.01750190893364787
F = 4104.81*Sdiff + -11.6578,2.170236707772336,10.978072378630626,0.7875859020141542
F = 6839.77*Sdiff + 130.087,2.170236707772336,4.729890889318337,5.495599405165431
F = 6839.77*Sdiff + 130.087,2.170236707772336,5.499974882398844,6.265683398245938
F = 3944.08*Sdiff + 2.78141,2.187738616705984,10.207988385550122,0.01750190893364787
F = 2717.45*Sdiff + -36.7065,2.187738616705984,8.632816581521812,0.05250572680094361
F = 3944.08*Sdiff + 2.78141,2.187738616705984,10.978072378630626,0.7875859020141542
F = 2717.45*Sdiff + -36.7065,2.187738616705984,10.943068560763331,2.3627577060424625
F = 6654.16*Sdiff + 128.761,2.187738616705984,4.729890889318337,5.495599405165431
F = 6654.16*Sdiff + 128.761,2.187738616705984,5.499974882398844,6.265683398245938
F = 3873.19*Sdiff + 15.1328,2.2052405256396317,10.207988385550122,0.01750190893364787
F = 2686.26*Sdiff + -21.3816,2.2052405256396317,8.632816581521812,0.05250572680094361
F = 3873.19*Sdiff + 15.1328,2.2052405256396317,10.978072378630626,0.7875859020141542
F = 2686.26*Sdiff + -21.3816,2.2052405256396317,10.943068560763331,2.3627577060424625
F = 1262.55*Sdiff + -58.4752,2.2052405256396317,7.67021159017118,2.3802596149761106
F = 1262.55*Sdiff + -58.4752,2.2052405256396317,8.615314672588164,3.3253626973930954
F = 6586.65*Sdiff + 125.552,2.2052405256396317,4.729890889318337,5.495599405165431
F = 6586.65*Sdiff + 125.552,2.2052405256396317,5.499974882398844,6.265683398245938
F = 3903.41*Sdiff + 24.6955,2.22274243457328,10.207988385550122,0.01750190893364787
F = 2725.23*Sdiff + -8.364,2.22274243457328,8.632816581521812,0.05250572680094361
F = 681.923*Sdiff + -68.213,2.22274243457328,6.882625688157026,0.6300687216113233
F = 3903.41*Sdiff + 24.6955,2.22274243457328,10.978072378630626,0.7875859020141542
F = 695.41*Sdiff + -62.7056,2.22274243457328,8.545307036853574,2.0652252541704486
F = 671.619*Sdiff + -66.7588,2.22274243457328,5.342457701996013,2.170236707772336
F = 2725.23*Sdiff + -8.364,2.22274243457328,10.943068560763331,2.3627577060424625
F = 1298.6*Sdiff + -44.3288,2.22274243457328,7.67021159017118,2.3802596149761106
F = 939.137*Sdiff + -53.799,2.22274243457328,5.990028332540984,2.3977615239097583
F = 695.41*Sdiff + -62.7056,2.22274243457328,8.930349033393828,2.4502672507107017
F = 1298.6*Sdiff + -44.3288,2.22274243457328,8.615314672588164,3.3253626973930954
F = 681.923*Sdiff + -68.213,2.22274243457328,10.365505565952953,4.112948599407249
F = 939.137*Sdiff + -53.799,2.22274243457328,8.597812763654517,5.005545955023291
F = 6641.73*Sdiff + 120.233,2.22274243457328,4.729890889318337,5.495599405165431
F = 671.619*Sdiff + -66.7588,2.22274243457328,8.825337579791938,5.653116585568262
F = 6641.73*Sdiff + 120.233,2.22274243457328,5.499974882398844,6.265683398245938
F = 4050.92*Sdiff + 31.1575,2.2402443435069275,10.207988385550122,0.01750190893364787
F = 2853.83*Sdiff + 1.48985,2.2402443435069275,8.632816581521812,0.05250572680094361
F = 735.659*Sdiff + -56.8464,2.2402443435069275,6.882625688157026,0.6300687216113233
F = 4050.92*Sdiff + 31.1575,2.2402443435069275,10.978072378630626,0.7875859020141542
F = 1406.23*Sdiff + -73.8669,2.2402443435069275,7.110150504294448,1.2776393521562945
F = 747.247*Sdiff + -51.0688,2.2402443435069275,8.545307036853574,2.0652252541704486
F = 723.762*Sdiff + -55.3079,2.2402443435069275,5.342457701996013,2.170236707772336
F = 2853.83*Sdiff + 1.48985,2.2402443435069275,10.943068560763331,2.3627577060424625
F = 1380.31*Sdiff + -32.547,2.2402443435069275,7.67021159017118,2.3802596149761106
F = 1003.39*Sdiff + -41.972,2.2402443435069275,5.990028332540984,2.3977615239097583
F = 747.247*Sdiff + -51.0688,2.2402443435069275,8.930349033393828,2.4502672507107017
F = 1380.31*Sdiff + -32.547,2.2402443435069275,8.615314672588164,3.3253626973930954
F = 834.563*Sdiff + -61.4995,2.2402443435069275,6.777614234555138,3.8329180564688836
F = 1406.23*Sdiff + -73.8669,2.2402443435069275,9.71793493540798,3.8854237832698275
